,there,was,a,16th,century,huguenot,settlement,near,what,modern,day,florida,city,?
in,0.5361666083335876,0.45514053106307983,0.539380669593811,0.1515994518995285,0.3174034655094147,0.26198551058769226,0.26083990931510925,0.40211278200149536,0.30808621644973755,0.29808807373046875,0.2671984136104584,0.2330404818058014,0.3911624252796173,0.20430970191955566
1564,0.0757368728518486,0.09030459821224213,-0.0044221291318535805,-0.04810580611228943,-0.009333087131381035,0.11705277115106583,0.07678558677434921,0.027952581644058228,0.13681700825691223,-0.1378117948770523,0.05330076441168785,0.0023052089381963015,-0.016670050099492073,0.11914143711328506
a,0.4214206337928772,0.4508470594882965,1.0,0.18024180829524994,0.19417014718055725,0.22502337396144867,0.24842394888401031,0.25033900141716003,0.3320399522781372,0.24361324310302734,0.18630309402942657,0.22540530562400818,0.2349124401807785,0.23916715383529663
group,0.21350394189357758,0.1789962202310562,0.2594761848449707,0.1194085106253624,0.1627291738986969,0.1790638267993927,0.1895182877779007,0.0943974107503891,0.2114069163799286,0.17026177048683167,0.1583845615386963,0.1491001695394516,0.17801183462142944,0.13827809691429138
of,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.13910430669784546,0.2826060354709625,0.29061198234558105,0.25982165336608887,0.2651676535606384,0.33290785551071167,0.3482828736305237,0.2934032380580902,0.2330869883298874,0.32503411173820496,0.1826142966747284
norman,0.1090325266122818,0.21643765270709991,0.16633400321006775,0.0894961878657341,0.2433914840221405,0.3810122311115265,0.17965033650398254,0.14906057715415955,0.12319435924291611,0.16781286895275116,0.13780543208122253,0.1356680989265442,0.12855015695095062,0.12243545055389404
huguenots,0.21640802919864655,0.20650696754455566,0.20410758256912231,-0.030375324189662933,0.290620356798172,0.9459913372993469,0.25972485542297363,0.23730847239494324,0.22128188610076904,0.15978288650512695,0.22473984956741333,0.17206768691539764,0.23380674421787262,0.16010338068008423
under,0.23181530833244324,0.2672741413116455,0.18317826092243195,0.0598171167075634,0.17316319048404694,0.20479018986225128,0.14381159842014313,0.18404366075992584,0.20154598355293274,0.11007872223854065,0.1601942926645279,0.168766587972641,0.20455792546272278,0.18233340978622437
the,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.2201097458600998,0.3617299497127533,0.29557526111602783,0.2599570155143738,0.2879819869995117,0.42745697498321533,0.3283970355987549,0.3062323033809662,0.24091358482837677,0.35769423842430115,0.22068053483963013
leadership,0.10448708385229111,0.31339120864868164,0.17936734855175018,0.12969085574150085,0.17219164967536926,0.27389588952064514,0.18690359592437744,0.12876006960868835,0.2053566873073578,0.15741625428199768,0.1444203108549118,0.1659504920244217,0.16942578554153442,0.08979988098144531
of,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.13910430669784546,0.2826060354709625,0.29061198234558105,0.25982165336608887,0.2651676535606384,0.33290785551071167,0.3482828736305237,0.2934032380580902,0.2330869883298874,0.32503411173820496,0.1826142966747284
jean,0.1262121945619583,0.21245718002319336,0.19298788905143738,0.14298370480537415,0.24941222369670868,0.41842612624168396,0.06102326139807701,0.1526201218366623,0.10624528676271439,0.07661046087741852,0.14298029243946075,0.13142365217208862,0.1065264493227005,0.1531364470720291
ribault,0.14251765608787537,0.3094852864742279,0.2987509071826935,0.07744359970092773,0.16335998475551605,0.4165194034576416,0.13022302091121674,0.20596088469028473,0.19485299289226532,0.14642879366874695,0.13405470550060272,0.2524162828922272,0.1638195514678955,0.18847298622131348
established,0.30601149797439575,0.26515325903892517,0.23500119149684906,0.004878770560026169,0.2777339220046997,0.2207619845867157,0.2832983136177063,0.15483351051807404,0.14869536459445953,0.18144604563713074,0.17963100969791412,0.12846413254737854,0.2563977837562561,0.15917523205280304
the,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.2201097458600998,0.3617299497127533,0.29557526111602783,0.2599570155143738,0.2879819869995117,0.42745697498321533,0.3283970355987549,0.3062323033809662,0.24091358482837677,0.35769423842430115,0.22068053483963013
small,0.42771267890930176,0.16572418808937073,0.41262131929397583,0.0162185151129961,0.20911221206188202,0.16900116205215454,0.2772328853607178,0.32799333333969116,0.2504110634326935,0.2606809437274933,0.17205339670181274,0.1688167154788971,0.18386772274971008,0.13914890587329865
colony,0.1618565022945404,0.25879696011543274,0.20176295936107635,-0.02141842432320118,0.22863897681236267,0.32352373003959656,0.51438969373703,0.21576905250549316,0.26261213421821594,0.18202441930770874,0.15439549088478088,0.22961819171905518,0.253511905670166,0.13831071555614471
of,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.13910430669784546,0.2826060354709625,0.29061198234558105,0.25982165336608887,0.2651676535606384,0.33290785551071167,0.3482828736305237,0.2934032380580902,0.2330869883298874,0.32503411173820496,0.1826142966747284
