,which,theory,states,that,earth,'s,features,remained,unchanged,after,forming,in,one,single,catastrophic,event,?
in,0.4840516746044159,0.16955126821994781,0.3977442979812622,0.435920387506485,0.18566735088825226,-0.037580832839012146,0.24970319867134094,0.30947351455688477,0.26829415559768677,0.44050168991088867,0.3025292158126831,1.0,0.4129433035850525,0.23017926514148712,0.24232065677642822,0.27304479479789734,0.20430970191955566
contrast,0.3396453261375427,0.3126225769519806,0.18457795679569244,0.31651821732521057,0.2502126097679138,-0.011143652722239494,0.3513731360435486,0.22091421484947205,0.3547062277793884,0.07836084812879562,0.2657637596130371,0.2357589453458786,0.24991829693317413,0.26036345958709717,0.18772168457508087,0.12278253585100174,0.15469981729984283
",",0.3658004403114319,0.18095813691616058,0.3315127193927765,0.4137537479400635,0.23186853528022766,-0.0016132977325469255,0.2743610739707947,0.23734888434410095,0.2567969560623169,0.38860568404197693,0.2148495465517044,0.5201468467712402,0.3696635365486145,0.21322597563266754,0.25685736536979675,0.22701776027679443,0.31091248989105225
catastrophism,0.3586145043373108,0.43692007660865784,0.14640039205551147,0.3368161916732788,0.3742789924144745,-0.090574249625206,0.1928928643465042,0.22040854394435883,0.30384647846221924,0.27232953906059265,0.29805946350097656,0.21857917308807373,0.21826739609241486,0.1679307073354721,0.8619756102561951,0.3124137818813324,0.23938529193401337
is,0.4457404911518097,0.19279582798480988,0.21939043700695038,0.3995479643344879,0.26888176798820496,0.02396530658006668,0.28435954451560974,0.25548267364501953,0.2563801407814026,0.2835143506526947,0.2660723030567169,0.5394441485404968,0.4544198513031006,0.27151715755462646,0.16583533585071564,0.2078172266483307,0.22961433231830597
the,0.6521818041801453,0.2277156263589859,0.3463578522205353,0.5473989248275757,0.2801888585090637,-0.01540423184633255,0.29863014817237854,0.3492392301559448,0.3293462097644806,0.4565047025680542,0.3776164948940277,0.6662389636039734,0.5514441132545471,0.29338565468788147,0.31043654680252075,0.2960145175457001,0.22068053483963013
theory,0.3127335011959076,0.9999999403953552,0.1691969633102417,0.36183905601501465,0.27239564061164856,-0.0025054612196981907,0.20148447155952454,0.14794303476810455,0.2815224528312683,0.1592351645231247,0.17096944153308868,0.16955126821994781,0.27095937728881836,0.14428913593292236,0.2604295313358307,0.18293140828609467,0.1387292891740799
that,0.6894589066505432,0.36183905601501465,0.291576623916626,1.0,0.33014219999313354,0.04397977516055107,0.32850977778434753,0.22198618948459625,0.3589878976345062,0.373811811208725,0.29488736391067505,0.435920387506485,0.5133185982704163,0.2703927755355835,0.31655552983283997,0.3453879952430725,0.32716336846351624
earth,0.26013901829719543,0.27239564061164856,0.15221531689167023,0.33014219999313354,1.0,0.0661235973238945,0.2014094740152359,0.15561354160308838,0.3387931287288666,0.15554408729076385,0.21992142498493195,0.18566735088825226,0.2661198675632477,0.17006845772266388,0.31534507870674133,0.19945579767227173,0.17717236280441284
's,0.03856118768453598,-0.0025054612196981907,-0.004298824816942215,0.04397977516055107,0.0661235973238945,0.9999999403953552,0.009004111401736736,0.03340933844447136,0.022944146767258644,-0.055672239512205124,0.005129819270223379,-0.037580832839012146,0.06913424283266068,0.02529025822877884,-0.07278535515069962,0.026449335739016533,-0.023395681753754616
features,0.389988511800766,0.20148447155952454,0.18434792757034302,0.32850977778434753,0.2014094740152359,0.009004111401736736,1.0,0.17001129686832428,0.24157147109508514,0.12530091404914856,0.17852072417736053,0.24970319867134094,0.3053974509239197,0.3339473307132721,0.18421654403209686,0.2515992224216461,0.23497378826141357
formed,0.3024848401546478,0.15509110689163208,0.21166646480560303,0.2487153261899948,0.17993158102035522,0.08651898056268692,0.20585095882415771,0.2646280825138092,0.2661367356777191,0.2904619574546814,0.5811352729797363,0.27325257658958435,0.2091267704963684,0.2400909662246704,0.266718327999115,0.21701942384243011,0.09686966985464096
in,0.4840516746044159,0.16955126821994781,0.3977442979812622,0.435920387506485,0.18566735088825226,-0.037580832839012146,0.24970319867134094,0.30947351455688477,0.26829415559768677,0.44050168991088867,0.3025292158126831,1.0,0.4129433035850525,0.23017926514148712,0.24232065677642822,0.27304479479789734,0.20430970191955566
single,0.34546270966529846,0.14428913593292236,0.1445075273513794,0.2703927755355835,0.17006845772266388,0.02529025822877884,0.3339473307132721,0.14303545653820038,0.2124384045600891,0.14379797875881195,0.16391892731189728,0.23017926514148712,0.39678433537483215,0.9999998807907104,0.12642516195774078,0.20965956151485443,0.2151121199131012
",",0.3658004403114319,0.18095813691616058,0.3315127193927765,0.4137537479400635,0.23186853528022766,-0.0016132977325469255,0.2743610739707947,0.23734888434410095,0.2567969560623169,0.38860568404197693,0.2148495465517044,0.5201468467712402,0.3696635365486145,0.21322597563266754,0.25685736536979675,0.22701776027679443,0.31091248989105225
catastrophic,0.3427750766277313,0.2604295313358307,0.14963239431381226,0.31655552983283997,0.31534507870674133,-0.07278535515069962,0.18421654403209686,0.2473035454750061,0.26275762915611267,0.3305560350418091,0.3044032156467438,0.24232065677642822,0.17552468180656433,0.12642516195774078,1.0,0.324737548828125,0.1746491938829422
events,0.3666932284832001,0.22294168174266815,0.18222488462924957,0.31351813673973083,0.2068624645471573,0.02566051483154297,0.2970474064350128,0.1507830023765564,0.18418826162815094,0.2430732101202011,0.17020556330680847,0.2690284550189972,0.2345765233039856,0.10608279705047607,0.29490652680397034,0.6932221055030823,0.09835197776556015
and,0.506277859210968,0.1765792816877365,0.2974761426448822,0.4731321930885315,0.27524080872535706,0.06895173341035843,0.3483351171016693,0.2777479588985443,0.31518566608428955,0.3765919506549835,0.30178868770599365,0.4954058527946472,0.42438167333602905,0.21896247565746307,0.18493834137916565,0.17869816720485687,0.20544172823429108
remained,0.22100548446178436,0.14794303476810455,0.19476906955242157,0.22198618948459625,0.15561354160308838,0.03340933844447136,0.17001129686832428,0.9999999403953552,0.3977096974849701,0.332328736782074,0.26564040780067444,0.30947351455688477,0.3122726380825043,0.14303545653820038,0.2473035454750061,0.14868202805519104,0.08263323456048965
unchanged,0.3641129732131958,0.2815224528312683,0.14615100622177124,0.3589878976345062,0.3387931287288666,0.022944146767258644,0.24157147109508514,0.3977096974849701,1.0000001192092896,0.2741076946258545,0.31293705105781555,0.26829415559768677,0.33179348707199097,0.2124384045600891,0.26275762915611267,0.14844147861003876,0.1749853491783142
thereafter,0.3252972960472107,0.17553721368312836,0.21386373043060303,0.30797216296195984,0.14664800465106964,-0.06595398485660553,0.11788123846054077,0.3849005103111267,0.3091985881328583,0.521710216999054,0.3360993266105652,0.32392171025276184,0.21530216932296753,0.14300338923931122,0.2776417136192322,0.1975240856409073,0.1361512392759323
.,0.45942068099975586,0.18047811090946198,0.33941102027893066,0.4460422694683075,0.2542925775051117,-0.003708066651597619,0.23473742604255676,0.21630586683750153,0.23759058117866516,0.35870397090911865,0.29125842452049255,0.5591574311256409,0.4123194217681885,0.2360001504421234,0.24614882469177246,0.2068977802991867,0.4130953550338745
