,what,was,normal,british,defense,?
most,0.3219912350177765,0.29933857917785645,0.286456823348999,0.1875709593296051,0.18461458384990692,0.2107497900724411
british,0.19255435466766357,0.31934812664985657,0.04830335080623627,1.0,0.10277634114027023,0.09711728990077972
colonies,0.20822033286094666,0.21739500761032104,0.19988150894641876,0.3298065662384033,0.2042560875415802,0.07886616140604019
mustered,0.2306194007396698,0.271964967250824,0.18609227240085602,0.2358253300189972,0.22224122285842896,0.19453969597816467
local,0.18981902301311493,0.11715790629386902,0.18238289654254913,0.17293424904346466,0.12791471183300018,0.15022775530815125
militia,0.20625215768814087,0.2586398422718048,0.1677328646183014,0.2913333773612976,0.3041503429412842,0.16097775101661682
companies,0.20801754295825958,0.1954081952571869,0.1557239145040512,0.18174196779727936,0.10613614320755005,0.14365637302398682
",",0.3087472915649414,0.45456063747406006,0.25911128520965576,0.25734075903892517,0.21538467705249786,0.31091248989105225
generally,0.40614598989486694,0.25163960456848145,0.365018367767334,0.21045967936515808,0.19666530191898346,0.23411904275417328
ill,0.1912720948457718,0.20280921459197998,0.22873865067958832,0.19388222694396973,0.0379314124584198,0.15247376263141632
trained,0.20267696678638458,0.2402055412530899,0.274758905172348,0.19507542252540588,0.25450432300567627,0.14453530311584473
and,0.31309178471565247,0.3740963041782379,0.3120298683643341,0.325880765914917,0.20962949097156525,0.20544172823429108
available,0.22032985091209412,0.1657772958278656,0.2932053208351135,0.17783206701278687,0.13512450456619263,0.2501629889011383
only,0.41415658593177795,0.36249664425849915,0.3842824101448059,0.1663796454668045,0.13501884043216705,0.2767370045185089
for,0.3017193675041199,0.3863949179649353,0.2764380872249603,0.1970057189464569,0.2780293822288513,0.264628142118454
short,0.19211500883102417,0.20147566497325897,0.2660142779350281,0.13496819138526917,0.0908748209476471,0.16194626688957214
periods,0.21756020188331604,0.15220573544502258,0.2988227307796478,0.12058410048484802,0.0786391943693161,0.167264923453331
",",0.3087472915649414,0.45456063747406006,0.25911128520965576,0.25734075903892517,0.21538467705249786,0.31091248989105225
to,0.455847829580307,0.3636345863342285,0.32997602224349976,0.22690963745117188,0.22797247767448425,0.29463258385658264
deal,0.3379717469215393,0.19347058236598969,0.14518006145954132,0.17977745831012726,0.2045924812555313,0.2513751685619354
with,0.2464839518070221,0.27411898970603943,0.3020731210708618,0.1637800633907318,0.19516409933567047,0.2433311939239502
native,0.19453833997249603,0.1733950972557068,0.18255047500133514,0.17760911583900452,0.12663394212722778,0.1457047313451767
threats,0.2891768217086792,0.2023864984512329,0.10786207765340805,0.12858067452907562,0.26190587878227234,0.18974702060222626
",",0.3087472915649414,0.45456063747406006,0.25911128520965576,0.25734075903892517,0.21538467705249786,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.3602333962917328,0.2076481580734253,0.2097063660621643,0.27921953797340393
did,0.4259131848812103,0.41399896144866943,0.2654018700122833,0.2039594054222107,0.14361093938350677,0.3023456633090973
not,0.5449194312095642,0.2888734042644501,0.38944023847579956,0.16629528999328613,0.20943370461463928,0.41942933201789856
have,0.39808809757232666,0.2863433063030243,0.39153462648391724,0.18602940440177917,0.252090722322464,0.32991164922714233
any,0.43670421838760376,0.22746296226978302,0.3666920065879822,0.15945293009281158,0.24279338121414185,0.4113408327102661
standing,0.19543994963169098,0.24464210867881775,0.1994563192129135,0.14249204099178314,0.2186010330915451,0.11972658336162567
forces,0.2112482488155365,0.22620010375976562,0.14693020284175873,0.23148047924041748,0.395475298166275,0.16984491050243378
.,0.3567904531955719,0.40146201848983765,0.2961207330226898,0.23159366846084595,0.26610422134399414,0.4130953550338745
,what,was,normal,british,defense,?
the,0.42745697498321533,0.48711544275283813,0.25256022810935974,0.28973397612571716,0.2604767382144928,0.22068053483963013
colonial,0.15791663527488708,0.2549057900905609,0.15665863454341888,0.37019065022468567,0.19906960427761078,0.10191229730844498
government,0.28074538707733154,0.2995857298374176,0.11089274287223816,0.29284414649009705,0.27623146772384644,0.18851417303085327
recruited,0.12390090525150299,0.2530859112739563,0.12571005523204803,0.27122360467910767,0.2656894326210022,0.09634052217006683
militia,0.20625215768814087,0.2586398422718048,0.1677328646183014,0.2913333773612976,0.3041503429412842,0.16097775101661682
support,0.2797985076904297,0.2208256870508194,0.20926924049854279,0.09852589666843414,0.2659752070903778,0.22626608610153198
when,0.4700249433517456,0.37326499819755554,0.3445010781288147,0.1642608791589737,0.2290624976158142,0.22841128706932068
needed,0.3631289601325989,0.227164626121521,0.37434452772140503,0.1587321162223816,0.16404959559440613,0.2863257825374603
.,0.3567904531955719,0.40146201848983765,0.2961207330226898,0.23159366846084595,0.26610422134399414,0.4130953550338745
