,where,did,the,chinese,nationalists,move,the,mausoleum,away,from,advancing,chinese,communist,forces,?
in,0.5344807505607605,0.2593238651752472,0.6662389636039734,0.20821347832679749,0.19167163968086243,0.23030683398246765,0.6662389636039734,0.18680685758590698,0.2264246642589569,0.4274188280105591,0.2423679381608963,0.20821347832679749,0.2044694870710373,0.2565164566040039,0.20430970191955566
1949,0.10696028918027878,0.25469261407852173,0.2687380611896515,0.2611890733242035,0.2821870744228363,0.10761410742998123,0.2687380611896515,0.0608086921274662,0.015395985916256905,0.1600027084350586,0.15860478579998016,0.2611890733242035,0.291332483291626,0.10338366031646729,0.16888584196567535
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2697280943393707,0.20672732591629028,0.25767531991004944,0.4933079481124878,0.2180003970861435,0.24632208049297333,0.39760664105415344,0.2676874101161957,0.2697280943393707,0.2367876023054123,0.2544684410095215,0.31091248989105225
as,0.35409465432167053,0.3596470057964325,0.48381632566452026,0.2490641176700592,0.18563228845596313,0.2628210484981537,0.48381632566452026,0.17098990082740784,0.2573646008968353,0.3251767158508301,0.2163199484348297,0.2490641176700592,0.18592242896556854,0.1724308878183365,0.27043893933296204
communist,0.12081950157880783,0.22076168656349182,0.24560265243053436,0.38517898321151733,0.5389044880867004,0.12381362915039062,0.24560265243053436,0.1583881825208664,0.1654949188232422,0.21761903166770935,0.2547881305217743,0.38517898321151733,0.9999999403953552,0.31375035643577576,0.13955675065517426
troops,0.16704876720905304,0.2146090567111969,0.3229958415031433,0.18369977176189423,0.40918704867362976,0.18592675030231476,0.3229958415031433,0.2968554198741913,0.22161896526813507,0.1721363365650177,0.5126190781593323,0.18369977176189423,0.362393319606781,0.6963536739349365,0.14329779148101807
advanced,0.19369924068450928,0.18464945256710052,0.2635994255542755,0.2244618535041809,0.184089794754982,0.21784797310829163,0.2635994255542755,0.12085315585136414,0.1333778202533722,0.177305668592453,0.6467816829681396,0.2244618535041809,0.09560594707727432,0.18630509078502655,0.1806638389825821
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2697280943393707,0.20672732591629028,0.25767531991004944,0.4933079481124878,0.2180003970861435,0.24632208049297333,0.39760664105415344,0.2676874101161957,0.2697280943393707,0.2367876023054123,0.2544684410095215,0.31091248989105225
the,0.5003893971443176,0.34736719727516174,1.0,0.2785343527793884,0.25943121314048767,0.29817628860473633,1.0,0.21872887015342712,0.29030847549438477,0.40150508284568787,0.34632325172424316,0.2785343527793884,0.24560265243053436,0.3134811818599701,0.22068053483963013
nationalist,0.10483350604772568,0.2000134140253067,0.22491830587387085,0.32330429553985596,0.8892436623573303,0.09854446351528168,0.22491830587387085,0.1384599655866623,0.1837901473045349,0.15252596139907837,0.274171382188797,0.32330429553985596,0.6049327254295349,0.34072020649909973,0.15158766508102417
soldiers,0.23685681819915771,0.2725818455219269,0.3038179576396942,0.21468517184257507,0.43128344416618347,0.15508754551410675,0.3038179576396942,0.3136537969112396,0.27723413705825806,0.21250729262828827,0.4557653069496155,0.21468517184257507,0.3298327624797821,0.5560656189918518,0.1779262125492096
moved,0.39481642842292786,0.27509647607803345,0.32031023502349854,0.07912168651819229,0.16794335842132568,0.5574866533279419,0.32031023502349854,0.2407563030719757,0.2726561725139618,0.3269204795360565,0.24898642301559448,0.07912168651819229,0.1594524383544922,0.1712498515844345,0.15112607181072235
it,0.36972272396087646,0.2993364930152893,0.6251175999641418,0.16969463229179382,0.18198807537555695,0.26024189591407776,0.6251175999641418,0.16123519837856293,0.3173510432243347,0.325604110956192,0.1598149687051773,0.16969463229179382,0.22496755421161652,0.19774912297725677,0.25732165575027466
