,what,are,new,responsibilities,pharmacy,technicians,now,deal,with,?
pharmacy,0.21638189256191254,0.1491841822862625,0.1783100962638855,0.19778628647327423,1.0,0.27077218890190125,0.2329590767621994,0.17580540478229523,0.17199546098709106,0.1355620175600052
technicians,0.21377219259738922,0.2528601288795471,0.15974114835262299,0.29502779245376587,0.27077218890190125,0.9999999403953552,0.15829162299633026,0.2256125807762146,0.21666087210178375,0.16329023241996765
are,0.29724663496017456,1.0,0.1899496167898178,0.29349708557128906,0.1491841822862625,0.2528601288795471,0.3292219042778015,0.18414705991744995,0.38996943831443787,0.24591213464736938
now,0.4903225302696228,0.3292219042778015,0.31683605909347534,0.22535641491413116,0.2329590767621994,0.15829162299633026,1.0,0.2213360220193863,0.2213166505098343,0.29641881585121155
more,0.3484537899494171,0.4066504240036011,0.3023035526275635,0.24421444535255432,0.1321602463722229,0.2827249765396118,0.26616397500038147,0.29247820377349854,0.3535402715206146,0.27894994616508484
dependent,0.2771287262439728,0.25488024950027466,0.16926349699497223,0.22419078648090363,0.19154833257198334,0.12066963315010071,0.19614878296852112,0.16065149009227753,0.2218099981546402,0.1324409693479538
upon,0.2878674864768982,0.16674627363681793,0.18686427175998688,0.26353543996810913,0.08288706839084625,0.12009958922863007,0.2025776505470276,0.17993134260177612,0.2743939459323883,0.13780277967453003
automation,0.29592621326446533,0.21767358481884003,0.1958657205104828,0.31391680240631104,0.2764151692390442,0.3201903998851776,0.22027118504047394,0.19276666641235352,0.16531117260456085,0.26651784777641296
to,0.455847829580307,0.3504326641559601,0.33159172534942627,0.2899641990661621,0.1824638396501541,0.30056139826774597,0.3925153911113739,0.29972702264785767,0.4239959120750427,0.29463258385658264
assist,0.2079332321882248,0.2231636494398117,0.1942932903766632,0.41517993807792664,0.15119291841983795,0.3085222840309143,0.12416550517082214,0.26848798990249634,0.3151426911354065,0.1584155559539795
them,0.4994642734527588,0.5206625461578369,0.27726060152053833,0.3559463322162628,0.16964799165725708,0.3196965456008911,0.370710164308548,0.28803640604019165,0.4064640402793884,0.35435691475868225
in,0.30808621644973755,0.3841303884983063,0.3758552670478821,0.18130142986774445,0.22082467377185822,0.20121940970420837,0.3619694113731384,0.23030675947666168,0.4080928862094879,0.20430970191955566
their,0.35142919421195984,0.46887820959091187,0.25697171688079834,0.3418694734573364,0.15922963619232178,0.2778872549533844,0.22290214896202087,0.2334633767604828,0.4258328378200531,0.1898253709077835
new,0.2130378633737564,0.1899496167898178,0.9999999403953552,0.17441461980342865,0.1783100962638855,0.15974114835262299,0.31683605909347534,0.2736595869064331,0.24325589835643768,0.14782847464084625
role,0.22614215314388275,0.1439027637243271,0.14961616694927216,0.34224894642829895,0.08443436771631241,0.05822242796421051,0.19524851441383362,0.16894745826721191,0.1617812067270279,0.18676944077014923
dealing,0.3540358245372772,0.3361307382583618,0.2535606622695923,0.4428878724575043,0.16530068218708038,0.33696964383125305,0.2227565050125122,0.5730445981025696,0.3842071294784546,0.27334651350975037
with,0.2464839518070221,0.38996943831443787,0.24325589835643768,0.24097897112369537,0.17199546098709106,0.21666087210178375,0.2213166505098343,0.4295210540294647,0.9999999403953552,0.2433311939239502
patients,0.28700166940689087,0.32314178347587585,0.08939425647258759,0.37527504563331604,0.27920523285865784,0.3477899730205536,0.15579399466514587,0.20775091648101807,0.2591496706008911,0.17145128548145294
',0.3245812654495239,0.24618251621723175,0.23426499962806702,0.16293965280056,0.213267982006073,0.0986069068312645,0.3578126132488251,0.18041305243968964,0.2546919286251068,0.330942302942276
prescriptions,0.2768646776676178,0.3063506782054901,0.16881676018238068,0.29337745904922485,0.4631243646144867,0.33742237091064453,0.12822803854942322,0.15472765266895294,0.21556353569030762,0.1843581348657608
and,0.31309178471565247,0.48576638102531433,0.31402453780174255,0.3244750499725342,0.21655313670635223,0.21089348196983337,0.35309651494026184,0.2461770474910736,0.5477725267410278,0.20544172823429108
patient,0.3135989308357239,0.2341679036617279,0.05288798734545708,0.2872101068496704,0.28659823536872864,0.29871585965156555,0.20437465608119965,0.19543202221393585,0.2506621479988098,0.24355199933052063
safety,0.1898718774318695,0.21447233855724335,0.11476623266935349,0.2809661626815796,0.18943549692630768,0.3103134334087372,0.18676912784576416,0.12080705165863037,0.2208736687898636,0.1443338692188263
issues,0.33279702067375183,0.2136288285255432,0.19380421936511993,0.40514907240867615,0.16822734475135803,0.2166426181793213,0.28660646080970764,0.3791363537311554,0.251447856426239,0.320565789937973
.,0.3567904531955719,0.3452940285205841,0.35031336545944214,0.22679820656776428,0.23916830122470856,0.19580017030239105,0.36271902918815613,0.21690496802330017,0.4446153938770294,0.4130953550338745
