,what,late,gothic,architectural,sculptural,feature,is,found,on,the,tower,above,the,main,entrance,?
likewise,0.3193172216415405,0.13927701115608215,0.12382027506828308,0.14422868192195892,0.14456409215927124,0.19489528238773346,0.26193881034851074,0.09350675344467163,0.16193518042564392,0.36512118577957153,0.07793433219194412,0.18775318562984467,0.36512118577957153,0.15625806152820587,0.14994847774505615,0.2001093626022339
the,0.42745697498321533,0.31481194496154785,0.2610613703727722,0.22612835466861725,0.24507123231887817,0.3053930699825287,0.5823672413825989,0.3452354073524475,0.5107308030128479,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
tower,0.12919922173023224,0.10788892954587936,0.3364371359348297,0.33077481389045715,0.24060016870498657,0.15976890921592712,0.1400395631790161,0.1157420426607132,0.16915954649448395,0.2398453801870346,1.0,0.15603850781917572,0.2398453801870346,0.1441417932510376,0.2792494595050812,0.10395228117704391
above,0.32341626286506653,0.105464868247509,0.16502274572849274,0.17568109929561615,0.24908702075481415,0.16399188339710236,0.3090769648551941,0.2254200428724289,0.3177962899208069,0.33988961577415466,0.15603850781917572,1.0,0.33988961577415466,0.20290391147136688,0.19681398570537567,0.2521739900112152
the,0.42745697498321533,0.31481194496154785,0.2610613703727722,0.22612835466861725,0.24507123231887817,0.3053930699825287,0.5823672413825989,0.3452354073524475,0.5107308030128479,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
main,0.2344268560409546,0.20941102504730225,0.21553778648376465,0.1807936280965805,0.19588476419448853,0.26328107714653015,0.3009335994720459,0.16696597635746002,0.2898236811161041,0.38631999492645264,0.1441417932510376,0.20290391147136688,0.38631999492645264,1.0000001192092896,0.23408080637454987,0.1665669083595276
entrance,0.20933914184570312,0.1332121044397354,0.23972637951374054,0.26248830556869507,0.32463786005973816,0.2558923065662384,0.23472779989242554,0.147507444024086,0.25659018754959106,0.31372344493865967,0.2792494595050812,0.19681398570537567,0.31372344493865967,0.23408080637454987,1.0000001192092896,0.07963564246892929
has,0.20338068902492523,0.21857158839702606,0.1837044209241867,0.17015120387077332,0.17796626687049866,0.2753368616104126,0.5668748617172241,0.21070325374603271,0.34604379534721375,0.4177538752555847,0.1532871127128601,0.2925833463668823,0.4177538752555847,0.26405781507492065,0.1895630955696106,0.15994466841220856
an,0.2821882665157318,0.1167203038930893,0.13985037803649902,0.1544225513935089,0.15399907529354095,0.22609657049179077,0.4654068350791931,0.11655625700950623,0.3192969560623169,0.4207492768764496,0.07447217404842377,0.26923608779907227,0.4207492768764496,0.18319673836231232,0.17386499047279358,0.19793890416622162
open,0.2022915631532669,0.12809239327907562,0.04953611269593239,0.1855277121067047,0.14552706480026245,0.24750106036663055,0.1846783459186554,0.1539892703294754,0.26220741868019104,0.2764171361923218,0.12714794278144836,0.23057806491851807,0.2764171361923218,0.14621448516845703,0.3097313940525055,0.20715104043483734
work,0.3762225806713104,0.24772250652313232,0.19398516416549683,0.3056623637676239,0.30650532245635986,0.26256054639816284,0.22475390136241913,0.14577415585517883,0.26663315296173096,0.2704800069332123,0.13058429956436157,0.14130888879299164,0.2704800069332123,0.17960678040981293,0.11591443419456482,0.2621155381202698
crown,0.11934377253055573,0.17697063088417053,0.11220978200435638,0.1951953023672104,0.1663941591978073,0.10477343946695328,0.1115512028336525,0.10500284284353256,0.1810518205165863,0.2646690607070923,0.21671384572982788,0.1356094926595688,0.2646690607070923,0.06516444683074951,0.192953422665596,0.09979621320962906
surmounted,0.15988877415657043,0.2347339242696762,0.15175366401672363,0.2143505960702896,0.35662510991096497,0.21721218526363373,0.2328241765499115,0.30675846338272095,0.22843694686889648,0.40854623913764954,0.27074143290519714,0.27460625767707825,0.40854623913764954,0.16557565331459045,0.3615384101867676,0.05256134644150734
by,0.2455483376979828,0.2580295205116272,0.1766715794801712,0.1675952970981598,0.17704515159130096,0.2009039670228958,0.3899846076965332,0.17248263955116272,0.33887791633605957,0.4408751428127289,0.11632828414440155,0.18431022763252258,0.4408751428127289,0.21864338219165802,0.17967933416366577,0.17966607213020325
a,0.3320399522781372,0.22989967465400696,0.20486967265605927,0.22478227317333221,0.2171795666217804,0.2832804024219513,0.658733606338501,0.2869448959827423,0.3848365545272827,0.5829201340675354,0.1759597510099411,0.21249589323997498,0.5829201340675354,0.27217230200767517,0.2656034231185913,0.23916715383529663
statue,0.07594400644302368,0.2184247076511383,0.22077526152133942,0.20314349234104156,0.493244469165802,0.1399170309305191,0.200333371758461,0.13507379591464996,0.18659085035324097,0.21746210753917694,0.27083736658096313,0.13828028738498688,0.21746210753917694,0.17722854018211365,0.31935933232307434,0.08672746270895004
of,0.33290785551071167,0.21690747141838074,0.24052086472511292,0.2795933783054352,0.3040366470813751,0.2117752879858017,0.4854315221309662,0.2982911467552185,0.3966929316520691,0.733189046382904,0.2271278351545334,0.24890293180942535,0.733189046382904,0.3177044689655304,0.2534947693347931,0.1826142966747284
fame,0.12119289487600327,0.24915197491645813,0.1280912607908249,0.1775117665529251,0.16414853930473328,0.18053686618804932,0.12699870765209198,0.042667850852012634,0.17232953011989594,0.23111216723918915,0.1985875517129898,0.10866660624742508,0.23111216723918915,0.13105027377605438,0.21781092882156372,0.12045944482088089
",",0.3087472915649414,0.3051932752132416,0.21311061084270477,0.21142789721488953,0.25399050116539,0.22241170704364777,0.4691906273365021,0.27385151386260986,0.49057599902153015,0.4933079481124878,0.20524810254573822,0.2902800738811493,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.31091248989105225
a,0.3320399522781372,0.22989967465400696,0.20486967265605927,0.22478227317333221,0.2171795666217804,0.2832804024219513,0.658733606338501,0.2869448959827423,0.3848365545272827,0.5829201340675354,0.1759597510099411,0.21249589323997498,0.5829201340675354,0.27217230200767517,0.2656034231185913,0.23916715383529663
feature,0.23320603370666504,0.22253979742527008,0.1486693024635315,0.2479986846446991,0.194949209690094,0.9999998807907104,0.2553035318851471,0.16152431070804596,0.29385992884635925,0.3053930699825287,0.15976890921592712,0.16399188339710236,0.3053930699825287,0.26328107714653015,0.2558923065662384,0.2893312871456146
of,0.33290785551071167,0.21690747141838074,0.24052086472511292,0.2795933783054352,0.3040366470813751,0.2117752879858017,0.4854315221309662,0.2982911467552185,0.3966929316520691,0.733189046382904,0.2271278351545334,0.24890293180942535,0.733189046382904,0.3177044689655304,0.2534947693347931,0.1826142966747284
late,0.1576872020959854,1.0,0.27201470732688904,0.21272531151771545,0.19662779569625854,0.22253979742527008,0.20186106860637665,0.1694159358739853,0.2571752071380615,0.31481194496154785,0.10788892954587936,0.105464868247509,0.31481194496154785,0.20941102504730225,0.1332121044397354,0.11339222639799118
gothic,0.19246235489845276,0.27201470732688904,1.0000001192092896,0.49857357144355774,0.39437100291252136,0.1486693024635315,0.23672030866146088,0.13383057713508606,0.1366509199142456,0.2610613703727722,0.3364371359348297,0.16502274572849274,0.2610613703727722,0.21553778648376465,0.23972637951374054,0.16695094108581543
architecture,0.23286667466163635,0.2386024296283722,0.5176064968109131,0.8855648636817932,0.3998790979385376,0.23037871718406677,0.19717231392860413,0.12157731503248215,0.1650944948196411,0.24488379061222076,0.30723464488983154,0.162045419216156,0.24488379061222076,0.15353289246559143,0.2364693582057953,0.14343059062957764
and,0.31309178471565247,0.3247620165348053,0.2601262629032135,0.2561565637588501,0.29999810457229614,0.29179611802101135,0.3859752118587494,0.27978911995887756,0.4077630043029785,0.5171257257461548,0.23948386311531067,0.2363634556531906,0.5171257257461548,0.29831406474113464,0.24038183689117432,0.20544172823429108
a,0.3320399522781372,0.22989967465400696,0.20486967265605927,0.22478227317333221,0.2171795666217804,0.2832804024219513,0.658733606338501,0.2869448959827423,0.3848365545272827,0.5829201340675354,0.1759597510099411,0.21249589323997498,0.5829201340675354,0.27217230200767517,0.2656034231185913,0.23916715383529663
feature,0.23320603370666504,0.22253979742527008,0.1486693024635315,0.2479986846446991,0.194949209690094,0.9999998807907104,0.2553035318851471,0.16152431070804596,0.29385992884635925,0.3053930699825287,0.15976890921592712,0.16399188339710236,0.3053930699825287,0.26328107714653015,0.2558923065662384,0.2893312871456146
common,0.19989867508411407,0.19324517250061035,0.18522679805755615,0.1548101156949997,0.16323675215244293,0.13225460052490234,0.2952355444431305,0.2702949643135071,0.22368024289608002,0.2705984115600586,0.07490966469049454,0.20898663997650146,0.2705984115600586,0.27739933133125305,0.09360769391059875,0.20434872806072235
in,0.30808621644973755,0.3439198434352875,0.28628116846084595,0.25104397535324097,0.24212200939655304,0.24296961724758148,0.5394441485404968,0.39141854643821716,0.46853652596473694,0.6662389636039734,0.22630389034748077,0.22744394838809967,0.6662389636039734,0.28862449526786804,0.215397909283638,0.20430970191955566
scotland,0.16722074151039124,0.15708421170711517,0.19661907851696014,0.12830804288387299,0.1697317659854889,0.11262175440788269,0.19796344637870789,0.1062108725309372,0.20660968124866486,0.23846951127052307,0.1879625916481018,0.13507647812366486,0.23846951127052307,0.12381063401699066,0.1503640115261078,0.09160218387842178
",",0.3087472915649414,0.3051932752132416,0.21311061084270477,0.21142789721488953,0.25399050116539,0.22241170704364777,0.4691906273365021,0.27385151386260986,0.49057599902153015,0.4933079481124878,0.20524810254573822,0.2902800738811493,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.31091248989105225
but,0.5029441118240356,0.24966184794902802,0.25893229246139526,0.1920943409204483,0.18569573760032654,0.2907557189464569,0.4106791317462921,0.32550859451293945,0.3584071099758148,0.4859698414802551,0.1967667043209076,0.289517879486084,0.4859698414802551,0.22118166089057922,0.14443032443523407,0.27921953797340393
the,0.42745697498321533,0.31481194496154785,0.2610613703727722,0.22612835466861725,0.24507123231887817,0.3053930699825287,0.5823672413825989,0.3452354073524475,0.5107308030128479,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
