,who,deployed,its,army,into,afghanistan,in,1979,?
in,0.2792111933231354,0.2512153387069702,0.3793783485889435,0.25258398056030273,0.38021373748779297,0.2505266070365906,1.0,0.26264503598213196,0.20430970191955566
1979,0.215601846575737,0.12240835279226303,0.2441880851984024,0.15153878927230835,0.2192443609237671,0.1806667149066925,0.26264503598213196,1.0000001192092896,0.09159877151250839
",",0.3365725874900818,0.2187633216381073,0.33157986402511597,0.230897456407547,0.2826121151447296,0.21547061204910278,0.5201468467712402,0.24932532012462616,0.31091248989105225
the,0.3733934462070465,0.28525567054748535,0.559237003326416,0.31011611223220825,0.39493247866630554,0.28314414620399475,0.6662389636039734,0.3323744237422943,0.22068053483963013
soviet,0.19540928304195404,0.250897616147995,0.2310093343257904,0.3005301058292389,0.17445507645606995,0.4139269292354584,0.22826138138771057,0.07959110289812088,0.08693568408489227
union,0.16662479937076569,0.2254568338394165,0.22658714652061462,0.3145981431007385,0.21940653026103973,0.27812492847442627,0.22726479172706604,0.14956043660640717,0.07797172665596008
deployed,0.21397942304611206,1.0000001192092896,0.2152036428451538,0.39515420794487,0.22635062038898468,0.20449258387088776,0.2512153387069702,0.12240835279226303,0.22770234942436218
its,0.1326070874929428,0.2152036428451538,1.0,0.16776804625988007,0.2562001943588257,0.18692602217197418,0.3793783485889435,0.2441880851984024,0.15103481709957123
40th,0.1385200321674347,0.06767118722200394,0.13345110416412354,0.11438465863466263,0.06179444119334221,0.05097347870469093,0.13990257680416107,-0.025276556611061096,0.0836496576666832
army,0.2866576313972473,0.39515420794487,0.16776804625988007,1.0000001192092896,0.17944656312465668,0.3011600971221924,0.25258398056030273,0.15153878927230835,0.180583193898201
into,0.16956904530525208,0.22635062038898468,0.2562001943588257,0.17944656312465668,1.0,0.09715190529823303,0.38021373748779297,0.2192443609237671,0.15662476420402527
afghanistan,0.20473361015319824,0.20449258387088776,0.18692602217197418,0.3011600971221924,0.09715190529823303,1.0000001192092896,0.2505266070365906,0.1806667149066925,0.1478135734796524
",",0.3365725874900818,0.2187633216381073,0.33157986402511597,0.230897456407547,0.2826121151447296,0.21547061204910278,0.5201468467712402,0.24932532012462616,0.31091248989105225
attempting,0.30830708146095276,0.3428700268268585,0.1491542011499405,0.26117077469825745,0.27505290508270264,0.16026900708675385,0.182682603597641,0.09804712235927582,0.1953229457139969
to,0.42656609416007996,0.24381619691848755,0.3691340684890747,0.22938482463359833,0.38810545206069946,0.20390678942203522,0.45010748505592346,0.260578453540802,0.29463258385658264
suppress,0.1597793996334076,0.31902259588241577,0.1454501748085022,0.22293104231357574,0.19495461881160736,0.1222950741648674,0.20716464519500732,0.12867358326911926,0.2461938112974167
an,0.2848317325115204,0.13495714962482452,0.28139030933380127,0.10463648289442062,0.2105669528245926,0.12627354264259338,0.2605783939361572,0.16279712319374084,0.19793890416622162
islamic,0.20530520379543304,0.13854041695594788,0.2048245519399643,0.2183975726366043,0.13217060267925262,0.43505409359931946,0.19633598625659943,0.07522553950548172,0.1692383587360382
rebellion,0.21872887015342712,0.16185051202774048,0.11859659105539322,0.4054354429244995,0.16549308598041534,0.21611575782299042,0.28367456793785095,0.12597830593585968,0.10071789473295212
against,0.2942115366458893,0.15390369296073914,0.16972889006137848,0.29090023040771484,0.20955826342105865,0.10897373408079147,0.27273955941200256,0.166000634431839,0.18095137178897858
an,0.2848317325115204,0.13495714962482452,0.28139030933380127,0.10463648289442062,0.2105669528245926,0.12627354264259338,0.2605783939361572,0.16279712319374084,0.19793890416622162
allied,0.21010679006576538,0.4068123698234558,0.21255798637866974,0.493033230304718,0.20999516546726227,0.2647625803947449,0.2222563773393631,0.26006776094436646,0.1341097056865692
marxist,0.2098013162612915,0.10960743576288223,0.22073616087436676,0.23178979754447937,0.15672065317630768,0.278364896774292,0.21055372059345245,0.0854739174246788,0.2011929601430893
regime,0.2413771003484726,0.20679399371147156,0.22444140911102295,0.3979089856147766,0.16576676070690155,0.327848881483078,0.21639317274093628,0.15697124600410461,0.15561191737651825
in,0.2792111933231354,0.2512153387069702,0.3793783485889435,0.25258398056030273,0.38021373748779297,0.2505266070365906,1.0,0.26264503598213196,0.20430970191955566
the,0.3733934462070465,0.28525567054748535,0.559237003326416,0.31011611223220825,0.39493247866630554,0.28314414620399475,0.6662389636039734,0.3323744237422943,0.22068053483963013
afghan,0.2948495149612427,0.18315526843070984,0.097398541867733,0.2840283513069153,0.05576758831739426,0.8001843690872192,0.17469824850559235,0.0747973844408989,0.10384320467710495
civil,0.14972704648971558,0.2529970109462738,0.15427452325820923,0.3755683898925781,0.12426704168319702,0.2451801598072052,0.26466667652130127,0.1146792396903038,0.1494513899087906
war,0.24286115169525146,0.2646208703517914,0.23775866627693176,0.5000815987586975,0.1791244000196457,0.2994585931301117,0.29904094338417053,0.1847955584526062,0.15510529279708862
.,0.3541337847709656,0.24880823493003845,0.3566088080406189,0.28860729932785034,0.26250120997428894,0.2578941881656647,0.5591574311256409,0.21473710238933563,0.4130953550338745
