,what,is,the,goal,of,islamist,groups,like,hezbollah,and,hamas,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2443244755268097,0.733189046382904,0.2459319531917572,0.27790749073028564,0.32912567257881165,0.3005337715148926,0.5171257257461548,0.25661513209342957,0.22068053483963013
islamist,0.17762082815170288,0.16276392340660095,0.2459319531917572,0.16432765126228333,0.19512814283370972,1.0000001192092896,0.25379782915115356,0.14029446244239807,0.6019417643547058,0.19843706488609314,0.49892285466194153,0.14697067439556122
groups,0.23137421905994415,0.19906288385391235,0.27790749073028564,0.1133485957980156,0.24723079800605774,0.25379782915115356,1.0,0.2586608827114105,0.24338111281394958,0.29783302545547485,0.2549143433570862,0.14349548518657684
like,0.4320242702960968,0.29710376262664795,0.32912567257881165,0.1348257064819336,0.3244853615760803,0.14029446244239807,0.2586608827114105,1.0000001192092896,0.18085072934627533,0.46997135877609253,0.17972448468208313,0.3268813192844391
hezbollah,0.24132384359836578,0.15624995529651642,0.3005337715148926,0.22040514647960663,0.22558878362178802,0.6019417643547058,0.24338111281394958,0.18085072934627533,1.0000001192092896,0.2748379111289978,0.5634595155715942,0.2066831886768341
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2241991013288498,0.5696388483047485,0.19697563350200653,0.22620722651481628,0.31010183691978455,0.20551641285419464,0.4954058527946472,0.16542012989521027,0.20430970191955566
lebanon,0.15774080157279968,0.18045732378959656,0.19571425020694733,0.08146148175001144,0.2173863798379898,0.41699346899986267,0.21272972226142883,0.08803754299879074,0.5462948679924011,0.23510640859603882,0.47883111238479614,0.16440971195697784
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20885969698429108,0.5116966962814331,0.19843706488609314,0.29783302545547485,0.46997135877609253,0.2748379111289978,1.0,0.2204926311969757,0.20544172823429108
hamas,0.218891441822052,0.16635777056217194,0.25661513209342957,0.1672666370868683,0.1995590180158615,0.49892285466194153,0.2549143433570862,0.17972448468208313,0.5634595155715942,0.2204926311969757,0.9999999403953552,0.188774973154068
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2241991013288498,0.5696388483047485,0.19697563350200653,0.22620722651481628,0.31010183691978455,0.20551641285419464,0.4954058527946472,0.16542012989521027,0.20430970191955566
palestine,0.20038168132305145,0.1999666690826416,0.2786056101322174,0.19814267754554749,0.23739594221115112,0.4640628695487976,0.2525867223739624,0.15940038859844208,0.525079607963562,0.22811970114707947,0.49194228649139404,0.19504891335964203
participate,0.26813289523124695,0.16417869925498962,0.24406622350215912,0.26356837153434753,0.17425011098384857,0.2875584363937378,0.23173674941062927,0.2023145705461502,0.20640413463115692,0.2342604398727417,0.22040152549743652,0.2079276293516159
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2241991013288498,0.5696388483047485,0.19697563350200653,0.22620722651481628,0.31010183691978455,0.20551641285419464,0.4954058527946472,0.16542012989521027,0.20430970191955566
democratic,0.1858556717634201,0.15758468210697174,0.21570740640163422,0.21917639672756195,0.2273487150669098,0.3174824118614197,0.2112315446138382,0.10973617434501648,0.2710554599761963,0.20003819465637207,0.3128281831741333,0.1668088138103485
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20885969698429108,0.5116966962814331,0.19843706488609314,0.29783302545547485,0.46997135877609253,0.2748379111289978,1.0,0.2204926311969757,0.20544172823429108
political,0.21846716105937958,0.15203817188739777,0.20477235317230225,0.1911076456308365,0.27319738268852234,0.45655131340026855,0.2147335261106491,0.1538800597190857,0.34838762879371643,0.33013346791267395,0.29284191131591797,0.17130474746227264
process,0.3466717302799225,0.21762968599796295,0.264274537563324,0.2100444734096527,0.23962904512882233,0.1460307538509369,0.193375825881958,0.22723829746246338,0.1643202006816864,0.20204883813858032,0.1683041751384735,0.2460896074771881
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17705819010734558,0.3886612355709076,0.17964394390583038,0.18660825490951538,0.4175155460834503,0.22603467106819153,0.49487000703811646,0.2220972329378128,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.16856996715068817,0.3343164324760437,0.1552698314189911,0.29302865266799927,0.4826888144016266,0.21426662802696228,0.5258845686912537,0.19676947593688965,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17705819010734558,0.3886612355709076,0.17964394390583038,0.18660825490951538,0.4175155460834503,0.22603467106819153,0.49487000703811646,0.2220972329378128,0.27043893933296204
armed,0.15827620029449463,0.10613521933555603,0.2418309897184372,0.1663331240415573,0.24764959514141083,0.362923800945282,0.2407010942697525,0.15877273678779602,0.4784585237503052,0.21948662400245667,0.36810141801834106,0.18816959857940674
attacks,0.19946885108947754,0.23290947079658508,0.2845265567302704,0.1264929324388504,0.18891674280166626,0.3652808368206024,0.22349976003170013,0.21976402401924133,0.3184913992881775,0.28638073801994324,0.33214959502220154,0.14532065391540527
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.18959079682826996,0.2671695053577423,0.4085598886013031,0.24303799867630005,0.6633074283599854,0.21630539000034332,0.31091248989105225
seeking,0.20790332555770874,0.19011691212654114,0.27082350850105286,0.26786866784095764,0.2694380283355713,0.21083784103393555,0.1529022455215454,0.19831682741641998,0.276103138923645,0.2602940499782562,0.25404247641563416,0.21199938654899597
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.37094977498054504,0.41548454761505127,0.1878976970911026,0.24181967973709106,0.35482415556907654,0.26444151997566223,0.48971283435821533,0.20350603759288788,0.29463258385658264
abolish,0.1732845902442932,0.13798286020755768,0.27032995223999023,0.19762597978115082,0.2530619204044342,0.2858676016330719,0.21866148710250854,0.12482159584760666,0.325935423374176,0.22118118405342102,0.21901901066303253,0.15478065609931946
the,0.42745697498321533,0.5823672413825989,1.0,0.2443244755268097,0.733189046382904,0.2459319531917572,0.27790749073028564,0.32912567257881165,0.3005337715148926,0.5171257257461548,0.25661513209342957,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.16867971420288086,0.34253445267677307,0.21505190432071686,0.16772642731666565,0.17676028609275818,0.23827607929706573,0.2653750479221344,0.21303389966487885,0.1160883978009224
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.1838325709104538,1.0,0.19512814283370972,0.24723079800605774,0.3244853615760803,0.22558878362178802,0.5116966962814331,0.1995590180158615,0.1826142966747284
israel,0.1839018315076828,0.20696768164634705,0.21617624163627625,0.1440887153148651,0.18146966397762299,0.30601170659065247,0.16961072385311127,0.18399259448051453,0.47600460052490234,0.24438269436359406,0.46480703353881836,0.15015864372253418
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.19919876754283905,0.5352458953857422,0.20264555513858795,0.2408272922039032,0.393751323223114,0.267274409532547,0.588965117931366,0.20643571019172668,0.4130953550338745
