,besides,confucianism,",",buddhism,",",and,islam,",",what,religions,were,tolerated,during,the,yuan,?
from,0.30681347846984863,0.16496454179286957,0.39760664105415344,0.12969252467155457,0.39760664105415344,0.3601827025413513,0.1613912731409073,0.39760664105415344,0.2737620174884796,0.18739236891269684,0.29991888999938965,0.2277582585811615,0.3186885714530945,0.40150508284568787,0.09845740348100662,0.19969791173934937
this,0.33461904525756836,0.26078903675079346,0.4316047728061676,0.22323152422904968,0.4316047728061676,0.42353692650794983,0.22152648866176605,0.4316047728061676,0.5489566326141357,0.27741047739982605,0.25469228625297546,0.296278715133667,0.34351885318756104,0.6274310946464539,0.1771337389945984,0.3155723512172699
period,0.07546748220920563,0.31394705176353455,0.25030651688575745,0.23235097527503967,0.25030651688575745,0.23878438770771027,0.15835943818092346,0.25030651688575745,0.24507179856300354,0.18936361372470856,0.2902187407016754,0.23218169808387756,0.5020045042037964,0.3125074505805969,0.19361332058906555,0.18706195056438446
dates,0.13091731071472168,0.1981271356344223,0.2383902668952942,0.15622077882289886,0.2383902668952942,0.1938803791999817,0.19644087553024292,0.2383902668952942,0.2078574001789093,0.22276829183101654,0.1965608149766922,0.13064096868038177,0.2297145426273346,0.3088380992412567,0.11254522949457169,0.2331625074148178
the,0.367077499628067,0.18991920351982117,0.4933079481124878,0.21217995882034302,0.4933079481124878,0.5171257257461548,0.2207694798707962,0.4933079481124878,0.42745697498321533,0.2735731303691864,0.3906462490558624,0.23986181616783142,0.4838213622570038,1.0,0.2548272907733917,0.22068053483963013
conversion,0.10425086319446564,0.27472782135009766,0.18442223966121674,0.2992715537548065,0.18442223966121674,0.23347200453281403,0.28165265917778015,0.18442223966121674,0.21660274267196655,0.26252785325050354,0.15360544621944427,0.2501920759677887,0.1106821671128273,0.2308437079191208,0.17704007029533386,0.1924358606338501
to,0.3272998631000519,0.2114444375038147,0.44245919585227966,0.24327269196510315,0.44245919585227966,0.48971283435821533,0.2398901730775833,0.44245919585227966,0.455847829580307,0.2896021902561188,0.31913647055625916,0.2086355984210968,0.2828781306743622,0.535392165184021,0.1499021351337433,0.29463258385658264
islam,0.12075512111186981,0.4520418047904968,0.23459285497665405,0.520340621471405,0.23459285497665405,0.25070106983184814,1.0000001192092896,0.23459285497665405,0.23237212002277374,0.6238383650779724,0.14616049826145172,0.3018649220466614,0.14504162967205048,0.2207694798707962,0.2329818159341812,0.18358638882637024
",",0.340058833360672,0.2161870002746582,1.0000001192092896,0.19468264281749725,1.0000001192092896,0.6633074283599854,0.23459285497665405,1.0000001192092896,0.3087472915649414,0.309471070766449,0.36755475401878357,0.28246834874153137,0.3225448727607727,0.4933079481124878,0.20958951115608215,0.31091248989105225
by,0.23799698054790497,0.1803520917892456,0.3680937886238098,0.1491369605064392,0.3680937886238098,0.4289871156215668,0.15867580473423004,0.3680937886238098,0.2455483376979828,0.1634281724691391,0.4406847059726715,0.2544901967048645,0.3220438063144684,0.4408751428127289,0.19831176102161407,0.17966607213020325
muslims,0.18610215187072754,0.36543866991996765,0.19662503898143768,0.3830939829349518,0.19662503898143768,0.2307288646697998,0.6962552666664124,0.19662503898143768,0.26523277163505554,0.5261834263801575,0.23566702008247375,0.3187233805656433,0.1831575185060501,0.2657718360424042,0.2013479769229889,0.18742211163043976
of,0.3665722906589508,0.23530998826026917,0.4946078956127167,0.279470831155777,0.4946078956127167,0.5116966962814331,0.21728332340717316,0.4946078956127167,0.33290785551071167,0.33278533816337585,0.34038281440734863,0.23899637162685394,0.3869180977344513,0.733189046382904,0.22696353495121002,0.1826142966747284
central,0.16748754680156708,0.18724113702774048,0.2587154507637024,0.18710775673389435,0.2587154507637024,0.2465941160917282,0.16571086645126343,0.2587154507637024,0.17723965644836426,0.18977247178554535,0.16558948159217834,0.12705962359905243,0.189949631690979,0.3417201042175293,0.16617019474506378,0.14787602424621582
asia,0.1756952852010727,0.2310396432876587,0.1759067326784134,0.2857876718044281,0.1759067326784134,0.26469188928604126,0.2727399170398712,0.1759067326784134,0.14832128584384918,0.3051954507827759,0.19481784105300903,0.2029375284910202,0.20204269886016846,0.2838890850543976,0.2809104323387146,0.1340748518705368
",",0.340058833360672,0.2161870002746582,1.0000001192092896,0.19468264281749725,1.0000001192092896,0.6633074283599854,0.23459285497665405,1.0000001192092896,0.3087472915649414,0.309471070766449,0.36755475401878357,0.28246834874153137,0.3225448727607727,0.4933079481124878,0.20958951115608215,0.31091248989105225
of,0.3665722906589508,0.23530998826026917,0.4946078956127167,0.279470831155777,0.4946078956127167,0.5116966962814331,0.21728332340717316,0.4946078956127167,0.33290785551071167,0.33278533816337585,0.34038281440734863,0.23899637162685394,0.3869180977344513,0.733189046382904,0.22696353495121002,0.1826142966747284
growing,0.33790603280067444,0.16525691747665405,0.2344273030757904,0.2386949360370636,0.2344273030757904,0.3007805347442627,0.21743746101856232,0.2344273030757904,0.20045997202396393,0.21922463178634644,0.19665975868701935,0.3058827519416809,0.22119124233722687,0.33280637860298157,0.10586272925138474,0.10178618133068085
numbers,0.2507035434246063,0.1577477753162384,0.26479464769363403,0.16467809677124023,0.26479464769363403,0.24053069949150085,0.1481068879365921,0.26479464769363403,0.24586999416351318,0.21438224613666534,0.31236323714256287,0.18058669567108154,0.13133710622787476,0.293011337518692,0.14844854176044464,0.19297972321510315
of,0.3665722906589508,0.23530998826026917,0.4946078956127167,0.279470831155777,0.4946078956127167,0.5116966962814331,0.21728332340717316,0.4946078956127167,0.33290785551071167,0.33278533816337585,0.34038281440734863,0.23899637162685394,0.3869180977344513,0.733189046382904,0.22696353495121002,0.1826142966747284
chinese,0.16320490837097168,0.505347728729248,0.2697280943393707,0.35073524713516235,0.2697280943393707,0.25892454385757446,0.23274630308151245,0.2697280943393707,0.11643128097057343,0.2548290193080902,0.22925853729248047,0.15996408462524414,0.21245013177394867,0.2785343527793884,0.5665212273597717,0.20843194425106049
