,when,did,denmark,join,the,eu,?
since,0.42774689197540283,0.27613121271133423,0.2507302463054657,0.17022328078746796,0.4054957628250122,0.15423695743083954,0.2876587212085724
its,0.34032323956489563,0.19922670722007751,0.17950791120529175,0.14497780799865723,0.559237003326416,0.16840960085391998,0.15103481709957123
establishment,0.2026376724243164,0.20103003084659576,0.24164734780788422,0.1773158609867096,0.344906210899353,0.19460368156433105,0.1661023646593094
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
more,0.359977662563324,0.2803135812282562,0.16482746601104736,0.208576500415802,0.39758381247520447,0.13553786277770996,0.27894994616508484
member,0.1946450024843216,0.16698363423347473,0.18725265562534332,0.3446156680583954,0.2806392312049866,0.2245567888021469,0.06826172769069672
states,0.24639196693897247,0.21754568815231323,0.24054287374019623,0.23870575428009033,0.3463578522205353,0.17918972671031952,0.16272737085819244
have,0.40555819869041443,0.3783526122570038,0.1845598965883255,0.2664616107940674,0.40389683842658997,0.1317766159772873,0.32991164922714233
joined,0.2696928381919861,0.2579648792743683,0.1329711377620697,0.6689744591712952,0.2943263649940491,0.14278922975063324,0.06566751003265381
through,0.34666842222213745,0.14190755784511566,0.11464937776327133,0.25494009256362915,0.44071322679519653,0.07934322208166122,0.16913433372974396
a,0.44397395849227905,0.2552328109741211,0.1638673096895218,0.19408884644508362,0.5829201340675354,0.13932566344738007,0.23916715383529663
series,0.2194245308637619,0.15581852197647095,0.05757772549986839,0.13351638615131378,0.31376904249191284,-0.00046668649883940816,0.1709602326154709
of,0.3757161796092987,0.2513895630836487,0.23152917623519897,0.24810034036636353,0.733189046382904,0.1579294353723526,0.1826142966747284
accession,0.20149414241313934,0.14905796945095062,0.27907732129096985,0.15450519323349,0.2674614489078522,0.2462434321641922,0.16196151077747345
treaties,0.19978302717208862,0.25577887892723083,0.2781703770160675,0.24820062518119812,0.28970760107040405,0.33172380924224854,0.1693580597639084
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
from,0.405669629573822,0.20248863101005554,0.16549599170684814,0.13792099058628082,0.40150508284568787,0.15383225679397583,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.2167552262544632,0.3205963969230652,1.0,0.14126400649547577,0.22068053483963013
uk,0.13155107200145721,0.128135547041893,0.3132322430610657,0.16088582575321198,0.2143084555864334,0.3258120119571686,0.20222434401512146
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
ireland,0.17813114821910858,0.19258828461170197,0.4015563726425171,0.13362173736095428,0.2573983073234558,0.22147555649280548,0.10685748606920242
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
denmark,0.18072044849395752,0.1594432145357132,1.0000001192092896,0.15234337747097015,0.2167552262544632,0.24476827681064606,0.12332404404878616
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
norway,0.18879380822181702,0.13200347125530243,0.7279554605484009,0.14689482748508453,0.20952337980270386,0.2157486528158188,0.12105534970760345
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
1972,-0.17732876539230347,-0.09581880271434784,0.11640068143606186,0.005155360791832209,0.017579182982444763,0.09094512462615967,-0.13323214650154114
(,0.2459595799446106,0.18979617953300476,0.1995791643857956,0.1474592536687851,0.33289089798927307,0.1709967851638794,0.40561532974243164
though,0.45963284373283386,0.4678466022014618,0.1603046953678131,0.18239358067512512,0.38776206970214844,0.14540627598762512,0.3188856542110443
norway,0.18879380822181702,0.13200347125530243,0.7279554605484009,0.14689482748508453,0.20952337980270386,0.2157486528158188,0.12105534970760345
did,0.3228907287120819,1.0,0.1594432145357132,0.272647500038147,0.34736719727516174,0.12030338495969772,0.3023456633090973
not,0.4799930453300476,0.6481515765190125,0.18237347900867462,0.2531464695930481,0.4310511648654938,0.16702550649642944,0.41942933201789856
end,0.3228412866592407,0.18808481097221375,0.12750494480133057,0.229380264878273,0.39658910036087036,0.13568247854709625,0.12543344497680664
up,0.3850642144680023,0.21613863110542297,0.18490606546401978,0.3183782994747162,0.38423117995262146,0.10742321610450745,0.1819818764925003
joining,0.29339221119880676,0.19327622652053833,0.13216838240623474,0.6425966620445251,0.3364273011684418,0.1900530904531479,0.08669368922710419
),0.2538422644138336,0.18584993481636047,0.22336924076080322,0.1666775494813919,0.3456730246543884,0.1733860969543457,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
greece,0.2032468169927597,0.17247940599918365,0.44162237644195557,0.15883739292621613,0.26573094725608826,0.26531264185905457,0.10547919571399689
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
1979,0.20640838146209717,0.12377073615789413,0.1012483686208725,0.09091050177812576,0.3323744237422943,0.02407374605536461,0.09159877151250839
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
spain,0.16863207519054413,0.14855723083019257,0.38561496138572693,0.1272125393152237,0.259463906288147,0.19011005759239197,0.16814002394676208
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
portugal,0.215011328458786,0.1576782912015915,0.49879711866378784,0.137436643242836,0.2186722755432129,0.262140691280365,0.20750629901885986
