,what,type,of,exercise,does,research,show,receives,a,boost,in,performance,from,oxygen,?
available,0.22032985091209412,0.23188360035419464,0.2416580766439438,0.3081459105014801,0.20840919017791748,0.24209608137607574,0.22476379573345184,0.25237756967544556,0.19077399373054504,0.30491477251052856,0.1939793825149536,0.19546985626220703,0.21971632540225983,0.2201966792345047,0.2501629889011383
studies,0.18772079050540924,0.193446084856987,0.26975658535957336,0.17597633600234985,0.2311987578868866,0.6278853416442871,0.22742462158203125,0.14984031021595,0.24775946140289307,0.16449041664600372,0.30442532896995544,0.19766724109649658,0.1846308708190918,0.1644558608531952,0.1388726830482483
support,0.2797985076904297,0.16123466193675995,0.2307697981595993,0.2635264992713928,0.27581554651260376,0.2684045135974884,0.17033284902572632,0.191872701048851,0.2484646886587143,0.29629185795783997,0.17618270218372345,0.22007757425308228,0.17207206785678864,0.2373262196779251,0.22626608610153198
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.23620137572288513,0.38201746344566345,0.1935642808675766,0.24886544048786163,0.2784430980682373,1.0,0.24351035058498383,0.539380669593811,0.25398191809654236,0.322764128446579,0.21662019193172455,0.23916715383529663
performance,0.1804763227701187,0.11593552678823471,0.18957610428333282,0.2474663257598877,0.1894446462392807,0.19030284881591797,0.24070924520492554,0.2172631323337555,0.25398191809654236,0.319854199886322,0.252952516078949,1.0000001192092896,0.11304260790348053,0.21518366038799286,0.1587955504655838
boost,0.20696474611759186,0.24056874215602875,0.21631518006324768,0.26687532663345337,0.21598052978515625,0.2225724309682846,0.22531656920909882,0.20928062498569489,0.24351035058498383,1.0000001192092896,0.219753697514534,0.319854199886322,0.1343783438205719,0.22799734771251678,0.19418038427829742
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.12505969405174255,0.1777622550725937,0.19734305143356323,0.2004580795764923,0.2234453409910202,0.322764128446579,0.1343783438205719,0.4274188280105591,0.11304260790348053,1.0,0.23457925021648407,0.19969791173934937
enriched,0.19202923774719238,0.17529506981372833,0.28112536668777466,0.1741836816072464,0.15348275005817413,0.25038963556289673,0.10222935676574707,0.16006724536418915,0.1866326928138733,0.24800638854503632,0.2204398214817047,0.1856709122657776,0.238136425614357,0.33580976724624634,0.0692734569311142
o,0.1489914506673813,0.05644886568188667,0.16054381430149078,0.12958569824695587,0.1532406359910965,0.06573912501335144,0.21398790180683136,0.08752002567052841,0.18840523064136505,0.14123979210853577,0.17052006721496582,0.1209849938750267,0.13131019473075867,0.2476140707731247,0.23868927359580994
2,-0.049862053245306015,-0.05958043411374092,-0.013777675107121468,0.007506882771849632,-0.06106966361403465,-0.041045788675546646,-0.06878092139959335,-0.11751735210418701,-0.05323360115289688,-0.06577848643064499,0.01447046548128128,-0.01671336404979229,0.02852952666580677,0.04063820466399193,0.001977203879505396
mixtures,0.1605798751115799,0.2362387329339981,0.20830285549163818,0.16591614484786987,0.2077997624874115,0.1691780537366867,0.21586018800735474,0.15622419118881226,0.2033398598432541,0.14912158250808716,0.23372067511081696,0.24268703162670135,0.24150334298610687,0.3832445442676544,0.16929374635219574
only,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.22694392502307892,0.45203697681427,0.22452491521835327,0.3070574998855591,0.2681758403778076,0.47549712657928467,0.2726954221725464,0.42992329597473145,0.21354757249355316,0.32145237922668457,0.30512404441833496,0.2767370045185089
if,0.5277165174484253,0.2994624078273773,0.2557544410228729,0.28547680377960205,0.4740144908428192,0.1715564727783203,0.2619461119174957,0.22007447481155396,0.41272827982902527,0.3055640459060669,0.2589588761329651,0.12779207527637482,0.23692595958709717,0.288868248462677,0.4441644251346588
they,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.233010932803154,0.34390902519226074,0.21028900146484375,0.27125269174575806,0.16795580089092255,0.3528250455856323,0.21159157156944275,0.4330179989337921,0.19390060007572174,0.3321932256221771,0.2903599143028259,0.2753053903579712
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.21396504342556,0.3126322329044342,0.2656170427799225,0.26362085342407227,0.18349935114383698,0.265255331993103,0.16499526798725128,0.3841303884983063,0.14449043571949005,0.2674213647842407,0.24342744052410126,0.24591213464736938
breathed,0.20132847130298615,0.20362871885299683,0.20122145116329193,0.34257984161376953,0.2705981135368347,0.18916252255439758,0.13970567286014557,0.18580380082130432,0.20969735085964203,0.19080621004104614,0.14991748332977295,0.13691209256649017,0.2325054407119751,0.5733335018157959,0.17222529649734497
during,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.21236667037010193,0.15165476500988007,0.17499478161334991,0.2252446562051773,0.19542145729064941,0.30341604351997375,0.26295167207717896,0.4627237319946289,0.19024579226970673,0.3186885714530945,0.18351154029369354,0.1325719803571701
aerobic,0.17119842767715454,0.2615189850330353,0.20603612065315247,0.358754962682724,0.2653530538082123,0.24415943026542664,0.21010275185108185,0.11983250826597214,0.21071496605873108,0.30778393149375916,0.17876479029655457,0.18722021579742432,0.17761726677417755,0.554637610912323,0.1414477676153183
exercise,0.22637218236923218,0.15516172349452972,0.25090140104293823,1.0,0.21007390320301056,0.2342529445886612,0.23207533359527588,0.2066998928785324,0.23620137572288513,0.26687532663345337,0.15297836065292358,0.2474663257598877,0.12505969405174255,0.24822553992271423,0.19207993149757385
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.1947738081216812,0.3022993505001068,0.2517603039741516,0.3016606271266937,0.2328810840845108,0.50484299659729,0.2634913921356201,0.5591574311256409,0.18741370737552643,0.41536515951156616,0.2554275095462799,0.4130953550338745
