,where,is,a,palm,house,with,subtropic,plants,from,all,over,the,world,on,display,?
they,0.43078136444091797,0.330102801322937,0.3528250455856323,0.1574641466140747,0.20397186279296875,0.42091572284698486,0.2585795521736145,0.3542126417160034,0.3321932256221771,0.4884434938430786,0.29507914185523987,0.49925389885902405,0.26389625668525696,0.31295230984687805,0.16957591474056244,0.2753053903579712
have,0.412650465965271,0.3613572418689728,0.338716596364975,0.165657177567482,0.14039002358913422,0.48046383261680603,0.24083761870861053,0.31308507919311523,0.30702701210975647,0.5559456944465637,0.41283175349235535,0.40389683842658997,0.2620723843574524,0.36494916677474976,0.26400497555732727,0.32991164922714233
extensive,0.2730833888053894,0.23508477210998535,0.2568192481994629,0.09068277478218079,0.12028613686561584,0.21631833910942078,0.20347455143928528,0.2882964611053467,0.1829146444797516,0.26045048236846924,0.2514677941799164,0.2952674925327301,0.2062668800354004,0.3548378348350525,0.15031343698501587,0.16032595932483673
botanical,0.207101970911026,0.1971968412399292,0.19165462255477905,0.2618669867515564,0.16626980900764465,0.09451684355735779,0.3232440650463104,0.5768495798110962,0.1883826106786728,0.14385950565338135,0.1373177021741867,0.23815284669399261,0.13421519100666046,0.15880262851715088,0.23715947568416595,0.09249334782361984
collection,0.17401628196239471,0.21135231852531433,0.24716788530349731,0.17802958190441132,0.19367435574531555,0.16466663777828217,0.10457652807235718,0.2332180291414261,0.2754948139190674,0.2583276331424713,0.21212655305862427,0.25281965732574463,0.1882934868335724,0.2131180614233017,0.2803758680820465,0.20069393515586853
of,0.38066378235816956,0.4854315221309662,0.5052502155303955,0.19353315234184265,0.285114049911499,0.41827285289764404,0.18427377939224243,0.29386165738105774,0.4249346852302551,0.42798417806625366,0.36136594414711,0.733189046382904,0.2828933000564575,0.3966929316520691,0.23211264610290527,0.1826142966747284
rare,0.2331361472606659,0.29281729459762573,0.25497883558273315,0.12660810351371765,0.12284872680902481,0.24905851483345032,0.2389337569475174,0.3013059198856354,0.18622815608978271,0.26004528999328613,0.193417489528656,0.23127084970474243,0.1865130513906479,0.18139831721782684,0.18199297785758972,0.14820347726345062
domestic,0.14321529865264893,0.16967669129371643,0.21772217750549316,0.16664591431617737,0.19750133156776428,0.2640407979488373,0.13667307794094086,0.27913159132003784,0.15954643487930298,0.1963564157485962,0.27618029713630676,0.21731778979301453,0.21377071738243103,0.17850807309150696,0.10018427670001984,0.1850636899471283
and,0.43859338760375977,0.3859752118587494,0.3739250600337982,0.21356837451457977,0.2552875876426697,0.5477725267410278,0.2000611126422882,0.3052898943424225,0.3601827025413513,0.4542157053947449,0.4021143913269043,0.5171257257461548,0.3246132433414459,0.4077630043029785,0.2156500667333603,0.20544172823429108
foreign,0.19932687282562256,0.14707332849502563,0.16994866728782654,0.08999472111463547,0.21186016499996185,0.16528955101966858,0.10777756571769714,0.18827678263187408,0.2357778251171112,0.23950102925300598,0.2537694573402405,0.2946566939353943,0.16539067029953003,0.16672414541244507,0.09697898477315903,0.13770383596420288
plants,0.24032823741436005,0.2423158437013626,0.21329157054424286,0.26302507519721985,0.16421949863433838,0.1737212836742401,0.376858651638031,1.0,0.23527246713638306,0.30408617854118347,0.25130072236061096,0.29499560594558716,0.18318378925323486,0.16946114599704742,0.16021554172039032,0.1473488062620163
",",0.3149496018886566,0.4691906273365021,0.427140474319458,0.2923817038536072,0.28236111998558044,0.4120737314224243,0.22203418612480164,0.2555769681930542,0.39760664105415344,0.425624817609787,0.3301127254962921,0.4933079481124878,0.26091980934143066,0.49057599902153015,0.18201033771038055,0.31091248989105225
while,0.41293615102767944,0.2713196575641632,0.3733035624027252,0.2167058140039444,0.2557890713214874,0.4426766335964203,0.13410024344921112,0.18322914838790894,0.35008183121681213,0.3794350028038025,0.4003058969974518,0.39804592728614807,0.22000740468502045,0.44084006547927856,0.16651926934719086,0.21076419949531555
a,0.40997210144996643,0.658733606338501,1.0,0.19870628416538239,0.26758551597595215,0.3783375024795532,0.1584966629743576,0.21329157054424286,0.322764128446579,0.2696802616119385,0.32199642062187195,0.5829201340675354,0.22239887714385986,0.3848365545272827,0.24380744993686676,0.23916715383529663
palm,0.19515065848827362,0.19197453558444977,0.19870628416538239,0.9999999403953552,0.10652807354927063,0.18624809384346008,0.29335540533065796,0.26302507519721985,0.15922723710536957,0.2042127251625061,0.18022750318050385,0.23239637911319733,0.15477320551872253,0.24028494954109192,0.20143942534923553,0.14437739551067352
house,0.20542475581169128,0.2084006369113922,0.26758551597595215,0.10652807354927063,0.9999998807907104,0.16397541761398315,0.12205309420824051,0.16421949863433838,0.21994347870349884,0.16657496988773346,0.17134109139442444,0.2847244441509247,0.153821662068367,0.19286204874515533,0.16244663298130035,0.13736455142498016
in,0.5344807505607605,0.5394441485404968,0.539380669593811,0.21226635575294495,0.20026938617229462,0.4080928862094879,0.2322263866662979,0.2697395086288452,0.4274188280105591,0.3335905969142914,0.3605569899082184,0.6662389636039734,0.3038199245929718,0.46853652596473694,0.2005489468574524,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,0.5829201340675354,0.23239637911319733,0.2847244441509247,0.4223487675189972,0.22395561635494232,0.29499560594558716,0.40150508284568787,0.4860881567001343,0.39856547117233276,1.0,0.33604270219802856,0.5107308030128479,0.2758708596229553,0.22068053483963013
new,0.26026442646980286,0.2208656519651413,0.3214259147644043,0.17279034852981567,0.21560974419116974,0.24325589835643768,0.12216460704803467,0.20873937010765076,0.3360432982444763,0.29927533864974976,0.24427951872348785,0.3845241069793701,0.22683997452259064,0.31106263399124146,0.21079158782958984,0.14782847464084625
orangery,0.14152278006076813,0.20136435329914093,0.2630862295627594,0.316314160823822,0.23719105124473572,0.2145543098449707,0.12473022192716599,0.28241556882858276,0.1928473860025406,0.15202198922634125,0.15478010475635529,0.18512478470802307,0.19497394561767578,0.22704197466373444,0.13438072800636292,0.17825284600257874
displays,0.18982790410518646,0.2749854326248169,0.25922253727912903,0.1776362955570221,0.14018911123275757,0.2301906794309616,0.1656956821680069,0.22953765094280243,0.12375916540622711,0.24810169637203217,0.15340004861354828,0.287814199924469,0.15560565888881683,0.2187768816947937,0.8414410352706909,0.13452474772930145
plants,0.24032823741436005,0.2423158437013626,0.21329157054424286,0.26302507519721985,0.16421949863433838,0.1737212836742401,0.376858651638031,1.0,0.23527246713638306,0.30408617854118347,0.25130072236061096,0.29499560594558716,0.18318378925323486,0.16946114599704742,0.16021554172039032,0.1473488062620163
of,0.38066378235816956,0.4854315221309662,0.5052502155303955,0.19353315234184265,0.285114049911499,0.41827285289764404,0.18427377939224243,0.29386165738105774,0.4249346852302551,0.42798417806625366,0.36136594414711,0.733189046382904,0.2828933000564575,0.3966929316520691,0.23211264610290527,0.1826142966747284
subtropics,0.24841080605983734,0.2574850916862488,0.1675352156162262,0.3022285997867584,0.11702046543359756,0.15397807955741882,0.9533315300941467,0.43278059363365173,0.1770043969154358,0.21449533104896545,0.1989426165819168,0.23690131306648254,0.2661154270172119,0.2040747106075287,0.16575448215007782,0.13383446633815765
from,0.3713873624801636,0.27355384826660156,0.322764128446579,0.15922723710536957,0.21994347870349884,0.26272761821746826,0.16146859526634216,0.23527246713638306,1.0,0.2866387963294983,0.37539660930633545,0.40150508284568787,0.22603429853916168,0.36926645040512085,0.12173791974782944,0.19969791173934937
all,0.36365973949432373,0.2553904056549072,0.2696802616119385,0.2042127251625061,0.16657496988773346,0.3876307010650635,0.1906394213438034,0.30408617854118347,0.2866387963294983,1.0000001192092896,0.3786722719669342,0.4860881567001343,0.3498691916465759,0.3832052946090698,0.24798212945461273,0.29575422406196594
over,0.33514800667762756,0.2159561663866043,0.32199642062187195,0.18022750318050385,0.17134109139442444,0.34885337948799133,0.1659175008535385,0.25130072236061096,0.37539660930633545,0.3786722719669342,1.0,0.39856547117233276,0.31620165705680847,0.39810362458229065,0.12835222482681274,0.25742942094802856
the,0.5003893971443176,0.5823672413825989,0.5829201340675354,0.23239637911319733,0.2847244441509247,0.4223487675189972,0.22395561635494232,0.29499560594558716,0.40150508284568787,0.4860881567001343,0.39856547117233276,1.0,0.33604270219802856,0.5107308030128479,0.2758708596229553,0.22068053483963013
world,0.29259413480758667,0.24458536505699158,0.22239887714385986,0.15477320551872253,0.153821662068367,0.2832821011543274,0.24080272018909454,0.18318378925323486,0.22603429853916168,0.3498691916465759,0.31620165705680847,0.33604270219802856,1.0000001192092896,0.22789059579372406,0.08535772562026978,0.17579582333564758
.,0.41390106081962585,0.4569662809371948,0.50484299659729,0.21442322432994843,0.2607949376106262,0.4446153938770294,0.22599107027053833,0.2542511522769928,0.41536515951156616,0.43406882882118225,0.37877383828163147,0.5934505462646484,0.3177160322666168,0.49257001280784607,0.23479050397872925,0.4130953550338745
