,where,is,the,upper,canal,regulation,of,the,rhine,?
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.26226839423179626,0.1656898409128189,0.25306373834609985,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.23916715383529663
regulation,0.1933130919933319,0.21940994262695312,0.33589670062065125,0.1275290697813034,0.166695699095726,1.0000001192092896,0.2660454213619232,0.33589670062065125,0.16062843799591064,0.1690916270017624
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.25818127393722534,0.18671196699142456,0.2660454213619232,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.35289278626441956,0.26047348976135254,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.27324220538139343,0.3058634102344513,0.16062843799591064,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
was,0.20731619000434875,0.5810302495956421,0.48711544275283813,0.16268539428710938,0.19834820926189423,0.1876436173915863,0.4069072902202606,0.48711544275283813,0.18681856989860535,0.18412111699581146
called,0.3857341706752777,0.430266410112381,0.489897221326828,0.19935820996761322,0.1609506458044052,0.23254114389419556,0.4222904443740845,0.489897221326828,0.14562174677848816,0.18963319063186646
for,0.38599511981010437,0.43268078565597534,0.4739971458911896,0.12166716158390045,0.1589493304491043,0.2870684266090393,0.4185989499092102,0.4739971458911896,0.1584572196006775,0.264628142118454
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.22235287725925446,0.21654076874256134,0.23291632533073425,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.1428503692150116,0.16234824061393738,0.225722998380661,0.41827285289764404,0.4223487675189972,0.18184249103069305,0.2433311939239502
an,0.24824833869934082,0.4654068350791931,0.4207492768764496,0.12120983749628067,0.11223308742046356,0.21746115386486053,0.32280945777893066,0.4207492768764496,0.07200640439987183,0.19793890416622162
upper,0.23894330859184265,0.2177516371011734,0.35289278626441956,1.0000001192092896,0.22199103236198425,0.1275290697813034,0.25818127393722534,0.35289278626441956,0.27324220538139343,0.051342256367206573
canal,0.18127882480621338,0.1789478063583374,0.26047348976135254,0.22199103236198425,1.0,0.166695699095726,0.18671196699142456,0.26047348976135254,0.3058634102344513,0.1123519018292427
near,0.4188554286956787,0.25453904271125793,0.2879819869995117,0.2751629650592804,0.2897687554359436,0.11609836667776108,0.2651676535606384,0.2879819869995117,0.2615382969379425,0.10734958201646805
diepoldsau,0.24230194091796875,0.28529903292655945,0.3156484365463257,0.31362318992614746,0.2711063623428345,0.2647091746330261,0.34021899104118347,0.3156484365463257,0.5631630420684814,0.2717871367931366
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2172592729330063,0.22985301911830902,0.2633853554725647,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.26226839423179626,0.1656898409128189,0.25306373834609985,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.23916715383529663
lower,0.23795399069786072,0.20806168019771576,0.3463275134563446,0.7553458213806152,0.20390339195728302,0.2326030135154724,0.31757521629333496,0.3463275134563446,0.28043457865715027,0.08471795171499252
canal,0.18127882480621338,0.1789478063583374,0.26047348976135254,0.22199103236198425,1.0,0.166695699095726,0.18671196699142456,0.26047348976135254,0.3058634102344513,0.1123519018292427
at,0.4402937591075897,0.25906258821487427,0.457212895154953,0.21318504214286804,0.13170094788074493,0.17329047620296478,0.42558613419532776,0.457212895154953,0.19469857215881348,0.21978627145290375
fußach,0.17732301354408264,0.23924461007118225,0.2364002913236618,0.2625758647918701,0.1825256496667862,0.2132939249277115,0.21779537200927734,0.2364002913236618,0.42945370078086853,0.2205822467803955
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.22235287725925446,0.21654076874256134,0.23291632533073425,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.27419501543045044,0.25331923365592957,0.25001105666160583,0.5696388483047485,0.6662389636039734,0.24648422002792358,0.20430970191955566
order,0.16017383337020874,0.19403748214244843,0.3284194767475128,0.12031252682209015,0.11881111562252045,0.232197105884552,0.31287699937820435,0.3284194767475128,0.12970411777496338,0.13725648820400238
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.21445727348327637,0.15252184867858887,0.2733672261238098,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
counteract,0.2650851905345917,0.20137029886245728,0.3067632019519806,0.10546590387821198,0.07903711497783661,0.2516792118549347,0.2454369068145752,0.3067632019519806,0.17435722053050995,0.1937524974346161
the,0.5003893971443176,0.5823672413825989,1.0,0.35289278626441956,0.26047348976135254,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
constant,0.3168491721153259,0.1972285658121109,0.2037150114774704,0.12785567343235016,0.0521993450820446,0.2798382341861725,0.25393494963645935,0.2037150114774704,0.20739522576332092,0.14516431093215942
flooding,0.204618901014328,0.20296382904052734,0.24058853089809418,0.18697117269039154,0.27596330642700195,0.1880142241716385,0.2168123722076416,0.24058853089809418,0.2048298716545105,0.2615346312522888
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2172592729330063,0.22985301911830902,0.2633853554725647,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
strong,0.19353118538856506,0.24643836915493011,0.22482411563396454,0.18829578161239624,0.07663212716579437,0.22835060954093933,0.2524286210536957,0.22482411563396454,0.12139569967985153,0.11990999430418015
sedimentation,0.208706796169281,0.22898200154304504,0.2617757022380829,0.2727496027946472,0.24581365287303925,0.33642861247062683,0.2614911198616028,0.2617757022380829,0.17811830341815948,0.17398139834403992
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.27419501543045044,0.25331923365592957,0.25001105666160583,0.5696388483047485,0.6662389636039734,0.24648422002792358,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.35289278626441956,0.26047348976135254,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
western,0.21352119743824005,0.2572968304157257,0.37920868396759033,0.21402400732040405,0.16062943637371063,0.1732844114303589,0.32974064350128174,0.37920868396759033,0.23680023849010468,0.17439141869544983
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.27324220538139343,0.3058634102344513,0.16062843799591064,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
delta,0.2060132622718811,0.22409643232822418,0.22022446990013123,0.31570595502853394,0.27281689643859863,0.0052639818750321865,0.20736707746982574,0.22022446990013123,0.21930839121341705,0.14208948612213135
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.23727275431156158,0.20299389958381653,0.2651672661304474,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
