,what,alumni,is,also,the,governor,of,the,bank,of,japan,?
notable,0.31026893854141235,0.3171335458755493,0.20672309398651123,0.2548656165599823,0.20948168635368347,0.10033741593360901,0.1985267549753189,0.20948168635368347,0.12707166373729706,0.1985267549753189,0.16912972927093506,0.31928157806396484
alumni,0.11965817958116531,1.0,0.13451172411441803,0.22353194653987885,0.22524002194404602,0.14767803251743317,0.27771928906440735,0.22524002194404602,0.20763228833675385,0.27771928906440735,0.19506126642227173,0.130934476852417
in,0.30808621644973755,0.2126772403717041,0.5394441485404968,0.5073733329772949,0.6662389636039734,0.19612561166286469,0.5696388483047485,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.23087722063064575,0.20430970191955566
the,0.42745697498321533,0.22524002194404602,0.5823672413825989,0.6021018624305725,1.0,0.19955585896968842,0.733189046382904,1.0,0.3216422498226166,0.733189046382904,0.22735914587974548,0.22068053483963013
field,0.1825202852487564,0.1163143739104271,0.17269009351730347,0.20099256932735443,0.2105809599161148,0.09036906063556671,0.20410659909248352,0.2105809599161148,0.1675548255443573,0.20410659909248352,0.114227794110775,0.11279727518558502
of,0.33290785551071167,0.27771928906440735,0.4854315221309662,0.4924938678741455,0.733189046382904,0.19877229630947113,1.0,0.733189046382904,0.2346848100423813,1.0,0.2358245700597763,0.1826142966747284
government,0.28074538707733154,0.17043203115463257,0.20343491435050964,0.262620747089386,0.31798112392425537,0.401827871799469,0.3475167155265808,0.31798112392425537,0.29783469438552856,0.3475167155265808,0.1991148144006729,0.18851417303085327
and,0.31309178471565247,0.19591780006885529,0.3859752118587494,0.5755972862243652,0.5171257257461548,0.19707801938056946,0.5116966962814331,0.5171257257461548,0.23291631042957306,0.5116966962814331,0.2348099797964096,0.20544172823429108
politics,0.2674756944179535,0.25428542494773865,0.1504008024930954,0.22910742461681366,0.2115192860364914,0.30528056621551514,0.24890418350696564,0.2115192860364914,0.18306563794612885,0.24890418350696564,0.18341326713562012,0.16389669477939606
include,0.1535889357328415,0.17035536468029022,0.28863582015037537,0.4212084710597992,0.2951717972755432,0.04880902171134949,0.37431180477142334,0.2951717972755432,0.12383818626403809,0.37431180477142334,0.11078748852014542,0.14925788342952728
the,0.42745697498321533,0.22524002194404602,0.5823672413825989,0.6021018624305725,1.0,0.19955585896968842,0.733189046382904,1.0,0.3216422498226166,0.733189046382904,0.22735914587974548,0.22068053483963013
founder,0.14688730239868164,0.2159617841243744,0.1966208815574646,0.23570314049720764,0.24715600907802582,0.21005438268184662,0.25088685750961304,0.24715600907802582,0.14877314865589142,0.25088685750961304,0.15429407358169556,0.13665783405303955
of,0.33290785551071167,0.27771928906440735,0.4854315221309662,0.4924938678741455,0.733189046382904,0.19877229630947113,1.0,0.733189046382904,0.2346848100423813,1.0,0.2358245700597763,0.1826142966747284
modern,0.2655639946460724,0.11265353113412857,0.24170172214508057,0.29002171754837036,0.3283970355987549,0.11225973814725876,0.3482828736305237,0.3283970355987549,0.189349964261055,0.3482828736305237,0.1430971473455429,0.12475407868623734
community,0.29032719135284424,0.16208600997924805,0.26023760437965393,0.24745750427246094,0.2601400911808014,0.17089605331420898,0.2367410808801651,0.2601400911808014,0.16438493132591248,0.2367410808801651,0.06576897203922272,0.2380419820547104
organizing,0.25591719150543213,0.22985877096652985,0.1200474351644516,0.25268712639808655,0.31940990686416626,0.1621311455965042,0.33243584632873535,0.31940990686416626,0.18069513142108917,0.33243584632873535,0.15871335566043854,0.14538010954856873
