,what,was,the,jacksonville,fire,later,known,as,?
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.15073728561401367,0.1484881341457367,0.22918128967285156,1.0,0.4815765619277954,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.20988665521144867,0.15623275935649872,0.38482072949409485,0.4815765619277954,1.0,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.2176690250635147,0.2911929488182068,0.4060266613960266,0.3624623417854309,0.48381632566452026,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,-0.023335522040724754,-0.009446950629353523,-0.017956512048840523,0.00922766886651516,0.03910288214683533,0.0685480609536171
great,0.2562883198261261,0.19652196764945984,0.2822027802467346,0.156149759888649,0.22541452944278717,0.2219700962305069,0.22802530229091644,0.18627990782260895,0.13135133683681488
fire,0.19359004497528076,0.24801933765411377,0.2911929488182068,0.15530000627040863,0.9999999403953552,0.16498054563999176,0.1484881341457367,0.15623275935649872,0.14396874606609344
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23084138333797455,0.20259131491184235,0.3458743393421173,0.35814476013183594,0.3886612355709076,0.1826142966747284
1901,-0.07605163753032684,-0.008113718591630459,0.01573479175567627,-0.09080404788255692,0.08632776141166687,-0.0445043109357357,0.057598188519477844,-0.048730332404375076,-0.041070252656936646
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.024820799008011818,-0.08754293620586395,-0.019435737282037735,0.06905213743448257,0.006628023460507393,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2837527096271515,0.24915234744548798,0.35016918182373047,0.3604377806186676,0.48816442489624023,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.17523133754730225,0.2717095613479614,0.3362252712249756,0.2640952467918396,0.4461488723754883,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2742757201194763,0.24801933765411377,0.5684447288513184,0.35203275084495544,0.3677520453929901,0.18412111699581146
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.22315260767936707,0.1995474398136139,0.3542412519454956,0.33883556723594666,0.3954789340496063,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.23084138333797455,0.20259131491184235,0.3458743393421173,0.35814476013183594,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2176690250635147,0.2911929488182068,0.4060266613960266,0.3624623417854309,0.48381632566452026,0.22068053483963013
worst,0.2650845944881439,0.15066909790039062,0.21166902780532837,0.09837373346090317,0.1765858232975006,0.14608503878116608,0.1744946390390396,0.22892223298549652,0.21551604568958282
disasters,0.26324886083602905,0.17418766021728516,0.27290815114974976,0.1559702455997467,0.24645937979221344,0.23452840745449066,0.06801629811525345,0.1524353325366974,0.22316484153270721
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22147351503372192,0.2514701783657074,0.40857815742492676,0.32641831040382385,0.3887844979763031,0.20430970191955566
florida,0.14450381696224213,0.23693005740642548,0.24091358482837677,0.568950355052948,0.10666090250015259,0.24885931611061096,0.1057245209813118,0.19714993238449097,0.13469882309436798
history,0.28630873560905457,0.25589004158973694,0.33215048909187317,0.1432531327009201,0.08515088260173798,0.23327645659446716,0.11852485686540604,0.2152104675769806,0.2501974403858185
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2603762745857239,0.2478165328502655,0.4216292202472687,0.3468935489654541,0.49487000703811646,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.2176690250635147,0.2911929488182068,0.4060266613960266,0.3624623417854309,0.48381632566452026,0.22068053483963013
largest,0.13463157415390015,0.2198711782693863,0.3757036626338959,0.1861613392829895,0.11850929260253906,0.09892900288105011,0.2938424348831177,0.1819920688867569,0.12401245534420013
urban,0.11040108650922775,0.20821256935596466,0.1482323557138443,0.18942369520664215,0.10681520402431488,0.1274074912071228,0.12913967669010162,0.15728819370269775,0.13119809329509735
fire,0.19359004497528076,0.24801933765411377,0.2911929488182068,0.15530000627040863,0.9999999403953552,0.16498054563999176,0.1484881341457367,0.15623275935649872,0.14396874606609344
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.22147351503372192,0.2514701783657074,0.40857815742492676,0.32641831040382385,0.3887844979763031,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.2176690250635147,0.2911929488182068,0.4060266613960266,0.3624623417854309,0.48381632566452026,0.22068053483963013
southeastern,0.21616344153881073,0.2476685643196106,0.37968114018440247,0.2903464734554291,0.13014639914035797,0.20717723667621613,0.22066962718963623,0.16430920362472534,0.1729537695646286
united,0.20036718249320984,0.31727492809295654,0.34367692470550537,0.303199827671051,0.1813868284225464,0.3273290693759918,0.16143083572387695,0.27979812026023865,0.17266890406608582
states,0.21526020765304565,0.2847922146320343,0.3463578522205353,0.31034567952156067,0.1549571454524994,0.29450663924217224,0.12470885366201401,0.26192235946655273,0.16272737085819244
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2843366861343384,0.2511917054653168,0.3488861322402954,0.283290296792984,0.515582263469696,0.4130953550338745
