,upon,learning,of,a,french,scounting,party,in,the,area,",",what,did,washington,do,?
learning,0.1719629466533661,0.9999998807907104,0.23709416389465332,0.23662391304969788,0.13935600221157074,0.29608455300331116,0.10696788877248764,0.2443799525499344,0.2504628002643585,0.13014118373394012,0.22680731117725372,0.29806870222091675,0.22718432545661926,0.12196269631385803,0.2740321457386017,0.25810256600379944
of,0.3224298357963562,0.23709416389465332,1.0,0.5052502155303955,0.19450366497039795,0.3030523955821991,0.23662418127059937,0.5696388483047485,0.733189046382904,0.3409860134124756,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.18197377026081085,0.26150479912757874,0.1826142966747284
a,0.17546571791172028,0.23662391304969788,0.5052502155303955,1.0,0.24285779893398285,0.24435903131961823,0.20141370594501495,0.539380669593811,0.5829201340675354,0.2782127559185028,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17264322936534882,0.26237669587135315,0.23916715383529663
french,0.04418637603521347,0.13935600221157074,0.19450366497039795,0.24285779893398285,1.0000001192092896,0.17494767904281616,0.12463904172182083,0.22093388438224792,0.2555147111415863,0.09145350754261017,0.28806620836257935,0.17393042147159576,0.1584041714668274,0.2037568986415863,0.09559144824743271,0.1386883556842804
scouting,0.25146201252937317,0.31841856241226196,0.27938681840896606,0.28783175349235535,0.20239154994487762,0.5679160952568054,0.251955509185791,0.2711035907268524,0.33840733766555786,0.17246989905834198,0.26806214451789856,0.24236708879470825,0.227875754237175,0.21570995450019836,0.15840816497802734,0.18137666583061218
party,0.1722705066204071,0.10696788877248764,0.23662418127059937,0.20141370594501495,0.12463904172182083,0.17807304859161377,0.9999999403953552,0.20446790754795074,0.23779736459255219,0.12667371332645416,0.21963930130004883,0.2398013323545456,0.1442001461982727,0.14220795035362244,0.11859167367219925,0.19031576812267303
in,0.20347267389297485,0.2443799525499344,0.5696388483047485,0.539380669593811,0.22093388438224792,0.2411680817604065,0.20446790754795074,1.0,0.6662389636039734,0.33632898330688477,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.24838601052761078,0.23402775824069977,0.20430970191955566
the,0.28184252977371216,0.2504628002643585,0.733189046382904,0.5829201340675354,0.2555147111415863,0.31247392296791077,0.23779736459255219,0.6662389636039734,1.0,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.24987076222896576,0.30239659547805786,0.22068053483963013
area,0.11223427206277847,0.13014118373394012,0.3409860134124756,0.2782127559185028,0.09145350754261017,0.2077171355485916,0.12667371332645416,0.33632898330688477,0.37834644317626953,1.0,0.2664283812046051,0.21965408325195312,0.14067986607551575,0.1450551450252533,0.19017988443374634,0.12640461325645447
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
washington,0.12911245226860046,0.12196269631385803,0.18197377026081085,0.17264322936534882,0.2037568986415863,0.18108928203582764,0.14220795035362244,0.24838601052761078,0.24987076222896576,0.1450551450252533,0.25230398774147034,0.1399664729833603,0.19649098813533783,1.0,0.14728043973445892,0.157786026597023
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
with,0.2743939459323883,0.22291624546051025,0.41827285289764404,0.3783375024795532,0.1637353003025055,0.24825206398963928,0.21132639050483704,0.4080928862094879,0.4223487675189972,0.2303420901298523,0.4120737314224243,0.2464839518070221,0.25472134351730347,0.1870277225971222,0.23744353652000427,0.2433311939239502
tanaghrisson,0.17542731761932373,0.1514832079410553,0.22784514725208282,0.23289324343204498,0.3113134503364563,0.25458571314811707,0.20666493475437164,0.2510523796081543,0.2783166468143463,0.23542803525924683,0.34540697932243347,0.16489608585834503,0.142964169383049,0.28273680806159973,0.08122781664133072,0.15505239367485046
and,0.2482176125049591,0.2687397301197052,0.5116966962814331,0.3739250600337982,0.32751965522766113,0.28461936116218567,0.20650289952754974,0.4954058527946472,0.5171257257461548,0.3044000566005707,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.2120160311460495,0.276123583316803,0.20544172823429108
his,0.24706153571605682,0.2547565698623657,0.38364991545677185,0.3497250974178314,0.21960797905921936,0.26514866948127747,0.21718476712703705,0.3598145842552185,0.4394008219242096,0.12364412099123001,0.3378419280052185,0.26976513862609863,0.3546801507472992,0.22056064009666443,0.15088757872581482,0.18075084686279297
party,0.1722705066204071,0.10696788877248764,0.23662418127059937,0.20141370594501495,0.12463904172182083,0.17807304859161377,0.9999999403953552,0.20446790754795074,0.23779736459255219,0.12667371332645416,0.21963930130004883,0.2398013323545456,0.1442001461982727,0.14220795035362244,0.11859167367219925,0.19031576812267303
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
surprised,0.27109605073928833,0.25590476393699646,0.1828707903623581,0.19548898935317993,0.17956501245498657,0.2103019803762436,0.18559406697750092,0.21560028195381165,0.2670930027961731,0.1535741239786148,0.2821919322013855,0.4355661869049072,0.39091405272483826,0.20170368254184723,0.26268044114112854,0.23842038214206696
