,what,genre,of,film,was,the,1988,film,stormy,monday,?
the,0.42745697498321533,0.16448336839675903,0.733189046382904,0.2824619710445404,0.48711544275283813,1.0,-0.009787061251699924,0.2824619710445404,0.312603622674942,0.2114151269197464,0.22068053483963013
city,0.17493832111358643,0.12427789717912674,0.32503411173820496,0.19451658427715302,0.3188765048980713,0.35769423842430115,0.10586482286453247,0.19451658427715302,0.15520928800106049,0.15446831285953522,0.13423943519592285
was,0.22111038863658905,0.14017805457115173,0.4069072902202606,0.25235438346862793,1.0000001192092896,0.48711544275283813,0.06523006409406662,0.25235438346862793,0.21961896121501923,0.20968683063983917,0.18412111699581146
also,0.42747777700424194,0.17170166969299316,0.4924938678741455,0.21156583726406097,0.4032125174999237,0.6021018624305725,-0.028911158442497253,0.21156583726406097,0.2629443407058716,0.2212068736553192,0.21848613023757935
backdrop,0.19565092027187347,0.19756752252578735,0.21802568435668945,0.27743422985076904,0.20204129815101624,0.32643869519233704,0.03958159312605858,0.27743422985076904,0.2603505551815033,0.23701772093772888,0.0841207504272461
to,0.455847829580307,0.19614960253238678,0.41548454761505127,0.20211438834667206,0.3636345863342285,0.535392165184021,-0.1462942659854889,0.20211438834667206,0.21572521328926086,0.2069530338048935,0.29463258385658264
another,0.4190070629119873,0.20276300609111786,0.38147079944610596,0.15479762852191925,0.34961897134780884,0.5019711852073669,-0.0847804918885231,0.15479762852191925,0.22782738506793976,0.1591777354478836,0.295511931180954
gangster,0.13458718359470367,0.2740771770477295,0.15554477274417877,0.31093835830688477,0.24288679659366608,0.18263983726501465,0.113806813955307,0.31093835830688477,0.21825067698955536,0.22597083449363708,0.1425585150718689
film,0.17437689006328583,0.1518707126379013,0.22166931629180908,0.9999999403953552,0.25235438346862793,0.2824619710445404,0.025955254212021828,0.9999999403953552,0.19821640849113464,0.13312475383281708,0.16369038820266724
",",0.3087472915649414,0.1755792647600174,0.4946078956127167,0.2552308440208435,0.45456063747406006,0.4933079481124878,0.1665962189435959,0.2552308440208435,0.2702588140964508,0.28260287642478943,0.31091248989105225
the,0.42745697498321533,0.16448336839675903,0.733189046382904,0.2824619710445404,0.48711544275283813,1.0,-0.009787061251699924,0.2824619710445404,0.312603622674942,0.2114151269197464,0.22068053483963013
1988,-0.09063374996185303,0.05050414800643921,0.017496710643172264,0.025955254212021828,0.06523006409406662,-0.009787061251699924,1.0000001192092896,0.025955254212021828,0.1088523417711258,0.05604281276464462,0.08449683338403702
film,0.17437689006328583,0.1518707126379013,0.22166931629180908,0.9999999403953552,0.25235438346862793,0.2824619710445404,0.025955254212021828,0.9999999403953552,0.19821640849113464,0.13312475383281708,0.16369038820266724
noir,0.17230917513370514,0.2871590256690979,0.1609533131122589,0.44730445742607117,0.16685062646865845,0.20866163074970245,0.03055739402770996,0.44730445742607117,0.21300354599952698,0.15173426270484924,0.15349328517913818
thriller,0.217681884765625,0.3624263107776642,0.1611882448196411,0.44165897369384766,0.2429111897945404,0.2184668332338333,0.05384029075503349,0.44165897369384766,0.24364140629768372,0.19836242496967316,0.1622210144996643
stormy,0.22828085720539093,0.131642684340477,0.27957549691200256,0.19821640849113464,0.21961896121501923,0.312603622674942,0.1088523417711258,0.19821640849113464,1.0,0.2241491675376892,0.1676838994026184
monday,0.2309933304786682,0.14331269264221191,0.11139426380395889,0.13312475383281708,0.20968683063983917,0.2114151269197464,0.05604281276464462,0.13312475383281708,0.2241491675376892,1.0000001192092896,0.21348176896572113
",",0.3087472915649414,0.1755792647600174,0.4946078956127167,0.2552308440208435,0.45456063747406006,0.4933079481124878,0.1665962189435959,0.2552308440208435,0.2702588140964508,0.28260287642478943,0.31091248989105225
directed,0.1783117949962616,0.17399999499320984,0.14901293814182281,0.47292566299438477,0.257819801568985,0.21284286677837372,0.1357969045639038,0.47292566299438477,0.16630785167217255,0.12019403278827667,0.1359327733516693
by,0.2455483376979828,0.20213045179843903,0.3646814823150635,0.17890147864818573,0.4752357602119446,0.4408751428127289,-0.0537513867020607,0.17890147864818573,0.1943470984697342,0.11682796478271484,0.17966607213020325
mike,0.16820542514324188,0.14028498530387878,0.08880706131458282,0.1899544894695282,0.23880134522914886,0.1855325549840927,0.16725634038448334,0.1899544894695282,0.10406611114740372,0.21239380538463593,0.1076895147562027
figgis,0.2725130021572113,0.20668688416481018,0.196699857711792,0.2530536353588104,0.2992887496948242,0.28953903913497925,0.2798602283000946,0.2530536353588104,0.2505757212638855,0.2642878592014313,0.34345677495002747
and,0.31309178471565247,0.19336675107479095,0.5116966962814331,0.23832054436206818,0.3740963041782379,0.5171257257461548,0.01284318882972002,0.23832054436206818,0.3291032612323761,0.16313517093658447,0.20544172823429108
starring,0.1384143829345703,0.22525393962860107,0.16407893598079681,0.49370309710502625,0.24644622206687927,0.2360517829656601,0.22503164410591125,0.49370309710502625,0.2601346969604492,0.18813900649547577,0.13022364675998688
tommy,0.1221800372004509,0.16969707608222961,0.08122678101062775,0.15903639793395996,0.21753805875778198,0.13796037435531616,0.18772122263908386,0.15903639793395996,0.17634637653827667,0.17784470319747925,0.12281157821416855
lee,0.19203267991542816,0.17703214287757874,0.15092487633228302,0.19393278658390045,0.23897704482078552,0.16821028292179108,0.1589294970035553,0.19393278658390045,0.18772201240062714,0.10281479358673096,0.19113655388355255
jones,0.18502666056156158,0.18084459006786346,0.2007877230644226,0.1497354656457901,0.23214209079742432,0.24446700513362885,0.1569060981273651,0.1497354656457901,0.1772482842206955,0.14487262070178986,0.1838836669921875
",",0.3087472915649414,0.1755792647600174,0.4946078956127167,0.2552308440208435,0.45456063747406006,0.4933079481124878,0.1665962189435959,0.2552308440208435,0.2702588140964508,0.28260287642478943,0.31091248989105225
melanie,0.18410784006118774,0.10030190646648407,0.10502918809652328,0.19678275287151337,0.1875966489315033,0.15576483309268951,0.13508282601833344,0.19678275287151337,0.1652866005897522,0.12279610335826874,0.11776889860630035
