,which,species,moves,by,a,darting,motion,?
there,0.45256471633911133,0.3110367953777313,0.17502135038375854,0.20383623242378235,0.4214206337928772,0.260798841714859,0.16378037631511688,0.29405656456947327
are,0.42922598123550415,0.3297041952610016,0.16668207943439484,0.37842893600463867,0.265255331993103,0.2814297676086426,0.16249577701091766,0.24591213464736938
two,0.4674137234687805,0.22015008330345154,0.2131674587726593,0.33852577209472656,0.3289857804775238,0.2763979434967041,0.25461938977241516,0.19645625352859497
known,0.30223485827445984,0.23394286632537842,0.15452420711517334,0.24461808800697327,0.30882248282432556,0.2601251006126404,0.1840784102678299,0.18314571678638458
species,0.2846525013446808,0.9999999403953552,0.1971668004989624,0.11455577611923218,0.22986134886741638,0.24785572290420532,0.16916728019714355,0.1957087516784668
",",0.3658004403114319,0.2223871648311615,0.1881556361913681,0.3680937886238098,0.427140474319458,0.2846122086048126,0.18457698822021484,0.31091248989105225
with,0.46403205394744873,0.1754012405872345,0.16415071487426758,0.39731505513191223,0.3783375024795532,0.29704514145851135,0.12502939999103546,0.2433311939239502
worldwide,0.32499730587005615,0.2685168981552124,0.0787036120891571,0.2630988657474518,0.2395978420972824,0.21263602375984192,0.17230674624443054,0.2253960371017456
distribution,0.30436140298843384,0.29209280014038086,0.1725984513759613,0.20363955199718475,0.21514776349067688,0.1918727457523346,0.364420086145401,0.0929616317152977
in,0.4840516746044159,0.2179255336523056,0.22815023362636566,0.370934396982193,0.539380669593811,0.24418988823890686,0.2190442532300949,0.20430970191955566
warm,0.2693975269794464,0.2218397557735443,0.24842338263988495,0.12205103039741516,0.23765994608402252,0.28330865502357483,0.19115261733531952,0.15442228317260742
",",0.3658004403114319,0.2223871648311615,0.1881556361913681,0.3680937886238098,0.427140474319458,0.2846122086048126,0.18457698822021484,0.31091248989105225
and,0.506277859210968,0.23547904193401337,0.2176569551229477,0.4289871156215668,0.3739250600337982,0.36218100786209106,0.2186078429222107,0.20544172823429108
warm-temperate,0.28534796833992004,0.4995414614677429,0.2728274464607239,0.15585261583328247,0.20987239480018616,0.27319005131721497,0.2074391394853592,0.22368434071540833
waters,0.2785409986972809,0.29466626048088074,0.145510733127594,0.18164007365703583,0.1824832707643509,0.3185001611709595,0.21902167797088623,0.135763481259346
:,-0.11049769818782806,-0.11776261031627655,-0.05015778914093971,-0.11676844954490662,-0.0007584693375974894,-0.0857158899307251,-0.06810732930898666,-0.07156077772378922
cestum,0.26976278424263,0.3357180058956146,0.20944730937480927,0.17504636943340302,0.2253294587135315,0.26492780447006226,0.2679973542690277,0.3049270808696747
veneris,0.17754672467708588,0.11426500976085663,0.04907241463661194,0.10683104395866394,0.1891726404428482,0.08544918149709702,0.059481628239154816,0.07872956246137619
(,0.2589828372001648,0.18460895121097565,0.16115890443325043,0.20696312189102173,0.3206180930137634,0.1734633594751358,0.18421000242233276,0.40561532974243164
``,0.05178012326359749,0.0859888568520546,0.03473077714443207,-0.030704375356435776,0.07272057235240936,0.08242201805114746,-0.03826106712222099,0.0685480609536171
venus,0.18586409091949463,0.20711910724639893,0.17895260453224182,0.11368291079998016,0.16391277313232422,0.16839861869812012,0.14513513445854187,0.1349031776189804
',0.32852497696876526,0.17845086753368378,0.1866450160741806,0.2610379159450531,0.48837921023368835,0.20304101705551147,0.20284615457057953,0.330942302942276
girdle,0.30903133749961853,0.3220122158527374,0.1976810246706009,0.14617221057415009,0.2926257252693176,0.25420674681663513,0.1401284635066986,0.1142316684126854
'',-0.03332270681858063,0.005810560192912817,-0.031965043395757675,-0.010275691747665405,0.04890415817499161,-0.19648665189743042,0.03272412717342377,0.018684765323996544
),0.2758678197860718,0.1479661911725998,0.17619609832763672,0.2151763141155243,0.3640355169773102,0.1964350789785385,0.19040943682193756,0.42300865054130554
is,0.4457404911518097,0.2673557698726654,0.2820238769054413,0.3899846076965332,0.658733606338501,0.231211319565773,0.2224293351173401,0.22961433231830597
among,0.3077724575996399,0.2494097799062729,0.08728742599487305,0.3222726583480835,0.1789381206035614,0.22544991970062256,0.18989378213882446,0.14343059062957764
the,0.6521818041801453,0.2522439956665039,0.3217451572418213,0.4408751428127289,0.5829201340675354,0.3497005105018616,0.30530840158462524,0.22068053483963013
