,what,did,tesla,'s,father,originally,want,him,to,do,?
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.2128673940896988,0.13094691932201385,0.14682093262672424,0.17548894882202148,0.13880622386932373,0.10250775516033173
's,0.02692362666130066,0.05069678649306297,0.06449045985937119,0.9999999403953552,0.029256420210003853,0.06449723243713379,0.009669095277786255,0.004161491058766842,0.03782717138528824,-0.01994597539305687,-0.023395681753754616
father,0.21527598798274994,0.3227277100086212,0.08892767131328583,0.029256420210003853,1.0,0.21335498988628387,0.18578875064849854,0.47097480297088623,0.2544635832309723,0.15137189626693726,0.14826634526252747
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.2660219669342041,0.30747702717781067,0.31121695041656494,0.44245919585227966,0.3283645510673523,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.25954100489616394,0.3191297650337219,0.2281211018562317,0.2284061461687088,0.45010748505592346,0.23402775824069977,0.20430970191955566
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.3363247811794281,0.2898913025856018,0.32137390971183777,0.45503583550453186,0.26237669587135315,0.23916715383529663
moment,0.36927977204322815,0.2595173716545105,0.2545836865901947,0.0018329198937863111,0.15222345292568207,0.11182287335395813,0.3580126166343689,0.300336629152298,0.2992897629737854,0.2672303020954132,0.2632211744785309
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.22142449021339417,0.21349623799324036,0.2645295262336731,0.2764812409877777,0.41548454761505127,0.26150479912757874,0.1826142966747284
despair,0.2966436445713043,0.1872256100177765,0.1158948466181755,0.010456306859850883,0.2891182005405426,0.09069081395864487,0.2927057147026062,0.404715895652771,0.27760615944862366,0.20040234923362732,0.20458349585533142
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,0.2660219669342041,0.30747702717781067,0.31121695041656494,0.44245919585227966,0.3283645510673523,0.31091248989105225
promised,0.24721461534500122,0.4575365483760834,0.06667099893093109,0.006659887731075287,0.32126161456108093,0.15130265057086945,0.3828333616256714,0.5127366185188293,0.3742603361606598,0.2558545470237732,0.22630755603313446
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.30024412274360657,0.4966742694377899,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
send,0.28887391090393066,0.28536826372146606,0.11657148599624634,0.07027942687273026,0.14608126878738403,0.1246216744184494,0.3772578835487366,0.26245301961898804,0.3854542672634125,0.3346719443798065,0.1784207671880722
him,0.34912991523742676,0.4290095865726471,0.14682093262672424,0.004161491058766842,0.47097480297088623,0.21570409834384918,0.38028061389923096,1.0,0.4702378511428833,0.268117219209671,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.30024412274360657,0.4966742694377899,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.36820849776268005,0.3003826439380646,0.39213326573371887,0.535392165184021,0.30239659547805786,0.22068053483963013
best,0.3036847710609436,0.25550925731658936,0.08007288724184036,0.06545830518007278,0.15764084458351135,0.23366732895374298,0.23778162896633148,0.2221602350473404,0.21715646982192993,0.23113809525966644,0.2799045741558075
engineering,0.1897483468055725,0.14655107259750366,0.31800028681755066,0.022579053416848183,0.1842334270477295,0.20188060402870178,0.13721348345279694,0.08044766634702682,0.21773739159107208,0.16389702260494232,0.16555240750312805
school,0.18774057924747467,0.19696208834648132,0.16295383870601654,-0.017113132402300835,0.32179898023605347,0.18157614767551422,0.16534842550754547,0.2144516259431839,0.24496325850486755,0.13649480044841766,0.15091250836849213
if,0.5277165174484253,0.3197491765022278,0.21493224799633026,-0.0015437148977071047,0.1279524564743042,0.1667887568473816,0.5473427772521973,0.30997923016548157,0.4559597074985504,0.4196736514568329,0.4441644251346588
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.024063590914011,0.4997532367706299,0.2312382012605667,0.2257036566734314,0.6241704225540161,0.385390967130661,0.19599148631095886,0.2089974731206894
recovered,0.1780729442834854,0.2646656334400177,0.06951883435249329,-0.014260370284318924,0.22619770467281342,0.18896162509918213,0.15401604771614075,0.23153316974639893,0.2292492538690567,0.15281760692596436,0.08912046253681183
from,0.2737620174884796,0.20248863101005554,0.10324860364198685,-0.01936490088701248,0.19987469911575317,0.29689326882362366,0.20457862317562103,0.2413332462310791,0.4069952368736267,0.20424067974090576,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.36820849776268005,0.3003826439380646,0.39213326573371887,0.535392165184021,0.30239659547805786,0.22068053483963013
illness,0.16011852025985718,0.1755789816379547,0.07226704061031342,0.014191416092216969,0.27129894495010376,0.07877896726131439,0.15072739124298096,0.23186151683330536,0.2413502335548401,0.14756204187870026,0.13208319246768951
(,0.2411840260028839,0.18979617953300476,0.2156914919614792,0.0012731997994706035,0.18266165256500244,0.1811249703168869,0.23757240176200867,0.1509418487548828,0.30882009863853455,0.24216170608997345,0.40561532974243164
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.2090170681476593,0.20445500314235687,0.6629161238670349,0.3715193271636963,0.15088757872581482,0.18075084686279297
father,0.21527598798274994,0.3227277100086212,0.08892767131328583,0.029256420210003853,1.0,0.21335498988628387,0.18578875064849854,0.47097480297088623,0.2544635832309723,0.15137189626693726,0.14826634526252747
had,0.23849567770957947,0.540525496006012,0.12050733715295792,-0.004401352722197771,0.27924787998199463,0.3063849210739136,0.3413672149181366,0.3950670063495636,0.37984350323677063,0.24590566754341125,0.20728366076946259
originally,0.2645323872566223,0.23196664452552795,0.2128673940896988,0.06449723243713379,0.21335498988628387,0.9999999403953552,0.14681586623191833,0.21570409834384918,0.30024412274360657,0.11401013284921646,0.07821967452764511
wanted,0.3579951524734497,0.6432620882987976,0.09922599792480469,0.08869169652462006,0.31808921694755554,0.23633961379528046,0.65010666847229,0.39679911732673645,0.47293567657470703,0.2941253185272217,0.24342651665210724
him,0.34912991523742676,0.4290095865726471,0.14682093262672424,0.004161491058766842,0.47097480297088623,0.21570409834384918,0.38028061389923096,1.0,0.4702378511428833,0.268117219209671,0.23943768441677094
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.30024412274360657,0.4966742694377899,0.4702378511428833,1.0,0.38876664638519287,0.29463258385658264
enter,0.2278345823287964,0.22387851774692535,0.07289578765630722,0.11314679682254791,0.1411346048116684,0.09938262403011322,0.30083614587783813,0.22621943056583405,0.3060675263404846,0.2698597013950348,0.11047764122486115
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.24010279774665833,0.36820849776268005,0.3003826439380646,0.39213326573371887,0.535392165184021,0.30239659547805786,0.22068053483963013
