,what,well,known,political,scientists,are,currently,on,the,university,'s,faculty,?
current,0.18294453620910645,0.1749715507030487,0.1528947502374649,0.19855530560016632,0.10551796853542328,0.1799115389585495,0.5213339328765869,0.27069616317749023,0.3314409554004669,0.18160270154476166,0.004145179875195026,0.14183376729488373,0.12074550241231918
faculty,0.17261409759521484,0.18337474763393402,0.09110543876886368,0.2617945373058319,0.24026121199131012,0.1803768277168274,0.18929000198841095,0.1844133585691452,0.19605974853038788,0.6468125581741333,-0.007807043846696615,1.0,0.04951627925038338
include,0.1535889357328415,0.37050867080688477,0.323519766330719,0.15050259232521057,0.1949530690908432,0.5140694975852966,0.22678527235984802,0.2332274466753006,0.2951717972755432,0.09942364692687988,-0.07849370688199997,0.14791926741600037,0.14925788342952728
the,0.42745697498321533,0.42630070447921753,0.3624623417854309,0.20477235317230225,0.25988271832466125,0.40399202704429626,0.2945235073566437,0.5107308030128479,1.0,0.263973206281662,-0.01540423184633255,0.19605974853038788,0.22068053483963013
anthropologist,0.24547387659549713,0.18519404530525208,0.15542365610599518,0.2792227864265442,0.4387041926383972,0.09827011078596115,0.1540001481771469,0.15306949615478516,0.16061320900917053,0.37364935874938965,0.06477395445108414,0.3372592628002167,0.17604398727416992
marshall,0.17371580004692078,0.2014712542295456,0.12229204922914505,0.1906774789094925,0.14483106136322021,0.17144383490085602,0.191278874874115,0.15066194534301758,0.22928133606910706,0.2478753626346588,0.014617709442973137,0.16911830008029938,0.18167579174041748
sahlins,0.11124920845031738,0.21752920746803284,0.30292218923568726,0.26746225357055664,0.23278357088565826,0.19778236746788025,0.26322850584983826,0.268532931804657,0.29118847846984863,0.33104413747787476,0.08288310468196869,0.2839464843273163,0.1920129954814911
",",0.3087472915649414,0.4331948161125183,0.3604377806186676,0.27072274684906006,0.25785407423973083,0.4062570035457611,0.33041635155677795,0.49057599902153015,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
historian,0.21019703149795532,0.20012107491493225,0.19048351049423218,0.3542434871196747,0.24614748358726501,0.050226498395204544,0.08263007551431656,0.1466064304113388,0.17690813541412354,0.25014713406562805,0.022088583558797836,0.2776077091693878,0.14715451002120972
dipesh,0.23176486790180206,0.25636109709739685,0.22987161576747894,0.2000785619020462,0.16000589728355408,0.2551456391811371,0.11482888460159302,0.15472976863384247,0.26763924956321716,0.1721453219652176,0.04483676329255104,0.15239353477954865,0.18075904250144958
chakrabarty,0.27810317277908325,0.2769193947315216,0.27941834926605225,0.3473118543624878,0.14097356796264648,0.21869421005249023,0.1360922008752823,0.3125034272670746,0.3633680045604706,0.19077914953231812,0.0047697885893285275,0.19385895133018494,0.23590245842933655
",",0.3087472915649414,0.4331948161125183,0.3604377806186676,0.27072274684906006,0.25785407423973083,0.4062570035457611,0.33041635155677795,0.49057599902153015,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
paleontologists,0.30779901146888733,0.22700610756874084,0.20179221034049988,0.18115867674350739,0.5824605226516724,0.2625049352645874,0.15186159312725067,0.13514594733715057,0.24533379077911377,0.24693502485752106,0.03741203248500824,0.25580230355262756,0.16619890928268433
neil,0.10462997853755951,0.1162571981549263,0.11997362226247787,0.12714368104934692,0.14949198067188263,0.1072029247879982,0.13759681582450867,0.21471624076366425,0.15498113632202148,0.153484046459198,-0.020640205591917038,0.14190888404846191,0.08238664269447327
shubin,0.16399919986724854,0.21299171447753906,0.25171959400177,0.2385721355676651,0.2385297417640686,0.14587947726249695,0.2003476470708847,0.19167624413967133,0.20982502400875092,0.3088958263397217,-0.06755708158016205,0.286673367023468,0.21434341371059418
and,0.31309178471565247,0.5258845686912537,0.3468935489654541,0.33013346791267395,0.20514336228370667,0.48576638102531433,0.2922934591770172,0.4077630043029785,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.21924199163913727,0.20544172823429108
paul,0.11217030137777328,0.20308183133602142,0.19233189523220062,0.14542889595031738,0.12392540276050568,0.156984344124794,0.14834332466125488,0.1803305596113205,0.19191958010196686,0.21659784018993378,-0.028859924525022507,0.12052705138921738,0.16611461341381073
sereno,0.14897421002388,0.21571828424930573,0.25242531299591064,0.16477257013320923,0.12077616155147552,0.1902744323015213,0.17360363900661469,0.16243992745876312,0.24678297340869904,0.2170877754688263,-0.12576261162757874,0.20321936905384064,0.1824866086244583
",",0.3087472915649414,0.4331948161125183,0.3604377806186676,0.27072274684906006,0.25785407423973083,0.4062570035457611,0.33041635155677795,0.49057599902153015,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.24666790664196014,0.31091248989105225
evolutionary,0.23857757449150085,0.20753644406795502,0.1839541345834732,0.23119840025901794,0.34302040934562683,0.2110196352005005,0.10123292356729507,0.17596735060214996,0.24718289077281952,0.21333040297031403,-0.05610675364732742,0.1876254677772522,0.22123169898986816
biologist,0.18255768716335297,0.18794086575508118,0.1945911943912506,0.19347861409187317,0.454493910074234,0.12809473276138306,0.1517549753189087,0.18105949461460114,0.17062292993068695,0.3206222653388977,-0.012244239449501038,0.3002142012119293,0.176077201962471
