,what,was,the,age,difference,between,newton,and,manning,in,super,bowl,50,?
manning,0.20007498562335968,0.2607507109642029,0.27058160305023193,0.2003740668296814,0.08839809894561768,0.13254806399345398,0.31537702679634094,0.2638654112815857,0.9999998807907104,0.22345924377441406,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20936404168605804,0.28462520241737366,0.40645647048950195,0.22255054116249084,1.0,0.2638654112815857,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
newton,0.20841743052005768,0.25264593958854675,0.1876603662967682,0.05863526463508606,0.20977242290973663,0.12536406517028809,1.0000001192092896,0.22255054116249084,0.31537702679634094,0.23639483749866486,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.23344174027442932,0.3310999274253845,0.3419207036495209,0.2125306874513626,0.5755972862243652,0.25617194175720215,0.5073733329772949,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
set,0.28954121470451355,0.22985222935676575,0.2927955985069275,0.14504235982894897,0.1585972160100937,0.21248877048492432,0.1896078735589981,0.27649927139282227,0.23142406344413757,0.2663729190826416,0.1139470711350441,0.16605548560619354,0.04030413553118706,0.1698019951581955
the,0.42745697498321533,0.48711544275283813,1.0,0.24711290001869202,0.3050459623336792,0.39067012071609497,0.1876603662967682,0.5171257257461548,0.27058160305023193,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
record,0.1772487461566925,0.2787264287471771,0.23569516837596893,0.13122595846652985,0.18977831304073334,0.15590237081050873,0.2076674848794937,0.23470573127269745,0.2734450697898865,0.23162534832954407,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.14407116174697876
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.23129768669605255,0.2536284923553467,0.24671313166618347,0.18168501555919647,0.5064792633056641,0.33057859539985657,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.24711290001869202,0.3050459623336792,0.39067012071609497,0.1876603662967682,0.5171257257461548,0.27058160305023193,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
largest,0.13463157415390015,0.2198711782693863,0.3757036626338959,0.14282193779945374,0.17556294798851013,0.213475301861763,0.08898044377565384,0.24602696299552917,0.07998676598072052,0.3017216920852661,0.11345334351062775,0.1501329243183136,0.04924619570374489,0.12401245534420013
age,0.1895245760679245,0.27072176337242126,0.24711290001869202,0.9999998807907104,0.155940979719162,0.1632194072008133,0.05863526463508606,0.20936404168605804,0.2003740668296814,0.30576348304748535,0.1118914783000946,0.0928628072142601,-0.065655417740345,0.16859300434589386
difference,0.4114832878112793,0.22480741143226624,0.3050459623336792,0.155940979719162,1.0,0.4893479645252228,0.20977242290973663,0.28462520241737366,0.08839809894561768,0.2025471031665802,0.1200440376996994,0.1106841117143631,0.014400261454284191,0.2842230200767517
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.1632194072008133,0.4893479645252228,0.9999999403953552,0.12536406517028809,0.40645647048950195,0.13254806399345398,0.41100412607192993,0.07381514459848404,0.10010302066802979,0.060629747807979584,0.12887074053287506
opposing,0.35443297028541565,0.19197437167167664,0.24205999076366425,0.061414822936058044,0.32872459292411804,0.2536420524120331,0.16790586709976196,0.22814461588859558,0.25727102160453796,0.17449231445789337,0.10987816005945206,0.1407027244567871,0.06418649852275848,0.23064684867858887
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.1118914783000946,0.1200440376996994,0.07381514459848404,0.18797411024570465,0.18368244171142578,0.30535250902175903,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.0928628072142601,0.1106841117143631,0.10010302066802979,0.1892489492893219,0.1698254644870758,0.32417115569114685,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
quarterbacks,0.17552034556865692,0.24214230477809906,0.26922303438186646,0.1824806034564972,0.16669538617134094,0.1453656107187271,0.27886372804641724,0.2397003471851349,0.5415143966674805,0.21166779100894928,0.286996066570282,0.38157108426094055,0.031167227774858475,0.15307676792144775
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.32409605383872986,0.23622624576091766,0.3328663110733032,0.12256313115358353,0.3571503460407257,0.2622990310192108,0.4374977946281433,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
13,-0.0796622633934021,0.020193999633193016,-0.007407139986753464,0.03737974911928177,-0.05947696417570114,-0.008321970701217651,0.04008413106203079,0.05119633674621582,0.03662071377038956,0.02730540931224823,-0.00828040111809969,0.017800776287913322,-0.06467641890048981,-0.11384815722703934
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.477315217256546,0.17894180119037628,0.2583497166633606,0.1120469719171524,0.300204873085022,0.2865668535232544,0.33554986119270325,0.15193983912467957,0.221580371260643,-0.00639002351090312,0.1914375126361847
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20936404168605804,0.28462520241737366,0.40645647048950195,0.22255054116249084,1.0,0.2638654112815857,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
48,-0.06401275843381882,-0.05388278514146805,0.0778689980506897,0.086130291223526,0.04122777283191681,0.045932795852422714,-0.0019829163793474436,0.06553450226783752,0.062166325747966766,0.04260919615626335,0.13596157729625702,0.1193712055683136,0.09434502571821213,-0.07097072154283524
days,0.2191895991563797,0.2985812723636627,0.2574930489063263,0.2386297732591629,0.2324243187904358,0.23528757691383362,0.1264730989933014,0.2561761140823364,0.16395950317382812,0.24827800691127777,0.10065062344074249,0.1537923514842987,-0.0082699591293931,0.2198754847049713
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.14561709761619568,0.2707606554031372,0.23924681544303894,0.17499087750911713,0.4862271547317505,0.21254406869411469,0.3087427020072937,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
manning,0.20007498562335968,0.2607507109642029,0.27058160305023193,0.2003740668296814,0.08839809894561768,0.13254806399345398,0.31537702679634094,0.2638654112815857,0.9999998807907104,0.22345924377441406,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.27072176337242126,0.22480741143226624,0.24048170447349548,0.25264593958854675,0.3740963041782379,0.2607507109642029,0.45514053106307983,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
39,0.05873653665184975,0.0029520741663873196,0.12403792142868042,-0.0012844727607443929,0.016149740666151047,0.042804792523384094,0.061374858021736145,0.1769765317440033,0.0860123261809349,0.13778941333293915,0.08757179975509644,0.17817457020282745,0.019131619483232498,0.04514012485742569
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2693369388580322,0.28046315908432007,0.27714940905570984,0.2648763358592987,0.6633074283599854,0.30921146273612976,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
newton,0.20841743052005768,0.25264593958854675,0.1876603662967682,0.05863526463508606,0.20977242290973663,0.12536406517028809,1.0000001192092896,0.22255054116249084,0.31537702679634094,0.23639483749866486,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.27072176337242126,0.22480741143226624,0.24048170447349548,0.25264593958854675,0.3740963041782379,0.2607507109642029,0.45514053106307983,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
26,0.052160754799842834,0.15403041243553162,0.11227777600288391,0.1637706458568573,-0.041552864015102386,0.050829313695430756,0.030190760269761086,0.06379145383834839,0.13123629987239838,0.06889026612043381,0.11988881230354309,0.006043682806193829,0.021628636866807938,-0.05200668424367905
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.16737043857574463,0.27789604663848877,0.2502231299877167,0.17433513700962067,0.4961937665939331,0.21028824150562286,0.3326910734176636,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2498820275068283,0.2840389013290405,0.30295518040657043,0.20699870586395264,0.588965117931366,0.2937074899673462,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
