,what,is,the,un,'s,climate,change,treaty,?
the,0.42745697498321533,0.5823672413825989,1.0,0.1396627575159073,-0.01540423184633255,0.2693597674369812,0.3641999065876007,0.2690109610557556,0.22068053483963013
ipcc,0.33176189661026,0.15563958883285522,0.24925659596920013,0.25458768010139465,0.010160183534026146,0.5031722187995911,0.34827950596809387,0.15681013464927673,0.22295254468917847
produces,0.14006412029266357,0.35465162992477417,0.2783815562725067,0.12247702479362488,-0.0007260311977006495,0.21962864696979523,0.19615907967090607,0.10866626352071762,0.17052298784255981
reports,0.24207861721515656,0.1442791074514389,0.2622474431991577,0.1984841525554657,-0.023835502564907074,0.19698955118656158,0.1545485407114029,0.11236651241779327,0.23746368288993835
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.17307022213935852,0.04397977516055107,0.22277899086475372,0.3988441526889801,0.19276702404022217,0.32716336846351624
support,0.2797985076904297,0.17214131355285645,0.22984638810157776,0.13922430574893951,-0.013377348892390728,0.12491371482610703,0.2859096825122833,0.19793635606765747,0.22626608610153198
the,0.42745697498321533,0.5823672413825989,1.0,0.1396627575159073,-0.01540423184633255,0.2693597674369812,0.3641999065876007,0.2690109610557556,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.19347652792930603,-0.03853745758533478,0.1732175201177597,0.1751779317855835,0.26301905512809753,0.17266890406608582
nations,0.19211222231388092,0.19151805341243744,0.3506215214729309,0.4590805768966675,0.03843874856829643,0.2553277909755707,0.1635342240333557,0.40470805764198303,0.20999202132225037
framework,0.3308824896812439,0.2275770604610443,0.23312553763389587,0.12024818360805511,-0.060210615396499634,0.2072570025920868,0.3238098919391632,0.17379796504974365,0.21574316918849945
convention,0.17446810007095337,0.19678325951099396,0.2588678300380707,0.2616925537586212,-0.12797433137893677,0.22744151949882507,0.25951167941093445,0.44634750485420227,0.1647067815065384
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15789492428302765,0.0026888418942689896,0.23228000104427338,0.3118341565132141,0.19638824462890625,0.2714994251728058
climate,0.2854173183441162,0.26601269841194153,0.2693597674369812,0.2061091512441635,0.04239832982420921,1.0000001192092896,0.3181478679180145,0.2748152017593384,0.19998492300510406
change,0.3690716028213501,0.33028605580329895,0.3641999065876007,0.15289567410945892,-0.030620932579040527,0.3181478679180145,0.9999998807907104,0.16194775700569153,0.24115969240665436
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20284758508205414,0.0012731997994706035,0.1649118959903717,0.20281900465488434,0.14117708802223206,0.40561532974243164
unfccc,0.4125305116176605,0.20248450338840485,0.32073742151260376,0.3352227509021759,0.014841112308204174,0.4478527903556824,0.4190727472305298,0.3095284104347229,0.26828670501708984
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21644337475299835,0.021107977256178856,0.17368096113204956,0.20322290062904358,0.15254124999046326,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1842285543680191,-0.0016132977325469255,0.224740669131279,0.2752361297607422,0.21270246803760529,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.12903353571891785,0.03856118768453598,0.2627573609352112,0.3397163152694702,0.19969318807125092,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.10752809792757034,0.02396530658006668,0.26601269841194153,0.33028605580329895,0.17603619396686554,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.1396627575159073,-0.01540423184633255,0.2693597674369812,0.3641999065876007,0.2690109610557556,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.061991460621356964,0.032559316605329514,0.26089704036712646,0.19647526741027832,0.13261063396930695,0.1665669083595276
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.22433531284332275,-0.021212328225374222,0.17091719806194305,0.1448204219341278,0.208982452750206,0.15335838496685028
treaty,0.17237819731235504,0.17603619396686554,0.2690109610557556,0.24798472225666046,0.007822228595614433,0.2748152017593384,0.16194775700569153,1.0,0.1174844279885292
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15789492428302765,0.0026888418942689896,0.23228000104427338,0.3118341565132141,0.19638824462890625,0.2714994251728058
climate,0.2854173183441162,0.26601269841194153,0.2693597674369812,0.2061091512441635,0.04239832982420921,1.0000001192092896,0.3181478679180145,0.2748152017593384,0.19998492300510406
change,0.3690716028213501,0.33028605580329895,0.3641999065876007,0.15289567410945892,-0.030620932579040527,0.3181478679180145,0.9999998807907104,0.16194775700569153,0.24115969240665436
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.1721222698688507,-0.003708066651597619,0.22208234667778015,0.3244723975658417,0.17410176992416382,0.4130953550338745
