,what,is,the,lone,mls,team,that,belongs,to,southern,california,?
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.17130650579929352,0.3794243633747101,0.353275328874588,0.19272035360336304,0.011199778877198696,0.20276802778244019,0.15845218300819397,0.2293522208929062,0.13074518740177155
sports,0.13245077431201935,0.2082153707742691,0.20313861966133118,0.1672748178243637,0.3665510416030884,0.3859803080558777,0.18669648468494415,0.15683101117610931,0.1915440857410431,0.14539456367492676,0.13506782054901123,0.04557104781270027
teams,0.16624371707439423,0.1845376342535019,0.3164927661418915,0.20993943512439728,0.5787674784660339,0.673422634601593,0.22682182490825653,0.09429743140935898,0.2634691894054413,0.16952329874038696,0.14493361115455627,0.11150168627500534
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20952627062797546,0.2699325680732727,0.18841172754764557,0.435920387506485,0.2503321170806885,0.45010748505592346,0.3190481662750244,0.2772824168205261,0.20430970191955566
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.14655770361423492,0.1621406078338623,0.15997721254825592,0.22864879667758942,0.2137812077999115,0.18284058570861816,1.0,0.2983402609825134,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.2856232821941376,0.26675572991371155,0.14263421297073364,0.18610765039920807,0.1022334024310112,0.20697450637817383,0.2983402609825134,1.0,0.1409905105829239
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.13259010016918182,0.12823937833309174,0.09636539965867996,0.2797866463661194,0.2410680502653122,0.1820748895406723,0.09786192327737808,0.16449452936649323,0.14925788342952728
teams,0.16624371707439423,0.1845376342535019,0.3164927661418915,0.20993943512439728,0.5787674784660339,0.673422634601593,0.22682182490825653,0.09429743140935898,0.2634691894054413,0.16952329874038696,0.14493361115455627,0.11150168627500534
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.1983986347913742,0.2424127161502838,0.21108146011829376,0.3477667272090912,0.19042876362800598,0.4069952368736267,0.21689370274543762,0.23643477261066437,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.27320772409439087,0.3407278060913086,0.22564226388931274,0.5473989248275757,0.3027134835720062,0.535392165184021,0.3282862603664398,0.2750805914402008,0.22068053483963013
