,when,did,luther,write,an,extreme,treatise,against,the,jews,?
his,0.37120407819747925,0.3546801507472992,0.27093374729156494,0.2745184898376465,0.24025635421276093,0.1744176596403122,0.25656771659851074,0.26457494497299194,0.4394008219242096,0.19577133655548096,0.18075084686279297
1543,-0.055767565965652466,0.02261032909154892,0.010354031808674335,-0.05882890522480011,0.009188665077090263,0.07832098752260208,-0.0560503825545311,-0.043925657868385315,-0.029971811920404434,-0.10925567895174026,-0.04655180871486664
treatise,0.09556382149457932,0.14455445110797882,0.17424321174621582,0.30924758315086365,0.13600915670394897,0.1396905481815338,1.0,0.12083033472299576,0.2190825194120407,0.18341277539730072,0.1367369443178177
von,0.15501481294631958,0.22224590182304382,0.30416905879974365,0.1441536396741867,0.15605303645133972,0.14332334697246552,0.18853864073753357,0.10794554650783539,0.21817399561405182,0.18132361769676208,0.13907472789287567
den,0.09208693355321884,0.10257899761199951,0.19442421197891235,0.0591190829873085,0.05203473940491676,0.05861465260386467,0.13803616166114807,0.10304156690835953,0.14217782020568848,0.09196612983942032,0.1305062621831894
juden,0.14409832656383514,0.12650926411151886,0.39669069647789,0.11481835693120956,0.16208969056606293,0.1185431256890297,0.18076802790164948,0.1584818810224533,0.20269548892974854,0.4300824999809265,0.1697024405002594
und,0.14850947260856628,0.10370958596467972,0.23477625846862793,0.1540413796901703,0.12585942447185516,0.1495695412158966,0.19450566172599792,0.11783023923635483,0.16904859244823456,0.17214888334274292,0.12338054925203323
ihren,0.1363915205001831,0.15596455335617065,0.3722873330116272,0.216012641787529,0.080931656062603,0.14967206120491028,0.29395467042922974,0.15981943905353546,0.1540049910545349,0.2730233371257782,0.25993257761001587
lügen,0.2041337937116623,0.15626227855682373,0.2981659770011902,0.14082776010036469,0.17343688011169434,0.11226499825716019,0.23119361698627472,0.12308800965547562,0.312258243560791,0.21198689937591553,0.19766996800899506
(,0.2459595799446106,0.18979617953300476,0.1677781045436859,0.1890999674797058,0.286407470703125,0.20059917867183685,0.14167289435863495,0.17481690645217896,0.33289089798927307,0.138645738363266,0.40561532974243164
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.2189130336046219,0.3192969560623169,0.22590048611164093,0.1516297459602356,0.3163113296031952,0.5107308030128479,0.13907738029956818,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4207492768764496,0.28210628032684326,0.2190825194120407,0.3090755045413971,1.0,0.24901628494262695,0.22068053483963013
jews,0.2035551369190216,0.23080717027187347,0.24326977133750916,0.16321931779384613,0.1090589240193367,0.15524201095104218,0.18341277539730072,0.28023698925971985,0.24901628494262695,1.0000001192092896,0.16730794310569763
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.2838519215583801,0.28143152594566345,0.19414229691028595,0.3292689621448517,0.5171257257461548,0.2555774748325348,0.20544172823429108
their,0.3682888448238373,0.38078752160072327,0.1988239735364914,0.23055151104927063,0.19624626636505127,0.2653956413269043,0.10179659724235535,0.2741570472717285,0.516537070274353,0.2248561531305313,0.1898253709077835
lies,0.1740482598543167,0.11529234051704407,0.14317764341831207,0.10567684471607208,0.16348904371261597,0.15596133470535278,0.1336333006620407,0.14978133141994476,0.3383781313896179,0.16249141097068787,0.14148172736167908
),0.2538422644138336,0.18584993481636047,0.18587662279605865,0.21409611403942108,0.2873353958129883,0.19286008179187775,0.15988507866859436,0.17787303030490875,0.3456730246543884,0.1354457139968872,0.42300865054130554
took,0.25529301166534424,0.42470768094062805,0.17559944093227386,0.15652716159820557,0.1708475798368454,0.1149069294333458,0.13868333399295807,0.24287115037441254,0.31657639145851135,0.1976359486579895,0.14109265804290771
its,0.34032323956489563,0.19922670722007751,0.14340044558048248,0.15743732452392578,0.28139030933380127,0.20942653715610504,0.1539272964000702,0.16972889006137848,0.559237003326416,0.13921768963336945,0.15103481709957123
place,0.23831914365291595,0.24020224809646606,0.1430625468492508,0.18219594657421112,0.20706063508987427,0.21446740627288818,0.10613728314638138,0.20561166107654572,0.4179787337779999,0.22776344418525696,0.2455766350030899
among,0.2075822502374649,0.2415449470281601,0.12005859613418579,0.16518358886241913,0.08896297216415405,0.17919425666332245,0.2209034413099289,0.21049022674560547,0.3507058024406433,0.20357707142829895,0.14343059062957764
other,0.34102705121040344,0.31707024574279785,0.18881922960281372,0.26268506050109863,0.1556563824415207,0.20726662874221802,0.17327064275741577,0.2755064070224762,0.44152235984802246,0.20792315900325775,0.24682199954986572
anti-jewish,0.30748724937438965,0.2533884048461914,0.2999206483364105,0.22383931279182434,0.291561484336853,0.15015509724617004,0.24950291216373444,0.2609752118587494,0.2829035222530365,0.5489254593849182,0.26591992378234863
literature,0.177263081073761,0.128226175904274,0.08747438341379166,0.38052240014076233,0.11125731468200684,0.05247921496629715,0.3457981050014496,0.14441044628620148,0.2611817419528961,0.22142185270786285,0.2043706774711609
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.32280945777893066,0.3050978481769562,0.3056868314743042,0.2669808566570282,0.733189046382904,0.2207300066947937,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4207492768764496,0.28210628032684326,0.2190825194120407,0.3090755045413971,1.0,0.24901628494262695,0.22068053483963013
