,what,do,electrostatic,gradiient,potentials,create,?
for,0.3017193675041199,0.29510271549224854,0.1860845983028412,0.28072991967201233,0.2929403781890869,0.2826802134513855,0.264628142118454
example,0.3456268310546875,0.3745654821395874,0.2623809576034546,0.3206177353858948,0.3651447296142578,0.37058448791503906,0.30374911427497864
",",0.3087472915649414,0.3283645510673523,0.21243512630462646,0.3070683181285858,0.25780218839645386,0.2240353375673294,0.31091248989105225
friction,0.2582229971885681,0.20397046208381653,0.548234224319458,0.44202956557273865,0.37451404333114624,0.24952897429466248,0.18292373418807983
is,0.28837618231773376,0.30895981192588806,0.2376563549041748,0.33185455203056335,0.25289252400398254,0.2645336091518402,0.22961433231830597
caused,0.22264783084392548,0.2591114342212677,0.21971525251865387,0.22854188084602356,0.24705630540847778,0.2335786670446396,0.20679491758346558
by,0.2455483376979828,0.1481526494026184,0.23652693629264832,0.2274913638830185,0.18477864563465118,0.23152023553848267,0.17966607213020325
the,0.42745697498321533,0.30239659547805786,0.21762798726558685,0.31350693106651306,0.2821430265903473,0.25265660881996155,0.22068053483963013
gradients,0.28271761536598206,0.25445935130119324,0.43914058804512024,0.7828823328018188,0.4267938733100891,0.2673891484737396,0.19242653250694275
of,0.33290785551071167,0.26150479912757874,0.2530308961868286,0.28793323040008545,0.2506366968154907,0.23675619065761566,0.1826142966747284
numerous,0.1867249608039856,0.17780447006225586,0.15069790184497833,0.19990451633930206,0.2557341456413269,0.15606509149074554,0.0875130444765091
electrostatic,0.19989687204360962,0.14508669078350067,1.0,0.4873959422111511,0.42450883984565735,0.19525200128555298,0.1316060572862625
potentials,0.25516554713249207,0.23145265877246857,0.42450883984565735,0.32909634709358215,0.9999999403953552,0.30042022466659546,0.18962641060352325
between,0.2462156116962433,0.14014670252799988,0.2885285019874573,0.27559277415275574,0.22119002044200897,0.20265552401542664,0.12887074053287506
the,0.42745697498321533,0.30239659547805786,0.21762798726558685,0.31350693106651306,0.2821430265903473,0.25265660881996155,0.22068053483963013
atoms,0.2511626183986664,0.2086208462715149,0.5527222156524658,0.40132662653923035,0.3770892322063446,0.22606776654720306,0.17423541843891144
",",0.3087472915649414,0.3283645510673523,0.21243512630462646,0.3070683181285858,0.25780218839645386,0.2240353375673294,0.31091248989105225
but,0.5029441118240356,0.4077886939048767,0.1818471997976303,0.304506778717041,0.3029026687145233,0.32546520233154297,0.27921953797340393
manifests,0.2511559724807739,0.23364225029945374,0.23304322361946106,0.23691996932029724,0.25208932161331177,0.2616894841194153,0.15408824384212494
as,0.31749409437179565,0.38329678773880005,0.19856277108192444,0.24675697088241577,0.32375863194465637,0.2565624415874481,0.27043893933296204
a,0.3320399522781372,0.26237669587135315,0.2792849838733673,0.31439319252967834,0.3225598633289337,0.3041161596775055,0.23916715383529663
force,0.16915984451770782,0.20164671540260315,0.37528446316719055,0.3263182044029236,0.17907695472240448,0.22906844317913055,0.1650998443365097
model,0.2303347885608673,0.12848353385925293,0.2544821500778198,0.25233662128448486,0.1546628177165985,0.17074672877788544,0.14843042194843292
that,0.6297725439071655,0.44533252716064453,0.24990080296993256,0.35824069380760193,0.3464873135089874,0.3917232155799866,0.32716336846351624
is,0.28837618231773376,0.30895981192588806,0.2376563549041748,0.33185455203056335,0.25289252400398254,0.2645336091518402,0.22961433231830597
independent,0.28752967715263367,0.20670229196548462,0.1561594158411026,0.2719137370586395,0.1254473626613617,0.19835807383060455,0.11902587860822678
of,0.33290785551071167,0.26150479912757874,0.2530308961868286,0.28793323040008545,0.2506366968154907,0.23675619065761566,0.1826142966747284
any,0.43670421838760376,0.4126444458961487,0.24148844182491302,0.38397127389907837,0.37586739659309387,0.34154000878334045,0.4113408327102661
macroscale,0.27502763271331787,0.25176605582237244,0.4393707513809204,0.4317947030067444,0.33219096064567566,0.33050626516342163,0.20677749812602997
position,0.22031237185001373,0.20560316741466522,0.2593730390071869,0.24374549090862274,0.2113836258649826,0.07262111455202103,0.15529610216617584
vector,0.26669490337371826,0.2648661732673645,0.40421077609062195,0.42598986625671387,0.31043821573257446,0.22142237424850464,0.26140129566192627
.,0.3567904531955719,0.3613996207714081,0.22680628299713135,0.28851380944252014,0.2804843783378601,0.2916513681411743,0.4130953550338745
