,what,is,the,rhine,called,in,french,?
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.12319914251565933,0.0023308666422963142,0.12324675917625427,-6.680169462924823e-05,0.011015460826456547
note,0.2500276267528534,0.22927063703536987,0.255229115486145,0.09906937181949615,0.14030411839485168,0.16176056861877441,0.14615771174430847,0.2754004895687103
3,0.04473085701465607,0.1504552811384201,0.06283142417669296,0.07943644374608994,0.05315281078219414,0.06326868385076523,0.0597805455327034,0.005975271109491587
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,-0.016111083328723907,0.0610046349465847,-0.1088862195611,-0.00754176452755928,-0.0022520492784678936
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.489897221326828,0.6662389636039734,0.2555147111415863,0.22068053483963013
spelling,0.2473261058330536,0.2441502958536148,0.23768942058086395,0.06541361659765244,0.15790389478206635,0.20722772181034088,0.14874109625816345,0.23016591370105743
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.18184249103069305,0.3139074146747589,0.4080928862094879,0.1637353003025055,0.2433311939239502
rh-,0.05994853749871254,0.10124589502811432,0.1918235421180725,0.5471546053886414,0.15235480666160583,0.19460251927375793,0.14803646504878998,0.05741379037499428
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24648422002792358,0.40847352147102356,1.0,0.22093388438224792,0.20430970191955566
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.16806156933307648,0.14260196685791016,0.19623121619224548,0.47204166650772095,0.23251567780971527
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,1.0,0.14562174677848816,0.24648422002792358,0.2762029767036438,0.13754533231258392
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18380387127399445,0.2827680706977844,0.3887844979763031,0.20159029960632324,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.19703485071659088,0.23082910478115082,0.36612698435783386,0.2028287649154663,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18380387127399445,0.2827680706977844,0.3887844979763031,0.20159029960632324,0.27043893933296204
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24648422002792358,0.40847352147102356,1.0,0.22093388438224792,0.20430970191955566
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.49305370450019836,0.15730810165405273,0.21098364889621735,0.4790405333042145,0.13978645205497742
rhein,0.15212267637252808,0.2335740327835083,0.2614726424217224,0.6607828736305237,0.20527340471744537,0.27059710025787354,0.2412143051624298,0.2176131010055542
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22029656171798706,0.3251761794090271,0.4954058527946472,0.32751965522766113,0.20544172823429108
french,0.17393042147159576,0.19312386214733124,0.2555147111415863,0.2762029767036438,0.1918148696422577,0.22093388438224792,1.0000001192092896,0.1386883556842804
rhin,0.15439370274543762,0.2761684060096741,0.34496304392814636,0.7436901330947876,0.19106324017047882,0.30451500415802,0.35649967193603516,0.16895344853401184
is,0.28837618231773376,1.0,0.5823672413825989,0.15617261826992035,0.430266410112381,0.5394441485404968,0.19312386214733124,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.12440928816795349,0.19819819927215576,0.2516716718673706,0.10779138654470444,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1736302673816681,0.2987143397331238,0.45010748505592346,0.1713797152042389,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.489897221326828,0.6662389636039734,0.2555147111415863,0.22068053483963013
influence,0.2790174186229706,0.19989071786403656,0.3039984107017517,0.1753658801317215,0.22173140943050385,0.26119694113731384,0.18965335190296173,0.14200882613658905
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2548927664756775,0.4222904443740845,0.5696388483047485,0.19450366497039795,0.1826142966747284
greek,0.14808377623558044,0.22842112183570862,0.23564283549785614,0.14018139243125916,0.2606191635131836,0.17752651870250702,0.29957684874534607,0.11180876195430756
orthography,0.23798006772994995,0.24262379109859467,0.20881643891334534,0.08382247388362885,0.202200248837471,0.20457729697227478,0.2181204855442047,0.21616482734680176
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.167837992310524,0.26549121737480164,0.5201468467712402,0.28806620836257935,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.13762977719306946,0.2355477511882782,0.3399278521537781,0.1363781839609146,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.489897221326828,0.6662389636039734,0.2555147111415863,0.22068053483963013
vocalisation,0.24808937311172485,0.22951136529445648,0.2970617115497589,0.19427615404129028,0.2074485421180725,0.2007244974374771,0.13738112151622772,0.23394854366779327
-i-,0.17242462933063507,0.020425040274858475,0.17976893484592438,0.11105752736330032,-0.009863650426268578,0.09184231609106064,0.06221705675125122,0.12119023501873016
is,0.28837618231773376,1.0,0.5823672413825989,0.15617261826992035,0.430266410112381,0.5394441485404968,0.19312386214733124,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.12440928816795349,0.19819819927215576,0.2516716718673706,0.10779138654470444,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1736302673816681,0.2987143397331238,0.45010748505592346,0.1713797152042389,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.489897221326828,0.6662389636039734,0.2555147111415863,0.22068053483963013
proto-germanic,0.26451098918914795,0.23438391089439392,0.3311484754085541,0.43494361639022827,0.3127841353416443,0.2620809078216553,0.2507966458797455,0.20944932103157043
adoption,0.2520635426044464,0.2359195500612259,0.27656617760658264,0.15840929746627808,0.175095334649086,0.24107742309570312,0.10664833337068558,0.23771828413009644
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2548927664756775,0.4222904443740845,0.5696388483047485,0.19450366497039795,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.30735138058662415,0.489897221326828,0.6662389636039734,0.2555147111415863,0.22068053483963013
gaulish,0.21051912009716034,0.1982312947511673,0.30116724967956543,0.35650089383125305,0.24158897995948792,0.23656600713729858,0.3503310978412628,0.1297006756067276
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.12217257916927338,0.30947911739349365,0.2459065467119217,0.18910211324691772,0.15381577610969543
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18380387127399445,0.2827680706977844,0.3887844979763031,0.20159029960632324,0.27043893933296204
