,what,award,has,marlee,matlin,won,?
six-time,0.2736853361129761,0.4242947995662689,0.3031916618347168,0.29036906361579895,0.36794042587280273,0.296917200088501,0.24173711240291595
grammy,0.14717522263526917,0.6348668336868286,0.30934539437294006,0.3075271248817444,0.36892759799957275,0.44421693682670593,0.1939576119184494
winner,0.16745254397392273,0.5351744890213013,0.11366771161556244,0.26656675338745117,0.2603719234466553,0.6250931024551392,0.14322948455810547
and,0.31309178471565247,0.2334289401769638,0.43716782331466675,0.2572117745876312,0.33762437105178833,0.2795773446559906,0.20544172823429108
academy,0.11844556778669357,0.5406574606895447,0.24845722317695618,0.24780581891536713,0.3764699399471283,0.38020867109298706,0.1340850442647934
award,0.15951679646968842,1.0,0.22060689330101013,0.25074610114097595,0.30938515067100525,0.5295910239219666,0.18240714073181152
nominee,0.18658216297626495,0.4356451630592346,0.2295733392238617,0.31486883759498596,0.34157541394233704,0.3664585053920746,0.21817171573638916
lady,0.14833222329616547,0.1910662055015564,0.14489251375198364,0.24616581201553345,0.24739928543567657,0.13475362956523895,0.14158371090888977
gaga,0.19459430873394012,0.23578475415706635,0.19753152132034302,0.2920103669166565,0.34432172775268555,0.1354556381702423,0.20982980728149414
performed,0.17447373270988464,0.2587445080280304,0.20503535866737366,0.24140135943889618,0.23664143681526184,0.2516852021217346,0.14428307116031647
the,0.42745697498321533,0.24073810875415802,0.4177538752555847,0.20077396929264069,0.24170111119747162,0.29432493448257446,0.22068053483963013
national,0.16882304847240448,0.23192229866981506,0.2672328054904938,0.16528815031051636,0.1705358326435089,0.24765413999557495,0.15643028914928436
anthem,0.18111002445220947,0.17386911809444427,0.12118270248174667,0.13983865082263947,0.13953346014022827,0.2106029987335205,0.17449809610843658
",",0.3087472915649414,0.25078102946281433,0.3734780251979828,0.3287055194377899,0.3931714594364166,0.35968565940856934,0.31091248989105225
while,0.35511791706085205,0.14152050018310547,0.2546449601650238,0.1665290743112564,0.23365843296051025,0.2223460078239441,0.21076419949531555
academy,0.11844556778669357,0.5406574606895447,0.24845722317695618,0.24780581891536713,0.3764699399471283,0.38020867109298706,0.1340850442647934
award,0.15951679646968842,1.0,0.22060689330101013,0.25074610114097595,0.30938515067100525,0.5295910239219666,0.18240714073181152
winner,0.16745254397392273,0.5351744890213013,0.11366771161556244,0.26656675338745117,0.2603719234466553,0.6250931024551392,0.14322948455810547
marlee,0.2346910834312439,0.25074610114097595,0.19632773101329803,1.0000001192092896,0.5138393640518188,0.2331979125738144,0.24211622774600983
matlin,0.19595620036125183,0.30938515067100525,0.27284082770347595,0.5138393640518188,1.0,0.29825565218925476,0.2595809996128082
provided,0.2206064909696579,0.19940350949764252,0.2187918722629547,0.0763142928481102,0.19194234907627106,0.17212677001953125,0.16893617808818817
american,0.1909721940755844,0.3370085656642914,0.15494826436042786,0.3019056022167206,0.3529108464717865,0.2515941262245178,0.18877598643302917
sign,0.2690769135951996,0.11615011841058731,0.1704503744840622,0.08689847588539124,0.1807721108198166,0.15164132416248322,0.21454890072345734
language,0.28220435976982117,0.16543014347553253,0.1895800083875656,0.10290249437093735,0.20148618519306183,0.14633072912693024,0.25349316000938416
(,0.2411840260028839,0.2435217648744583,0.2498389035463333,0.23288220167160034,0.29028159379959106,0.25702881813049316,0.40561532974243164
asl,0.27971982955932617,0.117316335439682,0.18390636146068573,0.13876166939735413,0.1830216646194458,0.03425953537225723,0.2692483067512512
),0.26259949803352356,0.2504473030567169,0.26944878697395325,0.2389475256204605,0.28371158242225647,0.255226194858551,0.42300865054130554
translation,0.22188860177993774,0.18897196650505066,0.11783986538648605,0.11568190157413483,0.10121853649616241,0.14603906869888306,0.22574150562286377
.,0.3567904531955719,0.21118880808353424,0.4105546176433563,0.27336010336875916,0.3209565281867981,0.3011801838874817,0.4130953550338745
