,what,is,the,name,of,the,port,city,that,was,created,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2648184895515442,0.35769423842430115,0.5473989248275757,0.48711544275283813,0.3539263904094696,0.22068053483963013
swahili,0.2536727488040924,0.20980408787727356,0.22777055203914642,0.2386724203824997,0.1714525818824768,0.22777055203914642,0.14571233093738556,0.13037151098251343,0.19601759314537048,0.11863858252763748,0.12162677198648453,0.20549607276916504
built,0.1554843783378601,0.17778918147087097,0.2950156033039093,0.1812610775232315,0.23442776501178741,0.2950156033039093,0.239683598279953,0.2644844651222229,0.2532336115837097,0.3424932360649109,0.374281108379364,0.09449632465839386
mombasa,0.20014868676662445,0.221056267619133,0.28063899278640747,0.21825388073921204,0.24401752650737762,0.28063899278640747,0.23151077330112457,0.35654565691947937,0.2060016393661499,0.28458964824676514,0.17520679533481598,0.15605612099170685
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.15450626611709595,0.1861938089132309,0.3239944875240326,0.2322220653295517,0.25555944442749023,0.15662476420402527
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.1891530454158783,0.2349124401807785,0.47537946701049805,0.4508470594882965,0.30777761340141296,0.23916715383529663
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.1646600365638733,0.2641255557537079,0.31775903701782227,0.2090679258108139,0.259122371673584,0.2570328712463379,0.20676274597644806,0.14740698039531708,0.19788557291030884
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.1612802892923355,0.19644224643707275,0.2648184895515442,1.0,0.39055103063583374,0.18153353035449982,0.22027286887168884,0.12527520954608917,0.06519711017608643
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.22892655432224274,0.32503411173820496,0.35769423842430115,0.39055103063583374,1.0,0.183757483959198,0.3188765048980713,0.19913126528263092,0.13423943519592285
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21930254995822906,0.2827445864677429,0.4731321930885315,0.3740963041782379,0.2873832881450653,0.20544172823429108
established,0.14869536459445953,0.1754443645477295,0.33092597126960754,0.1540020853281021,0.2735237777233124,0.33092597126960754,0.07253880053758621,0.2563977837562561,0.2216063141822815,0.26515325903892517,0.43052607774734497,0.15917523205280304
trade,0.1555381417274475,0.17870411276817322,0.2681608200073242,0.09184504300355911,0.2310105711221695,0.2681608200073242,0.28367310762405396,0.2534675896167755,0.20906251668930054,0.19989590346813202,0.0894346535205841,0.09336511790752411
links,0.28343620896339417,0.23456287384033203,0.2692725956439972,0.198639914393425,0.21566437184810638,0.2692725956439972,0.1745436191558838,0.15024907886981964,0.3215894103050232,0.12764860689640045,0.20855745673179626,0.3222293555736542
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.15417149662971497,0.19554263353347778,0.4154358208179474,0.27411898970603943,0.2505694031715393,0.2433311939239502
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.44152235984802246,0.18973731994628906,0.20028837025165558,0.5570666193962097,0.14651623368263245,0.2160288542509079,0.24682199954986572
nearby,0.13611137866973877,0.19478072226047516,0.2903098165988922,0.21806104481220245,0.2392946183681488,0.2903098165988922,0.3116702139377594,0.3032483756542206,0.23870696127414703,0.21162067353725433,0.17278048396110535,0.07977716624736786
city-states,0.21784049272537231,0.29645150899887085,0.3905337452888489,0.2654472291469574,0.35574212670326233,0.3905337452888489,0.3227931261062622,0.631768524646759,0.2493799775838852,0.32696494460105896,0.2536895275115967,0.23932234942913055
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26668232679367065,0.35839709639549255,0.4137537479400635,0.45456063747406006,0.2755771577358246,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.1979490965604782,0.21195319294929504,0.4735107421875,0.3677520453929901,0.25030744075775146,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.17632928490638733,0.3343164324760437,0.42630070447921753,0.19000652432441711,0.19998078048229218,0.4277172386646271,0.3130364418029785,0.2017650306224823,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.1979490965604782,0.21195319294929504,0.4735107421875,0.3677520453929901,0.25030744075775146,0.27043893933296204
