,in,what,year,was,supernanny,canceled,?
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.2099349945783615,0.20049966871738434,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.26238393783569336,0.24497857689857483,0.22068053483963013
2011,0.08290185779333115,0.04286744073033333,-0.00862041488289833,-0.022202642634510994,-0.013202393427491188,-0.013967246748507023,0.005212190095335245
cancellation,0.25790032744407654,0.2117055058479309,0.28253304958343506,0.31858792901039124,0.3435063660144806,0.7140185236930847,0.1732192039489746
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.1945221871137619,0.216777041554451,0.1826142966747284
supernanny,0.24326248466968536,0.3704535961151123,0.24967648088932037,0.22867876291275024,0.9999999403953552,0.31557172536849976,0.269413560628891
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.22581234574317932,0.24571475386619568,0.31091248989105225
extreme,0.2783166170120239,0.21726317703723907,0.15358847379684448,0.15127508342266083,0.25554248690605164,0.25307509303092957,0.12677998840808868
makeover,0.3202354609966278,0.3364202082157135,0.21772128343582153,0.3489408493041992,0.3331186771392822,0.3500573933124542,0.262256383895874
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,0.002802103292196989,-0.005115891806781292,0.04314152151346207,-0.07156077772378922
home,0.30467477440834045,0.1608789712190628,0.1549265831708908,0.25139835476875305,0.13988713920116425,0.22307850420475006,0.0757145956158638
edition,0.23735995590686798,0.10302292555570602,0.204324871301651,0.21901999413967133,0.17618267238140106,0.1355285346508026,0.20261122286319733
became,0.31047213077545166,0.1434093862771988,0.28121209144592285,0.6575068235397339,0.15153944492340088,0.2795560657978058,0.11374033987522125
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.26238393783569336,0.24497857689857483,0.22068053483963013
only,0.42992329597473145,0.41415658593177795,0.2698895335197449,0.36249664425849915,0.26117992401123047,0.2889017164707184,0.2767370045185089
remaining,0.3161192238330841,0.21802754700183868,0.19269511103630066,0.27740269899368286,0.14338992536067963,0.21327176690101624,0.16961920261383057
program,0.1994907110929489,0.25047802925109863,0.17092710733413696,0.1849333792924881,0.2686994671821594,0.33310142159461975,0.1440187245607376
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.19124546647071838,0.2942970097064972,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.26238393783569336,0.24497857689857483,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.1994880586862564,0.24933941662311554,0.2830280661582947,0.17853789031505585
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.008974763564765453,0.07252755761146545,0.07095532864332199,-0.023395681753754616
schedule,0.20525701344013214,0.22513388097286224,0.20663884282112122,0.21744026243686676,0.2531979978084564,0.4386512041091919,0.16743622720241547
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.33670201897621155,0.36758357286453247,0.32935017347335815,0.32716336846351624
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.22867876291275024,0.35665977001190186,0.18412111699581146
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.24068336188793182,0.22175079584121704,0.3171008229255676,0.15760008990764618
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.24326248466968536,0.22414077818393707,0.20430970191955566
4:3,0.06665032356977463,0.1015801876783371,0.11456825584173203,0.11720315366983414,0.17632609605789185,-0.015157715417444706,0.13303902745246887
standard,0.24721406400203705,0.22809998691082,0.1672000288963318,0.17353598773479462,0.19080905616283417,0.043489888310432434,0.17029257118701935
definition,0.20306213200092316,0.330344021320343,0.15410587191581726,0.1828300952911377,0.23763810098171234,0.14335153996944427,0.2796523869037628
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2546270191669464,0.21965299546718597,0.4130953550338745
