,on,what,date,did,espn,deportes,announce,their,deal,with,cbs,and,the,nfl,?
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.2670976221561432,0.24292799830436707,0.1508687436580658,0.24828478693962097,0.3598666191101074,0.24813804030418396,0.40749499201774597,0.25146469473838806,0.4077630043029785,0.5107308030128479,0.18523651361465454,0.2714994251728058
december,0.3479952812194824,0.19304980337619781,0.22934013605117798,0.2542226016521454,0.18654567003250122,0.2228677123785019,0.2496168464422226,0.10980401933193207,0.1561433970928192,0.14869219064712524,0.19071818888187408,0.22940969467163086,0.23266014456748962,0.22146667540073395,0.2480352818965912
28,-0.18757028877735138,-0.2335955947637558,-0.14831089973449707,-0.2346872240304947,-0.03864886239171028,-0.21310070157051086,-0.02217346988618374,-0.28634318709373474,-0.2148384004831314,-0.12594079971313477,-0.023420674726366997,-0.21765437722206116,-0.31177106499671936,-0.06322307139635086,-0.012856917455792427
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.18262942135334015,0.23202872276306152,0.19437241554260254,0.3045167922973633,0.2716866135597229,0.4120737314224243,0.18569420278072357,0.6633074283599854,0.4933079481124878,0.18939071893692017,0.31091248989105225
2015,-0.02457386814057827,-0.07269049435853958,0.16469213366508484,0.02002497762441635,-0.09497587382793427,0.2715834975242615,0.08612298220396042,-0.06577648967504501,-0.08121049404144287,-0.05818283185362816,-0.04344746470451355,0.015077123418450356,0.1466771513223648,-0.006650217808783054,-0.029954981058835983
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.18262942135334015,0.23202872276306152,0.19437241554260254,0.3045167922973633,0.2716866135597229,0.4120737314224243,0.18569420278072357,0.6633074283599854,0.4933079481124878,0.18939071893692017,0.31091248989105225
espn,0.24292799830436707,0.20291002094745636,0.11827120929956436,0.16097742319107056,1.0000001192092896,0.32324373722076416,0.26834025979042053,0.18165291845798492,0.16524167358875275,0.2131955921649933,0.5563457608222961,0.17554140090942383,0.19345609843730927,0.5740455389022827,0.1709517240524292
deportes,0.1508687436580658,0.13167431950569153,0.16956552863121033,0.13290858268737793,0.32324373722076416,1.0,0.18944983184337616,0.18161220848560333,0.18617834150791168,0.1173495352268219,0.24924056231975555,0.17138513922691345,0.19800831377506256,0.19073008000850677,0.14327947795391083
announced,0.303989976644516,0.09249057620763779,0.2904059588909149,0.2690480351448059,0.293642520904541,0.1975833624601364,0.8293300867080688,0.17570553719997406,0.26967427134513855,0.19698800146579742,0.33495259284973145,0.16773687303066254,0.2277132272720337,0.2523188889026642,0.17416009306907654
that,0.42569106817245483,0.6297725439071655,0.22681793570518494,0.47518548369407654,0.20773537456989288,0.12723979353904724,0.2828746736049652,0.4266771972179413,0.3376487195491791,0.4154358208179474,0.19930922985076904,0.4731321930885315,0.5473989248275757,0.15213505923748016,0.32716336846351624
they,0.31295230984687805,0.4431931674480438,0.1507100909948349,0.4879390597343445,0.1706043779850006,0.21808908879756927,0.20768804848194122,0.7104025483131409,0.2705901265144348,0.42091572284698486,0.19875462353229523,0.5073080658912659,0.49925389885902405,0.18115875124931335,0.2753053903579712
had,0.36692994832992554,0.23849567770957947,0.1289709359407425,0.540525496006012,0.12880071997642517,0.19615614414215088,0.31190580129623413,0.4145275354385376,0.3227500021457672,0.4739086329936981,0.20563417673110962,0.3872550129890442,0.3875846862792969,0.17032240331172943,0.20728366076946259
reached,0.321969211101532,0.20202487707138062,0.10587231069803238,0.24863581359386444,0.07601197063922882,0.18219782412052155,0.1060318648815155,0.1852993667125702,0.23479792475700378,0.20852181315422058,0.09690291434526443,0.19567863643169403,0.29860952496528625,0.12715847790241241,0.1518019139766693
an,0.3192969560623169,0.2821882665157318,0.1483449637889862,0.22598257660865784,0.1649792343378067,0.06356660276651382,0.1258845031261444,0.19624626636505127,0.1698499619960785,0.2730048894882202,0.1958426535129547,0.2838519215583801,0.4207492768764496,0.05365698039531708,0.19793890416622162
agreement,0.22078442573547363,0.2851087749004364,0.18931534886360168,0.2812501788139343,0.20771406590938568,0.2020723968744278,0.326850563287735,0.19614875316619873,0.46442872285842896,0.29106786847114563,0.18068747222423553,0.22375741600990295,0.2490699142217636,0.12350695580244064,0.15830197930335999
with,0.40749499201774597,0.2464839518070221,0.18248209357261658,0.25472134351730347,0.2131955921649933,0.1173495352268219,0.16819757223129272,0.4258328378200531,0.4295210540294647,0.9999999403953552,0.20131054520606995,0.5477725267410278,0.4223487675189972,0.18521657586097717,0.2433311939239502
cbs,0.25146469473838806,0.1950361132621765,0.15326577425003052,0.15259867906570435,0.5563457608222961,0.24924056231975555,0.2976122498512268,0.21012632548809052,0.22746992111206055,0.20131054520606995,1.0,0.2054297775030136,0.2283918708562851,0.4192144572734833,0.14594407379627228
and,0.4077630043029785,0.31309178471565247,0.21585220098495483,0.34479495882987976,0.17554140090942383,0.17138513922691345,0.14379966259002686,0.45114588737487793,0.2461770474910736,0.5477725267410278,0.2054297775030136,1.0,0.5171257257461548,0.2080700695514679,0.20544172823429108
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2190934419631958,0.516537070274353,0.23069973289966583,0.4223487675189972,0.2283918708562851,0.5171257257461548,1.0,0.15305201709270477,0.22068053483963013
nfl,0.18523651361465454,0.12579965591430664,0.15048417448997498,0.16524574160575867,0.5740455389022827,0.19073008000850677,0.2041601538658142,0.14959773421287537,0.17534451186656952,0.18521657586097717,0.4192144572734833,0.2080700695514679,0.15305201709270477,1.0,0.10610254108905792
to,0.41031414270401,0.455847829580307,0.2530132532119751,0.4452643394470215,0.21040675044059753,0.1664731502532959,0.2422245293855667,0.44619059562683105,0.29972702264785767,0.4239959120750427,0.16981691122055054,0.48971283435821533,0.535392165184021,0.1526731252670288,0.29463258385658264
be,0.37900757789611816,0.3929833769798279,0.26916593313217163,0.22657383978366852,0.15340790152549744,0.060099538415670395,0.1575320065021515,0.3200586438179016,0.2771417796611786,0.36101722717285156,0.1712784618139267,0.41766801476478577,0.4248143136501312,0.12418080866336823,0.3324260413646698
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2190934419631958,0.516537070274353,0.23069973289966583,0.4223487675189972,0.2283918708562851,0.5171257257461548,1.0,0.15305201709270477,0.22068053483963013
exclusive,0.3024895489215851,0.21354709565639496,0.10293897241353989,0.20320084691047668,0.2432229071855545,0.0978471040725708,0.1702011674642563,0.2875506281852722,0.2113146036863327,0.29852166771888733,0.2483365535736084,0.25256678462028503,0.2746652066707611,0.17118960618972778,0.14308638870716095
spanish-language,0.20654955506324768,0.3035939037799835,0.2432677149772644,0.21194985508918762,0.18362683057785034,0.2813996374607086,0.15932691097259521,0.24158306419849396,0.17190508544445038,0.17191796004772186,0.09008261561393738,0.284684419631958,0.33175456523895264,0.12628625333309174,0.3208416700363159
