,what,year,did,the,university,team,up,with,shimer,college,?
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.18841172754764557,0.3120773434638977,0.4080928862094879,0.2474716752767563,0.2160365730524063,0.20430970191955566
1896,0.11299002915620804,0.1416158527135849,0.23122188448905945,0.29002413153648376,0.035969775170087814,0.21215805411338806,0.17222638428211212,0.2447478175163269,0.11508116871118546,0.08709824830293655,0.05348491296172142
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.27699780464172363,0.23942269384860992,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.263973206281662,0.22564226388931274,0.38423117995262146,0.4223487675189972,0.28562697768211365,0.19751401245594025,0.22068053483963013
university,0.20256435871124268,0.15213046967983246,0.15114416182041168,0.263973206281662,1.0,0.24608415365219116,0.1440795660018921,0.13264121115207672,0.2346840351819992,0.6649739742279053,0.11887256056070328
affiliated,0.13132897019386292,0.19156929850578308,0.18545009195804596,0.2365114837884903,0.3334124982357025,0.2813566029071808,0.14711029827594757,0.26106855273246765,0.11451786756515503,0.34097394347190857,0.09345421195030212
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.13264121115207672,0.21111343801021576,0.38676461577415466,0.9999999403953552,0.2717931866645813,0.0926685705780983,0.2433311939239502
shimer,0.2516617476940155,0.1664872020483017,0.10122577846050262,0.28562697768211365,0.2346840351819992,0.15305204689502716,0.19174981117248535,0.2717931866645813,1.0,0.20053896307945251,0.177059605717659
college,0.20568516850471497,0.18138910830020905,0.2254478633403778,0.19751401245594025,0.6649739742279053,0.19635875523090363,0.1304188072681427,0.0926685705780983,0.20053896307945251,0.9999999403953552,0.11076676845550537
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.18841172754764557,0.3120773434638977,0.4080928862094879,0.2474716752767563,0.2160365730524063,0.20430970191955566
mount,0.158494234085083,0.2063789814710617,0.10838592052459717,0.26066282391548157,0.23449541628360748,0.09764368832111359,0.132449671626091,0.1263875812292099,0.22906899452209473,0.20575730502605438,0.10283114016056061
carroll,0.16373461484909058,0.1245427206158638,0.08868857473134995,0.19363681972026825,0.24842892587184906,0.15612970292568207,0.13709792494773865,0.23209097981452942,0.21128389239311218,0.2612782120704651,0.15856514871120453
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.27699780464172363,0.23942269384860992,0.31091248989105225
illinois,0.11792375892400742,0.1473454236984253,0.1633106768131256,0.22094658017158508,0.3013080358505249,0.1408628523349762,0.149070143699646,0.13507334887981415,0.16556833684444427,0.29971155524253845,0.10012806206941605
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.290679007768631,0.26467522978782654,0.351434588432312,0.4446153938770294,0.2749342620372772,0.24378922581672668,0.4130953550338745
