,during,what,time,period,did,income,inequality,decrease,in,the,united,states,?
as,0.29671990871429443,0.31749409437179565,0.3239102065563202,0.23129993677139282,0.3596470057964325,0.1530616581439972,0.1947982758283615,0.20124894380569458,0.3887844979763031,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.27043893933296204
an,0.21076080203056335,0.2821882665157318,0.17594800889492035,0.21285568177700043,0.22598257660865784,0.12479376047849655,0.17885848879814148,0.1773955225944519,0.2605783939361572,0.4207492768764496,0.15972375869750977,0.2041347622871399,0.19793890416622162
example,0.19390994310379028,0.3456268310546875,0.31812599301338196,0.2542102634906769,0.2528466582298279,0.25285062193870544,0.32009631395339966,0.29752784967422485,0.30483278632164,0.3755223751068115,0.22059884667396545,0.20861361920833588,0.30374911427497864
",",0.3225448727607727,0.3087472915649414,0.3029961884021759,0.25030651688575745,0.3015086054801941,0.19703416526317596,0.21822890639305115,0.16787058115005493,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
income,0.16255749762058258,0.21837803721427917,0.14685575664043427,0.2093835175037384,0.20239697396755219,1.0,0.46967795491218567,0.29398244619369507,0.1795814335346222,0.23699946701526642,0.29753777384757996,0.30292192101478577,0.14935168623924255
inequality,0.16135817766189575,0.30072227120399475,0.20081466436386108,0.17890511453151703,0.2228473722934723,0.46967795491218567,1.0000001192092896,0.3187161982059479,0.19402410089969635,0.23508106172084808,0.2821160554885864,0.3115520179271698,0.23619021475315094
did,0.30679523944854736,0.4259131848812103,0.3567926585674286,0.1760309934616089,1.0,0.20239697396755219,0.2228473722934723,0.13872548937797546,0.2593238651752472,0.34736719727516174,0.21137088537216187,0.21754568815231323,0.3023456633090973
fall,0.25730034708976746,0.26931828260421753,0.24817004799842834,0.24069423973560333,0.22550886869430542,0.15397264063358307,0.13820675015449524,0.21686704456806183,0.22958555817604065,0.3639753758907318,0.14927329123020172,0.17758828401565552,0.1656162142753601
in,0.4627237319946289,0.30808621644973755,0.3431483507156372,0.23051127791404724,0.2593238651752472,0.1795814335346222,0.19402410089969635,0.2277262806892395,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.4838213622570038,0.42745697498321533,0.43061500787734985,0.3125074505805969,0.34736719727516174,0.23699946701526642,0.23508106172084808,0.2781965136528015,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.2649564743041992,0.20036718249320984,0.23353901505470276,0.17168577015399933,0.21137088537216187,0.29753777384757996,0.2821160554885864,0.23033717274665833,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.2439209669828415,0.21526020765304565,0.25020933151245117,0.14538584649562836,0.21754568815231323,0.30292192101478577,0.3115520179271698,0.22310227155685425,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
during,1.0,0.24137552082538605,0.49996283650398254,0.5020045042037964,0.30679523944854736,0.16255749762058258,0.16135817766189575,0.2072877138853073,0.4627237319946289,0.4838213622570038,0.2649564743041992,0.2439209669828415,0.1325719803571701
its,0.23688937723636627,0.30393704771995544,0.2819722294807434,0.2426632195711136,0.19922670722007751,0.1600693166255951,0.20042453706264496,0.27916911244392395,0.3793783485889435,0.559237003326416,0.25747814774513245,0.2691997289657593,0.15103481709957123
high,0.16778922080993652,0.20466077327728271,0.2222239226102829,0.11772013455629349,0.15957149863243103,0.19670991599559784,0.22487330436706543,0.31989654898643494,0.2652597725391388,0.28034812211990356,0.21505481004714966,0.21651321649551392,0.11137914657592773
school,0.16465038061141968,0.18774057924747467,0.1853182315826416,0.1526889055967331,0.19696208834648132,0.2363562285900116,0.14652708172798157,0.10840147733688354,0.26157811284065247,0.22953221201896667,0.2464505136013031,0.23234744369983673,0.15091250836849213
movement,0.2561885714530945,0.23934946954250336,0.208505317568779,0.27538007497787476,0.12124674767255783,0.120477594435215,0.3374578058719635,0.2247559130191803,0.26725053787231445,0.339571475982666,0.15926331281661987,0.15724661946296692,0.1423349231481552
from,0.3186885714530945,0.2737620174884796,0.2964353561401367,0.2558770775794983,0.20248863101005554,0.17458222806453705,0.06381086260080338,0.17406168580055237,0.4274188280105591,0.40150508284568787,0.27339106798171997,0.24283263087272644,0.19969791173934937
1910,0.0875408798456192,0.09447703510522842,0.025561437010765076,0.05291799455881119,0.14804154634475708,0.14874473214149475,0.13397431373596191,0.07221610099077225,0.19444864988327026,0.2810934782028198,0.11754342913627625,0.1146281361579895,0.015472388826310635
to,0.2828781306743622,0.455847829580307,0.3679993152618408,0.24346192181110382,0.4452643394470215,0.27188464999198914,0.24361056089401245,0.2792290449142456,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
1940,-0.25678154826164246,-0.07308361679315567,-0.20749573409557343,-0.21691156923770905,-0.09413858503103256,-0.2218417227268219,0.05822315439581871,-0.20665185153484344,-0.2688147723674774,-0.22581081092357635,-0.1548793613910675,-0.1794767677783966,-0.1460566520690918
