,from,what,bible,book,did,the,crew,of,apollo,8,read,from,during,this,stream,of,images,?
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
crew,0.18104949593544006,0.17533187568187714,0.15029756724834442,0.12164407968521118,0.16688382625579834,0.25329816341400146,1.0,0.20427432656288147,0.36530131101608276,-0.00203023967333138,0.07405925542116165,0.18104949593544006,0.22457106411457062,0.16220484673976898,0.0998571366071701,0.20427432656288147,0.09011673927307129,0.16586194932460785
of,0.4249346852302551,0.33290785551071167,0.25664499402046204,0.22602593898773193,0.2513895630836487,0.733189046382904,0.20427432656288147,1.0,0.1786269098520279,0.03280399739742279,0.16905911266803741,0.4249346852302551,0.3869180977344513,0.45148900151252747,0.1779453009366989,1.0,0.2139289528131485,0.1826142966747284
apollo,0.14872027933597565,0.13561789691448212,0.28550902009010315,0.17802388966083527,0.1976410299539566,0.2169172167778015,0.36530131101608276,0.1786269098520279,0.9999999403953552,0.057197246700525284,0.20830665528774261,0.14872027933597565,0.22065234184265137,0.1840856671333313,0.10871752351522446,0.1786269098520279,0.18773365020751953,0.191528782248497
8,-0.039493054151535034,-0.005443718284368515,-0.003359259804710746,-0.002259007655084133,-0.004101584665477276,0.0063715726137161255,-0.00203023967333138,0.03280399739742279,0.057197246700525284,1.0,0.05109603703022003,-0.039493054151535034,0.008752277120947838,-0.087983138859272,0.04525149613618851,0.03280399739742279,0.01703602448105812,-0.04056251794099808
sent,0.2365139275789261,0.19595611095428467,0.18245470523834229,0.18282540142536163,0.3411059081554413,0.3010627329349518,0.21368008852005005,0.28923630714416504,0.2000766545534134,0.11586551368236542,0.25034627318382263,0.2365139275789261,0.22408932447433472,0.22922520339488983,0.12983521819114685,0.28923630714416504,0.17430387437343597,0.10903520882129669
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
first,0.23348960280418396,0.28086137771606445,0.21399551630020142,0.28297871351242065,0.33691170811653137,0.49448907375335693,0.22136586904525757,0.3536086082458496,0.21067003905773163,-0.0460638664662838,0.2440762221813202,0.23348960280418396,0.45377472043037415,0.41690850257873535,0.12475389987230301,0.3536086082458496,0.13583897054195404,0.18701928853988647
live,0.19593046605587006,0.20532001554965973,0.19715119898319244,0.07700134068727493,0.2321666032075882,0.2995128035545349,0.2158636599779129,0.27734068036079407,0.13241203129291534,0.01601403020322323,0.18299153447151184,0.19593046605587006,0.1744845062494278,0.20579808950424194,0.2106008231639862,0.27734068036079407,0.10334262251853943,0.19481121003627777
televised,0.1659439206123352,0.16330711543560028,0.18774951994419098,0.1526126116514206,0.24435709416866302,0.32855433225631714,0.13281585276126862,0.23927952349185944,0.1466922163963318,0.026923883706331253,0.195759579539299,0.1659439206123352,0.375067800283432,0.2476901113986969,0.11441148817539215,0.23927952349185944,0.11687391251325607,0.12888526916503906
pictures,0.20172037184238434,0.25560304522514343,0.20275531709194183,0.25090718269348145,0.16854818165302277,0.2478199452161789,0.1624433994293213,0.19921936094760895,0.22781246900558472,-0.02878754772245884,0.19637350738048553,0.20172037184238434,0.1395181119441986,0.21307611465454102,0.13254708051681519,0.19921936094760895,0.539196789264679,0.20528490841388702
of,0.4249346852302551,0.33290785551071167,0.25664499402046204,0.22602593898773193,0.2513895630836487,0.733189046382904,0.20427432656288147,1.0,0.1786269098520279,0.03280399739742279,0.16905911266803741,0.4249346852302551,0.3869180977344513,0.45148900151252747,0.1779453009366989,1.0,0.2139289528131485,0.1826142966747284
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
earth,0.1997482180595398,0.25883176922798157,0.20434443652629852,0.25950729846954346,0.15510493516921997,0.2801888585090637,0.1996253877878189,0.2329314798116684,0.3316074311733246,-0.015306207351386547,0.17860199511051178,0.1997482180595398,0.17590676248073578,0.2956106662750244,0.17632271349430084,0.2329314798116684,0.23365189135074615,0.17717236280441284
and,0.3601827025413513,0.31309178471565247,0.1976928561925888,0.28024056553840637,0.34479495882987976,0.5171257257461548,0.22802916169166565,0.5116966962814331,0.15251155197620392,-0.0012589808320626616,0.23960065841674805,0.3601827025413513,0.36462149024009705,0.42353692650794983,0.24512408673763275,0.5116966962814331,0.1939600706100464,0.20544172823429108
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
moon,0.1715833693742752,0.15898863971233368,0.19951952993869781,0.18802861869335175,0.1910509169101715,0.23613092303276062,0.24565747380256653,0.18815091252326965,0.512973427772522,0.01711699180305004,0.15069139003753662,0.1715833693742752,0.14574238657951355,0.2089548259973526,0.17423135042190552,0.18815091252326965,0.26822155714035034,0.1442703753709793
back,0.38032060861587524,0.2965294420719147,0.11968722939491272,0.13070915639400482,0.2601068317890167,0.3612101674079895,0.15587568283081055,0.23051875829696655,0.1839674711227417,0.05352332815527916,0.2579991817474365,0.38032060861587524,0.2517579197883606,0.3335767388343811,0.18117766082286835,0.23051875829696655,0.17448081076145172,0.2397768795490265
to,0.4069952368736267,0.455847829580307,0.22778454422950745,0.20275522768497467,0.4452643394470215,0.535392165184021,0.21819929778575897,0.41548454761505127,0.23190522193908691,-0.013905820436775684,0.3265438377857208,0.4069952368736267,0.2828781306743622,0.5759071707725525,0.2466391623020172,0.41548454761505127,0.2165423482656479,0.29463258385658264
earth,0.1997482180595398,0.25883176922798157,0.20434443652629852,0.25950729846954346,0.15510493516921997,0.2801888585090637,0.1996253877878189,0.2329314798116684,0.3316074311733246,-0.015306207351386547,0.17860199511051178,0.1997482180595398,0.17590676248073578,0.2956106662750244,0.17632271349430084,0.2329314798116684,0.23365189135074615,0.17717236280441284
",",0.39760664105415344,0.3087472915649414,0.18640878796577454,0.23644568026065826,0.3015086054801941,0.4933079481124878,0.2217068374156952,0.4946078956127167,0.19808128476142883,-0.02218378335237503,0.26081135869026184,0.39760664105415344,0.3225448727607727,0.4316047728061676,0.2126854658126831,0.4946078956127167,0.23035936057567596,0.31091248989105225
and,0.3601827025413513,0.31309178471565247,0.1976928561925888,0.28024056553840637,0.34479495882987976,0.5171257257461548,0.22802916169166565,0.5116966962814331,0.15251155197620392,-0.0012589808320626616,0.23960065841674805,0.3601827025413513,0.36462149024009705,0.42353692650794983,0.24512408673763275,0.5116966962814331,0.1939600706100464,0.20544172823429108
read,0.18186350166797638,0.4041415750980377,0.38750016689300537,0.36899876594543457,0.2702803909778595,0.25299927592277527,0.07405925542116165,0.16905911266803741,0.20830665528774261,0.05109603703022003,1.0,0.18186350166797638,0.13470110297203064,0.3304930031299591,0.19068269431591034,0.16905911266803741,0.29097530245780945,0.30917879939079285
from,1.0,0.2737620174884796,0.190379336476326,0.1578967273235321,0.20248863101005554,0.40150508284568787,0.18104949593544006,0.4249346852302551,0.14872027933597565,-0.039493054151535034,0.18186350166797638,1.0,0.3186885714530945,0.3469814360141754,0.2308862954378128,0.4249346852302551,0.22353748977184296,0.19969791173934937
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
creation,0.2031598687171936,0.2653278112411499,0.3133118450641632,0.2241498827934265,0.16365070641040802,0.34625571966171265,0.14021015167236328,0.35750406980514526,0.20961172878742218,-0.05858981981873512,0.18335402011871338,0.2031598687171936,0.15588144958019257,0.34056568145751953,0.1809190809726715,0.35750406980514526,0.2189176231622696,0.2407430112361908
story,0.17972806096076965,0.3410749137401581,0.4000747501850128,0.4677676856517792,0.24619799852371216,0.2915393114089966,0.16834859549999237,0.2687002420425415,0.23001667857170105,-0.04474025219678879,0.32390594482421875,0.17972806096076965,0.2292967289686203,0.2301301807165146,0.10347498208284378,0.2687002420425415,0.1650862693786621,0.2304346114397049
in,0.4274188280105591,0.30808621644973755,0.17902518808841705,0.2527170181274414,0.2593238651752472,0.6662389636039734,0.18897703289985657,0.5696388483047485,0.1461767554283142,-0.05886392667889595,0.19694635272026062,0.4274188280105591,0.4627237319946289,0.45205554366111755,0.2099897712469101,0.5696388483047485,0.1735273003578186,0.20430970191955566
the,0.40150508284568787,0.42745697498321533,0.27647915482521057,0.2652374505996704,0.34736719727516174,1.0,0.25329816341400146,0.733189046382904,0.2169172167778015,0.0063715726137161255,0.25299927592277527,0.40150508284568787,0.4838213622570038,0.6274310946464539,0.2507912814617157,0.733189046382904,0.22232814133167267,0.22068053483963013
book,0.1578967273235321,0.2872225046157837,0.4712551534175873,1.0,0.17269964516162872,0.2652374505996704,0.12164407968521118,0.22602593898773193,0.17802388966083527,-0.002259007655084133,0.36899876594543457,0.1578967273235321,0.17538011074066162,0.2779081463813782,0.1406513750553131,0.22602593898773193,0.16816246509552002,0.20572158694267273
of,0.4249346852302551,0.33290785551071167,0.25664499402046204,0.22602593898773193,0.2513895630836487,0.733189046382904,0.20427432656288147,1.0,0.1786269098520279,0.03280399739742279,0.16905911266803741,0.4249346852302551,0.3869180977344513,0.45148900151252747,0.1779453009366989,1.0,0.2139289528131485,0.1826142966747284
genesis,0.15010450780391693,0.27655747532844543,0.4781735837459564,0.39282140135765076,0.19734889268875122,0.2291790246963501,0.16730278730392456,0.16213548183441162,0.31297290325164795,-0.018599532544612885,0.24990424513816833,0.15010450780391693,0.20568178594112396,0.25847387313842773,0.10263434052467346,0.16213548183441162,0.16389356553554535,0.2113482803106308
",",0.39760664105415344,0.3087472915649414,0.18640878796577454,0.23644568026065826,0.3015086054801941,0.4933079481124878,0.2217068374156952,0.4946078956127167,0.19808128476142883,-0.02218378335237503,0.26081135869026184,0.39760664105415344,0.3225448727607727,0.4316047728061676,0.2126854658126831,0.4946078956127167,0.23035936057567596,0.31091248989105225
