,what,production,company,produced,the,animated,series,the,flintstones,for,abc,?
to,0.455847829580307,0.2144220918416977,0.24903783202171326,0.16305041313171387,0.535392165184021,0.2219563126564026,0.19879554212093353,0.535392165184021,0.1365019679069519,0.4451248347759247,0.1762417107820511,0.29463258385658264
catch,0.247139111161232,0.1272570788860321,0.053396232426166534,0.1617121398448944,0.22350099682807922,0.2301713228225708,0.23496803641319275,0.22350099682807922,0.24243409931659698,0.2616441547870636,0.16547328233718872,0.28881779313087463
up,0.28591108322143555,0.14883068203926086,0.19307924807071686,0.14556528627872467,0.38423117995262146,0.16388419270515442,0.21352851390838623,0.38423117995262146,0.23594525456428528,0.342966228723526,0.13020706176757812,0.1819818764925003
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.22260788083076477,0.4933079481124878,0.19682341814041138,0.24060699343681335,0.4933079481124878,0.24699905514717102,0.4464869201183319,0.2097204476594925,0.31091248989105225
abc,0.1317344456911087,0.23261262476444244,0.16210390627384186,0.2414293736219406,0.2068762183189392,0.3651624023914337,0.38518208265304565,0.2068762183189392,0.27111661434173584,0.22510288655757904,1.0000001192092896,0.19065172970294952
followed,0.20169416069984436,0.24334867298603058,0.15071560442447662,0.2817132771015167,0.3567860722541809,0.213604137301445,0.20884594321250916,0.3567860722541809,0.2155190110206604,0.2623760402202606,0.18081481754779816,0.20567169785499573
up,0.28591108322143555,0.14883068203926086,0.19307924807071686,0.14556528627872467,0.38423117995262146,0.16388419270515442,0.21352851390838623,0.38423117995262146,0.23594525456428528,0.342966228723526,0.13020706176757812,0.1819818764925003
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.22045251727104187,1.0,0.2584627568721771,0.31376904249191284,1.0,0.1954326629638672,0.4739971458911896,0.2068762183189392,0.22068053483963013
flintstones,0.1743185967206955,0.31363415718078613,0.1796606183052063,0.3361299932003021,0.1954326629638672,0.469122052192688,0.3875825107097626,0.1954326629638672,1.0,0.22193701565265656,0.27111661434173584,0.21507510542869568
with,0.2464839518070221,0.25508856773376465,0.24132338166236877,0.26250705122947693,0.4223487675189972,0.1522594392299652,0.17767351865768433,0.4223487675189972,0.20051780343055725,0.39140474796295166,0.17432008683681488,0.2433311939239502
another,0.4190070629119873,0.18527524173259735,0.19314377009868622,0.1583087295293808,0.5019711852073669,0.1693115234375,0.1687842309474945,0.5019711852073669,0.20038099586963654,0.36770403385162354,0.16896098852157593,0.295511931180954
animated,0.1981387585401535,0.34697461128234863,0.207563117146492,0.3858914375305176,0.2584627568721771,1.0000001192092896,0.5031037330627441,0.2584627568721771,0.469122052192688,0.21945515275001526,0.3651624023914337,0.19142872095108032
series,0.17328087985515594,0.19960786402225494,0.23864467442035675,0.2875058650970459,0.31376904249191284,0.5031037330627441,1.0000001192092896,0.31376904249191284,0.3875825107097626,0.2715710699558258,0.38518208265304565,0.1709602326154709
from,0.2737620174884796,0.1411544233560562,0.1728876233100891,0.19831010699272156,0.40150508284568787,0.1836201697587967,0.20279763638973236,0.40150508284568787,0.19570164382457733,0.314039945602417,0.12159302085638046,0.19969791173934937
hanna-barbera,0.27690231800079346,0.37585121393203735,0.31244078278541565,0.3401862680912018,0.3135928809642792,0.5137885212898254,0.3795824348926544,0.3135928809642792,0.5022156238555908,0.28218746185302734,0.4016168415546417,0.2529374063014984
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.22260788083076477,0.4933079481124878,0.19682341814041138,0.24060699343681335,0.4933079481124878,0.24699905514717102,0.4464869201183319,0.2097204476594925,0.31091248989105225
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.22045251727104187,1.0,0.2584627568721771,0.31376904249191284,1.0,0.1954326629638672,0.4739971458911896,0.2068762183189392,0.22068053483963013
jetsons,0.15691179037094116,0.291549950838089,0.2239399254322052,0.2991378605365753,0.2416982650756836,0.5229112505912781,0.427379846572876,0.2416982650756836,0.5765074491500854,0.17652471363544464,0.38949209451675415,0.23732660710811615
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.22260788083076477,0.4933079481124878,0.19682341814041138,0.24060699343681335,0.4933079481124878,0.24699905514717102,0.4464869201183319,0.2097204476594925,0.31091248989105225
which,0.5261979103088379,0.3583662211894989,0.25990763306617737,0.36149924993515015,0.6521818041801453,0.2174873948097229,0.2484029233455658,0.6521818041801453,0.2602185308933258,0.44095608592033386,0.1991286277770996,0.25814583897590637
debuted,0.08543460816144943,0.17349255084991455,0.24551475048065186,0.3154149651527405,0.28418588638305664,0.2619320750236511,0.2802524268627167,0.28418588638305664,0.24406945705413818,0.19117262959480286,0.27247121930122375,0.12089905142784119
on,0.34226128458976746,0.19293728470802307,0.23664942383766174,0.18712371587753296,0.5107308030128479,0.17662712931632996,0.23828625679016113,0.5107308030128479,0.2602778375148773,0.36199691891670227,0.2862928807735443,0.2714994251728058
september,0.2153792530298233,0.1509712189435959,0.16691817343235016,0.15748760104179382,0.2516939043998718,0.19851624965667725,0.17910413444042206,0.2516939043998718,0.18722397089004517,0.2689499855041504,0.23585575819015503,0.2665146589279175
23,0.036675017327070236,0.04224918410181999,0.06523527950048447,0.022880645468831062,-0.04008803516626358,-0.07544286549091339,-0.10668274015188217,-0.04008803516626358,-0.11401502788066864,-0.052941326051950455,-0.02172941528260708,0.012076443061232567
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.22260788083076477,0.4933079481124878,0.19682341814041138,0.24060699343681335,0.4933079481124878,0.24699905514717102,0.4464869201183319,0.2097204476594925,0.31091248989105225
1962,-0.001027831924147904,-0.0557621531188488,-0.11906114220619202,-0.05848090350627899,-0.023296929895877838,-0.031245775520801544,-0.1470051258802414,-0.023296929895877838,-0.16580311954021454,-0.07097548246383667,-0.12502028048038483,-0.008269774727523327
as,0.31749409437179565,0.24125908315181732,0.18860384821891785,0.2437988519668579,0.48381632566452026,0.2198721468448639,0.2641415596008301,0.48381632566452026,0.2655009329319,0.44774648547172546,0.2286096066236496,0.27043893933296204
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.22045251727104187,1.0,0.2584627568721771,0.31376904249191284,1.0,0.1954326629638672,0.4739971458911896,0.2068762183189392,0.22068053483963013
first,0.28086137771606445,0.21075090765953064,0.23999588191509247,0.2504335343837738,0.49448907375335693,0.2666533589363098,0.3264976441860199,0.49448907375335693,0.1980665624141693,0.3800288736820221,0.2403600513935089,0.18701928853988647
television,0.19838058948516846,0.2539292275905609,0.25623777508735657,0.2796446681022644,0.24569597840309143,0.5145096182823181,0.6111506819725037,0.24569597840309143,0.4221937358379364,0.27045196294784546,0.46871840953826904,0.16825827956199646
series,0.17328087985515594,0.19960786402225494,0.23864467442035675,0.2875058650970459,0.31376904249191284,0.5031037330627441,1.0000001192092896,0.31376904249191284,0.3875825107097626,0.2715710699558258,0.38518208265304565,0.1709602326154709
to,0.455847829580307,0.2144220918416977,0.24903783202171326,0.16305041313171387,0.535392165184021,0.2219563126564026,0.19879554212093353,0.535392165184021,0.1365019679069519,0.4451248347759247,0.1762417107820511,0.29463258385658264
be,0.3929833769798279,0.20240652561187744,0.1454060822725296,0.19579869508743286,0.4248143136501312,0.18851405382156372,0.21031107008457184,0.4248143136501312,0.1985059380531311,0.3801851272583008,0.14780379831790924,0.3324260413646698
broadcast,0.17857211828231812,0.22171650826931,0.2000226527452469,0.26949241757392883,0.2713715434074402,0.3862641453742981,0.4289170503616333,0.2713715434074402,0.26799288392066956,0.2546502649784088,0.4876510202884674,0.15760008990764618
in,0.30808621644973755,0.22079120576381683,0.22141718864440918,0.2542861998081207,0.6662389636039734,0.2128359079360962,0.2914260923862457,0.6662389636039734,0.23422248661518097,0.4322226941585541,0.1697147786617279,0.20430970191955566
color,0.2746529281139374,0.16662828624248505,0.18163663148880005,0.16959995031356812,0.21895472705364227,0.15012899041175842,0.21274156868457794,0.21895472705364227,0.24665632843971252,0.2378578633069992,0.1639925241470337,0.21299609541893005
on,0.34226128458976746,0.19293728470802307,0.23664942383766174,0.18712371587753296,0.5107308030128479,0.17662712931632996,0.23828625679016113,0.5107308030128479,0.2602778375148773,0.36199691891670227,0.2862928807735443,0.2714994251728058
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.22045251727104187,1.0,0.2584627568721771,0.31376904249191284,1.0,0.1954326629638672,0.4739971458911896,0.2068762183189392,0.22068053483963013
network,0.16917307674884796,0.2118968814611435,0.28571397066116333,0.19572307169437408,0.27187061309814453,0.3661484718322754,0.38316288590431213,0.27187061309814453,0.26355576515197754,0.253274142742157,0.4295894205570221,0.17853789031505585
.,0.3567904531955719,0.22297915816307068,0.266353577375412,0.2634154260158539,0.5934505462646484,0.22544777393341064,0.3121925890445709,0.5934505462646484,0.22793804109096527,0.4726039469242096,0.2567209303379059,0.4130953550338745
