,french,church,street,is,in,what,irish,town,?
examples,0.1240750327706337,0.11560414731502533,0.1447691172361374,0.29282552003860474,0.25567561388015747,0.26665759086608887,0.1137218251824379,0.12236835807561874,0.19976599514484406
include,0.11892600357532501,0.13315419852733612,0.12463614344596863,0.28863582015037537,0.28694382309913635,0.1535889357328415,0.09743653237819672,0.13723941147327423,0.14925788342952728
the,0.2555147111415863,0.23846197128295898,0.20947860181331635,0.5823672413825989,0.6662389636039734,0.42745697498321533,0.20936301350593567,0.2974243760108948,0.22068053483963013
huguenot,0.5233030915260315,0.3685069978237152,0.1992882937192917,0.12706810235977173,0.26198551058769226,0.1912020891904831,0.3278537094593048,0.2066217064857483,0.1359742432832718
district,0.08413456380367279,0.21484412252902985,0.24673990905284882,0.2656395733356476,0.30883273482322693,0.13126243650913239,0.11987703293561935,0.4479256868362427,0.06725285202264786
and,0.32751965522766113,0.1976170688867569,0.30381542444229126,0.3859752118587494,0.4954058527946472,0.31309178471565247,0.23241202533245087,0.2459200918674469,0.20544172823429108
french,1.0000001192092896,0.1596711128950119,0.13359862565994263,0.19312386214733124,0.22093388438224792,0.17393042147159576,0.3061264455318451,0.13479074835777283,0.1386883556842804
church,0.1596711128950119,0.9999999403953552,0.23748625814914703,0.203276589512825,0.2493300437927246,0.1944202184677124,0.19143715500831604,0.3534713089466095,0.18081501126289368
street,0.13359862565994263,0.23748625814914703,1.0000001192092896,0.1302390694618225,0.2281111478805542,0.14271703362464905,0.2059212028980255,0.2949146330356598,0.07315441966056824
in,0.22093388438224792,0.2493300437927246,0.2281111478805542,0.5394441485404968,1.0,0.30808621644973755,0.17023150622844696,0.34975525736808777,0.20430970191955566
cork,0.17001758515834808,0.19292786717414856,0.1872154325246811,0.21974433958530426,0.1957586109638214,0.11316045373678207,0.41502758860588074,0.22468611598014832,0.0914512425661087
city,0.17549027502536774,0.27134183049201965,0.3091639280319214,0.3186660706996918,0.3911624252796173,0.17493832111358643,0.1839885413646698,0.6289315819740295,0.13423943519592285
;,0.0036389094311743975,0.03897353261709213,0.10010850429534912,0.05324986204504967,0.092739537358284,0.10986888408660889,0.04309855028986931,0.09896329790353775,0.10349778085947037
and,0.32751965522766113,0.1976170688867569,0.30381542444229126,0.3859752118587494,0.4954058527946472,0.31309178471565247,0.23241202533245087,0.2459200918674469,0.20544172823429108
d'olier,0.43516674637794495,0.22608232498168945,0.24046558141708374,0.16632261872291565,0.1948154717683792,0.16717730462551117,0.09466668218374252,0.19421471655368805,0.17856183648109436
street,0.13359862565994263,0.23748625814914703,1.0000001192092896,0.1302390694618225,0.2281111478805542,0.14271703362464905,0.2059212028980255,0.2949146330356598,0.07315441966056824
in,0.22093388438224792,0.2493300437927246,0.2281111478805542,0.5394441485404968,1.0,0.30808621644973755,0.17023150622844696,0.34975525736808777,0.20430970191955566
dublin,0.1977911740541458,0.22507621347904205,0.2824280560016632,0.11435501277446747,0.21641160547733307,0.16170531511306763,0.616908848285675,0.2879580855369568,0.06738798320293427
",",0.28806620836257935,0.2707274258136749,0.22759395837783813,0.4691906273365021,0.5201468467712402,0.3087472915649414,0.24875710904598236,0.27598801255226135,0.31091248989105225
named,0.16437038779258728,0.08120343834161758,0.1972842812538147,0.28335005044937134,0.28130269050598145,0.1525408923625946,0.13900434970855713,0.21398939192295074,0.1297498345375061
after,0.18600507080554962,0.12355173379182816,0.20836135745048523,0.2835143506526947,0.44050168991088867,0.21973377466201782,0.15786683559417725,0.24902865290641785,0.16608688235282898
a,0.24285779893398285,0.19588641822338104,0.18956080079078674,0.658733606338501,0.539380669593811,0.3320399522781372,0.1664649397134781,0.2832636833190918,0.23916715383529663
high,0.11777796596288681,0.17569226026535034,0.25391656160354614,0.2383800595998764,0.2652597725391388,0.20466077327728271,0.15703818202018738,0.18861550092697144,0.11137914657592773
sheriff,0.13267381489276886,0.16755685210227966,0.18828651309013367,0.1952647566795349,0.24192985892295837,0.17842306196689606,0.27444347739219666,0.322735071182251,0.10718891024589539
and,0.32751965522766113,0.1976170688867569,0.30381542444229126,0.3859752118587494,0.4954058527946472,0.31309178471565247,0.23241202533245087,0.2459200918674469,0.20544172823429108
one,0.18462896347045898,0.15520724654197693,0.18605993688106537,0.4544198513031006,0.4129433035850525,0.376489520072937,0.18807414174079895,0.1844533234834671,0.2673267424106598
of,0.19450366497039795,0.3079429268836975,0.18984536826610565,0.4854315221309662,0.5696388483047485,0.33290785551071167,0.1534920334815979,0.26585668325424194,0.1826142966747284
the,0.2555147111415863,0.23846197128295898,0.20947860181331635,0.5823672413825989,0.6662389636039734,0.42745697498321533,0.20936301350593567,0.2974243760108948,0.22068053483963013
founders,0.2048259973526001,0.19708433747291565,0.17462597787380219,0.19440969824790955,0.20667141675949097,0.18189913034439087,0.2048904448747635,0.18854624032974243,0.13401734828948975
of,0.19450366497039795,0.3079429268836975,0.18984536826610565,0.4854315221309662,0.5696388483047485,0.33290785551071167,0.1534920334815979,0.26585668325424194,0.1826142966747284
the,0.2555147111415863,0.23846197128295898,0.20947860181331635,0.5823672413825989,0.6662389636039734,0.42745697498321533,0.20936301350593567,0.2974243760108948,0.22068053483963013
bank,0.054851945489645004,0.21336643397808075,0.2746604084968567,0.21801011264324188,0.2690856158733368,0.13934029638767242,0.10391208529472351,0.2423802614212036,0.09656643867492676
of,0.19450366497039795,0.3079429268836975,0.18984536826610565,0.4854315221309662,0.5696388483047485,0.33290785551071167,0.1534920334815979,0.26585668325424194,0.1826142966747284
ireland,0.20054125785827637,0.24738290905952454,0.19148188829421997,0.174745574593544,0.24362659454345703,0.18062788248062134,0.6727026104927063,0.2302946001291275,0.10685748606920242
.,0.2480926215648651,0.28898224234580994,0.2408841997385025,0.4569662809371948,0.5591574311256409,0.3567904531955719,0.2006680816411972,0.28254011273384094,0.4130953550338745
