,where,did,scientists,find,their,y.,pestis,sample,?
they,0.43078136444091797,0.4879390597343445,0.37977302074432373,0.3235073685646057,0.7104025483131409,-0.04885442182421684,0.28547990322113037,0.16536152362823486,0.2753053903579712
assessed,0.22635531425476074,0.23605011403560638,0.20986945927143097,0.2586982548236847,0.27991241216659546,0.1079011783003807,0.14133192598819733,0.27435311675071716,0.2556779682636261
the,0.5003893971443176,0.34736719727516174,0.25988271832466125,0.2696352005004883,0.516537070274353,-0.0005152968224138021,0.23376873135566711,0.21526014804840088,0.22068053483963013
presence,0.2646007239818573,0.16884823143482208,0.18586982786655426,0.19264806807041168,0.29482147097587585,0.06029341369867325,0.19803909957408905,0.198312446475029,0.08592845499515533
of,0.38066378235816956,0.2513895630836487,0.20474955439567566,0.2276865392923355,0.4329940676689148,0.013823704794049263,0.19618989527225494,0.23023469746112823,0.1826142966747284
dna/rna,0.1864260733127594,0.12984983623027802,0.16257917881011963,0.20250901579856873,0.18388047814369202,0.12750187516212463,0.4003824293613434,0.31717541813850403,0.1786694973707199
with,0.4142743945121765,0.25472134351730347,0.1702168732881546,0.24964970350265503,0.4258328378200531,0.011164798401296139,0.21760033071041107,0.19798777997493744,0.2433311939239502
polymerase,0.186978280544281,0.15234191715717316,0.26090118288993835,0.21914227306842804,0.20125721395015717,0.15312109887599945,0.3383720815181732,0.3043842315673828,0.1898203343153
chain,0.14954011142253876,0.09125258028507233,0.16153207421302795,0.10239224880933762,0.20241853594779968,0.009810715913772583,0.08738040924072266,0.018866991624236107,0.09208294749259949
reaction,0.2452974170446396,0.2611085772514343,0.18391217291355133,0.15817785263061523,0.17642302811145782,0.12458549439907074,0.24356679618358612,0.24375611543655396,0.2138621062040329
(,0.1970011591911316,0.18979617953300476,0.125387042760849,0.20498861372470856,0.15721023082733154,0.13315913081169128,0.165696382522583,0.1803838163614273,0.40561532974243164
pcr,0.20903122425079346,0.17499183118343353,0.29539909958839417,0.17841994762420654,0.2705846130847931,0.2420782595872879,0.25641319155693054,0.35679197311401367,0.23423458635807037
),0.20711064338684082,0.18584993481636047,0.11199764907360077,0.19802898168563843,0.1549641638994217,0.14017075300216675,0.15671733021736145,0.16274836659431458,0.42300865054130554
techniques,0.22356592118740082,0.21477444469928741,0.2271493673324585,0.21324275434017181,0.23266750574111938,0.08957508951425552,0.18636104464530945,0.26971349120140076,0.1533757448196411
for,0.38599511981010437,0.318512886762619,0.17087750136852264,0.3409616947174072,0.3406745493412018,0.04624226316809654,0.18700870871543884,0.22722089290618896,0.264628142118454
y.,0.03664446249604225,-0.08142596483230591,-0.009953705593943596,0.1053103655576706,-0.010987780056893826,1.0,0.008903087116777897,0.21373513340950012,0.14909613132476807
pestis,0.23489247262477875,0.14983123540878296,0.25728869438171387,0.1986323446035385,0.22113734483718872,0.008903087116777897,1.0000001192092896,0.22405962646007538,0.2471543848514557
from,0.3713873624801636,0.20248863101005554,0.2609514594078064,0.1723015159368515,0.3038119673728943,-0.03315708413720131,0.19019633531570435,0.2401047796010971,0.19969791173934937
the,0.5003893971443176,0.34736719727516174,0.25988271832466125,0.2696352005004883,0.516537070274353,-0.0005152968224138021,0.23376873135566711,0.21526014804840088,0.22068053483963013
tooth,0.11531275510787964,0.1516563892364502,0.16572830080986023,0.29723525047302246,0.1938750445842743,-0.07308130711317062,0.22728034853935242,0.19017522037029266,0.0623156912624836
sockets,0.2660732865333557,0.12577085196971893,0.22789156436920166,0.17669454216957092,0.2522750496864319,0.1265389323234558,0.2718496322631836,0.19011877477169037,0.13044747710227966
in,0.5344807505607605,0.2593238651752472,0.1995355486869812,0.2040027230978012,0.34976133704185486,-0.0645652711391449,0.16708125174045563,0.12506021559238434,0.20430970191955566
human,0.19433043897151947,0.15822581946849823,0.2633882761001587,0.20139934122562408,0.3221946358680725,-0.0026512877084314823,0.34866657853126526,0.2342463582754135,0.19748784601688385
skeletons,0.21333296597003937,0.1630324423313141,0.26878130435943604,0.26792165637016296,0.22575579583644867,-0.04502853751182556,0.2730523347854614,0.16116216778755188,0.13581369817256927
from,0.3713873624801636,0.20248863101005554,0.2609514594078064,0.1723015159368515,0.3038119673728943,-0.03315708413720131,0.19019633531570435,0.2401047796010971,0.19969791173934937
mass,0.18837785720825195,0.1598033756017685,0.17614254355430603,0.18769927322864532,0.18290048837661743,0.07723069190979004,0.1523699313402176,0.2929437458515167,0.2076406031847
graves,0.24975194036960602,0.1933411806821823,0.20864903926849365,0.2540796995162964,0.22266174852848053,-0.14567606151103973,0.20141108334064484,0.14203087985515594,0.1868567168712616
in,0.5344807505607605,0.2593238651752472,0.1995355486869812,0.2040027230978012,0.34976133704185486,-0.0645652711391449,0.16708125174045563,0.12506021559238434,0.20430970191955566
northern,0.2461140751838684,0.14611519873142242,0.11964086443185806,0.1403251588344574,0.16328345239162445,-0.10696589946746826,0.1592225879430771,0.04770490899682045,0.13149388134479523
",",0.3149496018886566,0.3015086054801941,0.25785407423973083,0.27622509002685547,0.3045167922973633,-0.0173106100410223,0.2664850056171417,0.2076527625322342,0.31091248989105225
central,0.24971573054790497,0.14962437748908997,0.1862601935863495,0.1581345945596695,0.14308218657970428,-0.0015756117645651102,0.1657809317111969,0.12356171756982803,0.14787602424621582
and,0.43859338760375977,0.34479495882987976,0.20514336228370667,0.3228435218334198,0.45114588737487793,-0.017943840473890305,0.21790508925914764,0.22827143967151642,0.20544172823429108
southern,0.2580642104148865,0.13322393596172333,0.1453702449798584,0.14142507314682007,0.16032712161540985,-0.07583115249872208,0.16847196221351624,0.09501630067825317,0.11225555837154388
europe,0.2320680469274521,0.22473940253257751,0.16927121579647064,0.1646815538406372,0.24921712279319763,-0.0973181203007698,0.22805875539779663,0.08187542110681534,0.18278923630714417
that,0.4876193106174469,0.47518548369407654,0.3470602035522461,0.38642045855522156,0.4266771972179413,0.032847706228494644,0.2785785496234894,0.25872164964675903,0.32716336846351624
were,0.2363632768392563,0.4162326455116272,0.2644626498222351,0.17437532544136047,0.43277356028556824,-0.10727162659168243,0.19339026510715485,0.1219688132405281,0.17890112102031708
associated,0.2500753402709961,0.1503729224205017,0.16876740753650665,0.16558338701725006,0.23686662316322327,0.056420207023620605,0.2465537041425705,0.12352493405342102,0.1453326791524887
archaeologically,0.3081902861595154,0.12003779411315918,0.2489130198955536,0.31190556287765503,0.19061049818992615,-0.044878240674734116,0.27380433678627014,0.1756085753440857,0.13284285366535187
with,0.4142743945121765,0.25472134351730347,0.1702168732881546,0.24964970350265503,0.4258328378200531,0.011164798401296139,0.21760033071041107,0.19798777997493744,0.2433311939239502
the,0.5003893971443176,0.34736719727516174,0.25988271832466125,0.2696352005004883,0.516537070274353,-0.0005152968224138021,0.23376873135566711,0.21526014804840088,0.22068053483963013
black,0.1594732403755188,0.14310608804225922,0.1829344779253006,0.14454905688762665,0.25548693537712097,-0.08199706673622131,0.18916335701942444,0.1758164018392563,0.15159966051578522
death,0.166978120803833,0.2252790331840515,0.10051016509532928,0.17010550200939178,0.19749301671981812,-0.015693578869104385,0.2285131812095642,0.09351647645235062,0.21149799227714539
and,0.43859338760375977,0.34479495882987976,0.20514336228370667,0.3228435218334198,0.45114588737487793,-0.017943840473890305,0.21790508925914764,0.22827143967151642,0.20544172823429108
subsequent,0.16056573390960693,0.27863436937332153,0.11043128371238708,0.1176183670759201,0.20029868185520172,0.05783829838037491,0.16983485221862793,0.11360222846269608,0.13111010193824768
resurgences,0.22172603011131287,0.24981249868869781,0.28298652172088623,0.17574620246887207,0.28408658504486084,-0.05079236626625061,0.26025697588920593,0.14964285492897034,0.17963463068008423
.,0.41390106081962585,0.35288307070732117,0.22514508664608002,0.3133861720561981,0.34427863359451294,0.034963399171829224,0.2792564034461975,0.21376091241836548,0.4130953550338745
