,how,many,degrees,south,did,the,amazon,rainforest,reach,from,66-34,mya,?
from,0.22939439117908478,0.33099696040153503,0.24367117881774902,0.308648020029068,0.20248863101005554,0.40150508284568787,0.08236479759216309,0.20909366011619568,0.19722355902194977,1.0,0.0792728066444397,0.15393464267253876,0.19969791173934937
66–34,0.0655895546078682,0.02490725927054882,0.00590662332251668,-0.04725364223122597,0.08868498355150223,-0.017640255391597748,-0.06517403572797775,-0.03732705116271973,-0.05086887255311012,-0.031624067574739456,-0.020242519676685333,-0.0581473670899868,0.029248163104057312
mya,0.1832091361284256,0.1735914945602417,0.15617825090885162,0.23017486929893494,0.11862305551767349,0.1532435119152069,0.17866691946983337,0.3622607886791229,0.1902257651090622,0.15393464267253876,0.0285296943038702,1.0,0.2211715579032898
",",0.22659391164779663,0.40610817074775696,0.2107638567686081,0.3256652057170868,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.2441277652978897,0.39760664105415344,0.18331710994243622,0.20292571187019348,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.22473014891147614,0.3129390776157379,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.31808504462242126,0.40150508284568787,0.16644151508808136,0.1532435119152069,0.22068053483963013
rainforest,0.15943723917007446,0.30444011092185974,0.20958340167999268,0.3335019052028656,0.0939265564084053,0.2571161389350891,0.48046615719795227,1.0,0.24572284519672394,0.20909366011619568,0.13362325727939606,0.3622607886791229,0.1917492002248764
extended,0.1505790501832962,0.1898389756679535,0.1774115115404129,0.1459486186504364,0.22313983738422394,0.3160722553730011,0.13157714903354645,0.1071692481637001,0.2529534697532654,0.21253903210163116,0.04397787153720856,0.1682806760072708,0.17568568885326385
as,0.33782753348350525,0.4070141911506653,0.21476560831069946,0.21022742986679077,0.3596470057964325,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.22874177992343903,0.3251767158508301,0.149009570479393,0.16993680596351624,0.27043893933296204
far,0.3041025996208191,0.3463234305381775,0.21835185587406158,0.29976871609687805,0.2696933448314667,0.38564538955688477,0.2511804699897766,0.26681652665138245,0.2918662130832672,0.3038284182548523,0.12283758819103241,0.24205295741558075,0.2170870453119278
south,0.11786635220050812,0.2319321483373642,0.20311768352985382,1.0000001192092896,0.1510593444108963,0.3129390776157379,0.23864558339118958,0.3335019052028656,0.19229374825954437,0.308648020029068,0.13394594192504883,0.23017486929893494,0.12336621433496475
as,0.33782753348350525,0.4070141911506653,0.21476560831069946,0.21022742986679077,0.3596470057964325,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.22874177992343903,0.3251767158508301,0.149009570479393,0.16993680596351624,0.27043893933296204
45°,-0.07974297553300858,0.024775832891464233,0.029542746022343636,0.03376966342329979,0.10663186013698578,0.03824855014681816,-0.07043644785881042,-0.10959982872009277,-0.021756697446107864,0.06765677034854889,-0.029256071895360947,-0.1365290731191635,-0.08168196678161621
.,0.3287222981452942,0.3974229395389557,0.23894986510276794,0.2798699140548706,0.35288307070732117,0.5934505462646484,0.262887567281723,0.25713270902633667,0.2684406638145447,0.41536515951156616,0.1931914985179901,0.17246311902999878,0.4130953550338745
