,who,selected,the,first,apollo,crew,?
deke,0.35994869470596313,0.12923045456409454,0.13268060982227325,0.3211051821708679,0.2923809885978699,0.2569580078125,0.2791919708251953
slayton,0.2981281578540802,0.13295698165893555,0.1978636533021927,0.23163387179374695,0.2738702595233917,0.2105407863855362,0.22689397633075714
",",0.3365725874900818,0.21025213599205017,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
the,0.3733934462070465,0.31003430485725403,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
grounded,0.21037305891513824,0.19386567175388336,0.2820974290370941,0.16590192914009094,0.16952994465827942,0.3142886757850647,0.11795409768819809
mercury,0.14388059079647064,0.159561425447464,0.2059478461742401,0.13525766134262085,0.41751042008399963,0.15639591217041016,0.10977116972208023
astronaut,0.1991472989320755,0.14376850426197052,0.12738145887851715,0.21120066940784454,0.5247572660446167,0.3696134090423584,0.13949722051620483
who,0.9999998807907104,0.25855591893196106,0.3733934462070465,0.39065709710121155,0.19149452447891235,0.28323259949684143,0.26220351457595825
became,0.2624726891517639,0.23777548968791962,0.36325156688690186,0.37862223386764526,0.12017035484313965,0.15132975578308105,0.11374033987522125
director,0.19509299099445343,0.18368001282215118,0.19949141144752502,0.19072428345680237,0.19275495409965515,0.14967921376228333,0.09360282123088837
of,0.2827862501144409,0.27315807342529297,0.733189046382904,0.3536086082458496,0.1786269098520279,0.20427432656288147,0.1826142966747284
flight,0.07788171619176865,0.14601226150989532,0.2498224973678589,0.23871742188930511,0.31322264671325684,0.4442804455757141,0.20568472146987915
crew,0.28323259949684143,0.1897643804550171,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
operations,0.18454647064208984,0.13800731301307678,0.2928410470485687,0.21178287267684937,0.131212055683136,0.26068007946014404,0.13622350990772247
for,0.37110671401023865,0.4079265892505646,0.4739971458911896,0.3800288736820221,0.18462510406970978,0.22704027593135834,0.264628142118454
the,0.3733934462070465,0.31003430485725403,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
gemini,0.15008172392845154,0.14287345111370087,0.24857638776302338,0.23570014536380768,0.5220452547073364,0.2829688787460327,0.14296509325504303
and,0.41279885172843933,0.25557422637939453,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.22802916169166565,0.20544172823429108
apollo,0.19149452447891235,0.17875351011753082,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.36530131101608276,0.191528782248497
programs,0.2319195568561554,0.2642168402671814,0.21757709980010986,0.20401053130626678,0.22120101749897003,0.15630346536636353,0.16452431678771973
",",0.3365725874900818,0.21025213599205017,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
selected,0.25855591893196106,0.9999998807907104,0.31003430485725403,0.3143344521522522,0.17875351011753082,0.1897643804550171,0.19565007090568542
the,0.3733934462070465,0.31003430485725403,1.0,0.49448907375335693,0.2169172167778015,0.25329816341400146,0.22068053483963013
first,0.39065709710121155,0.3143344521522522,0.49448907375335693,1.0,0.21067003905773163,0.22136586904525757,0.18701928853988647
apollo,0.19149452447891235,0.17875351011753082,0.2169172167778015,0.21067003905773163,0.9999999403953552,0.36530131101608276,0.191528782248497
crew,0.28323259949684143,0.1897643804550171,0.25329816341400146,0.22136586904525757,0.36530131101608276,1.0,0.16586194932460785
in,0.2792111933231354,0.19912077486515045,0.6662389636039734,0.4127444326877594,0.1461767554283142,0.18897703289985657,0.20430970191955566
january,0.20979668200016022,0.15384384989738464,0.2467057853937149,0.2734774649143219,0.15597297251224518,0.1624402552843094,0.28608936071395874
1966,0.008801804855465889,-0.009755421429872513,-0.0162473414093256,0.001165196648798883,0.07825193554162979,-0.029626626521348953,0.08956238627433777
",",0.3365725874900818,0.21025213599205017,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
with,0.3282766342163086,0.18977001309394836,0.4223487675189972,0.2691199779510498,0.1249200850725174,0.18058010935783386,0.2433311939239502
grissom,0.24186021089553833,0.17830371856689453,0.23234018683433533,0.28052282333374023,0.47608157992362976,0.4065512418746948,0.20562298595905304
as,0.3923053741455078,0.25986120104789734,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
command,0.23636431992053986,0.1988653540611267,0.27488255500793457,0.2783474922180176,0.2812953591346741,0.28953298926353455,0.13402260839939117
pilot,0.19510570168495178,0.16696812212467194,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
",",0.3365725874900818,0.21025213599205017,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
white,0.19768168032169342,0.17937137186527252,0.25492873787879944,0.22259800136089325,0.1497035026550293,0.18929274380207062,0.124679796397686
as,0.3923053741455078,0.25986120104789734,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
senior,0.31078362464904785,0.29334935545921326,0.24212658405303955,0.2735283672809601,0.1454075425863266,0.187391459941864,0.104712575674057
pilot,0.19510570168495178,0.16696812212467194,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
",",0.3365725874900818,0.21025213599205017,0.4933079481124878,0.34503069519996643,0.19808128476142883,0.2217068374156952,0.31091248989105225
and,0.41279885172843933,0.25557422637939453,0.5171257257461548,0.3167642652988434,0.15251155197620392,0.22802916169166565,0.20544172823429108
rookie,0.17461314797401428,0.2930780351161957,0.2438497394323349,0.24955706298351288,0.14270329475402832,0.17560738325119019,0.14955708384513855
donn,0.2504380941390991,0.15760880708694458,0.21779371798038483,0.2539541721343994,0.25917255878448486,0.3225523829460144,0.15848851203918457
f.,0.16394910216331482,0.07246483117341995,0.18440215289592743,0.13310599327087402,0.03540044650435448,0.1655404269695282,0.11007396876811981
eisele,0.15218181908130646,0.2623755931854248,0.25543972849845886,0.2625060975551605,0.3578231930732727,0.214498832821846,0.15890517830848694
as,0.3923053741455078,0.25986120104789734,0.48381632566452026,0.33842000365257263,0.15543952584266663,0.15990298986434937,0.27043893933296204
pilot,0.19510570168495178,0.16696812212467194,0.17881006002426147,0.27490973472595215,0.35071489214897156,0.43303799629211426,0.08986082673072815
.,0.3541337847709656,0.25913435220718384,0.5934505462646484,0.4345304071903229,0.22384987771511078,0.24222686886787415,0.4130953550338745
