,jenggis,is,the,adjectival,form,of,what,word,?
however,0.32101166248321533,0.33769986033439636,0.49814513325691223,0.2289823442697525,0.35340234637260437,0.3800618350505829,0.4480680823326111,0.2778487503528595,0.2152075469493866
",",0.4372473359107971,0.4691906273365021,0.4933079481124878,0.24832402169704437,0.21805599331855774,0.4946078956127167,0.3087472915649414,0.24605005979537964,0.31091248989105225
it,0.3256101608276367,0.6328473687171936,0.6251175999641418,0.3135809600353241,0.31451088190078735,0.38761502504348755,0.45803478360176086,0.27098557353019714,0.25732165575027466
seems,0.2303851842880249,0.37194547057151794,0.29218462109565735,0.27921921014785767,0.2191891223192215,0.24281619489192963,0.41127294301986694,0.2970406413078308,0.43843233585357666
that,0.30676186084747314,0.3995479643344879,0.5473989248275757,0.23890885710716248,0.31894639134407043,0.41498205065727234,0.6297725439071655,0.31071701645851135,0.32716336846351624
if,0.25068023800849915,0.30927813053131104,0.33724796772003174,0.30941474437713623,0.3340464234352112,0.2557544410228729,0.5277165174484253,0.2282087504863739,0.4441644251346588
they,0.25555241107940674,0.330102801322937,0.49925389885902405,0.18519137799739838,0.33286890387535095,0.3426007330417633,0.4431931674480438,0.21869497001171112,0.2753053903579712
had,0.26985275745391846,0.2932159900665283,0.3875846862792969,0.023673351854085922,0.15185905992984772,0.37755560874938965,0.23849567770957947,0.15408852696418762,0.20728366076946259
meant,0.23594750463962555,0.24975553154945374,0.34852901101112366,0.26645708084106445,0.1600949913263321,0.2713906168937683,0.40698376297950745,0.42459240555763245,0.28817421197891235
to,0.2348995804786682,0.42745086550712585,0.535392165184021,0.20528534054756165,0.2772196829319,0.41548454761505127,0.455847829580307,0.2865414023399353,0.29463258385658264
call,0.2236265391111374,0.2742006778717041,0.26640447974205017,0.3070255517959595,0.2378227412700653,0.2378445267677307,0.3242133855819702,0.3234679698944092,0.23091886937618256
genghis,0.45313629508018494,0.1866190880537033,0.3448939025402069,0.20851998031139374,0.15227730572223663,0.2938849925994873,0.24369274079799652,0.18000701069831848,0.18813461065292358
tenggis,0.8124720454216003,0.3285512924194336,0.34892356395721436,0.3033207952976227,0.20924970507621765,0.3097783625125885,0.2941531240940094,0.26699426770210266,0.27265721559524536
they,0.25555241107940674,0.330102801322937,0.49925389885902405,0.18519137799739838,0.33286890387535095,0.3426007330417633,0.4431931674480438,0.21869497001171112,0.2753053903579712
could,0.21558891236782074,0.2763098180294037,0.35393214225769043,0.18168486654758453,0.19663512706756592,0.29043012857437134,0.4188697934150696,0.29157623648643494,0.3411986827850342
have,0.283952534198761,0.3613572418689728,0.40389683842658997,0.17834444344043732,0.3062373399734497,0.3802283704280853,0.39808809757232666,0.2115316241979599,0.32991164922714233
said,0.2604447901248932,0.2595660388469696,0.3024602234363556,0.1505376696586609,0.2093934565782547,0.29014745354652405,0.3951668441295624,0.2141859531402588,0.28991883993148804
",",0.4372473359107971,0.4691906273365021,0.4933079481124878,0.24832402169704437,0.21805599331855774,0.4946078956127167,0.3087472915649414,0.24605005979537964,0.31091248989105225
and,0.3536980450153351,0.3859752118587494,0.5171257257461548,0.18238265812397003,0.30469027161598206,0.5116966962814331,0.31309178471565247,0.20273149013519287,0.20544172823429108
written,0.20269565284252167,0.2634589672088623,0.2582438886165619,0.21340586245059967,0.20266403257846832,0.20874574780464172,0.25412634015083313,0.2088097631931305,0.21451954543590546
",",0.4372473359107971,0.4691906273365021,0.4933079481124878,0.24832402169704437,0.21805599331855774,0.4946078956127167,0.3087472915649414,0.24605005979537964,0.31091248989105225
``,0.07299605756998062,0.058766357600688934,0.029072100296616554,0.16934743523597717,0.11812715977430344,0.06780257821083069,0.008517155423760414,0.12403237819671631,0.0685480609536171
tenggis,0.8124720454216003,0.3285512924194336,0.34892356395721436,0.3033207952976227,0.20924970507621765,0.3097783625125885,0.2941531240940094,0.26699426770210266,0.27265721559524536
khan,0.312270849943161,0.20103248953819275,0.21067845821380615,0.1547977477312088,0.1023179441690445,0.17124508321285248,0.16476042568683624,0.09807940572500229,0.12862591445446014
'',-0.003987734206020832,0.0793738141655922,0.041273195296525955,0.05113459378480911,-0.04621269181370735,0.13035868108272552,0.08143015950918198,0.05225009098649025,0.018684765323996544
",",0.4372473359107971,0.4691906273365021,0.4933079481124878,0.24832402169704437,0.21805599331855774,0.4946078956127167,0.3087472915649414,0.24605005979537964,0.31091248989105225
which,0.3113475739955902,0.4457404911518097,0.6521818041801453,0.27865877747535706,0.4024239182472229,0.5011631846427917,0.5261979103088379,0.3399123549461365,0.25814583897590637
they,0.25555241107940674,0.330102801322937,0.49925389885902405,0.18519137799739838,0.33286890387535095,0.3426007330417633,0.4431931674480438,0.21869497001171112,0.2753053903579712
did,0.17860756814479828,0.19247472286224365,0.34736719727516174,0.09587746113538742,0.18086659908294678,0.2513895630836487,0.4259131848812103,0.16434818506240845,0.3023456633090973
not,0.23416998982429504,0.3776007890701294,0.4310511648654938,0.2928582727909088,0.298634797334671,0.3307090103626251,0.5449194312095642,0.2535132169723511,0.41942933201789856
.,0.3728726804256439,0.4569662809371948,0.5934505462646484,0.20792236924171448,0.28317511081695557,0.5352458953857422,0.3567904531955719,0.13155406713485718,0.4130953550338745
),0.32179898023605347,0.37732169032096863,0.3456730246543884,0.2824349105358124,0.20926380157470703,0.3680361211299896,0.26259949803352356,0.18387003242969513,0.42300865054130554
