,how,old,were,some,of,the,oldest,rock,samples,found,on,the,moon,?
they,0.43247655034065247,0.23477309942245483,0.5580583214759827,0.5894032716751099,0.3426007330417633,0.49925389885902405,0.2041393369436264,0.23386521637439728,0.2326037436723709,0.3030489683151245,0.31295230984687805,0.49925389885902405,0.2035096138715744,0.2753053903579712
range,0.15032252669334412,0.12858952581882477,0.1852422058582306,0.3333519399166107,0.234999418258667,0.2311336100101471,0.034065619111061096,0.21144750714302063,0.25801047682762146,0.20255573093891144,0.19070495665073395,0.2311336100101471,0.11775901168584824,0.1204894632101059
in,0.2601168751716614,0.2865324318408966,0.3815755248069763,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.33251360058784485,0.19663549959659576,0.13152313232421875,0.39141854643821716,0.46853652596473694,0.6662389636039734,0.1284755915403366,0.20430970191955566
age,0.17137715220451355,0.3780447840690613,0.20031394064426422,0.15738306939601898,0.2372717410326004,0.24711290001869202,0.3209105134010315,0.17315417528152466,0.21264304220676422,0.21284176409244537,0.23768801987171173,0.24711290001869202,0.15195977687835693,0.16859300434589386
from,0.22939439117908478,0.26649054884910583,0.29991888999938965,0.35210713744163513,0.4249346852302551,0.40150508284568787,0.1716088354587555,0.22637957334518433,0.24089361727237701,0.15488772094249725,0.36926645040512085,0.40150508284568787,0.1715833693742752,0.19969791173934937
about,0.44264400005340576,0.2740228772163391,0.29814305901527405,0.42107653617858887,0.40939709544181824,0.37995871901512146,0.1865159273147583,0.18551352620124817,0.21771369874477386,0.2971428334712982,0.322975218296051,0.37995871901512146,0.17141024768352509,0.302409827709198
3.2,-0.01609557680785656,0.015871604904532433,0.12895403802394867,0.10439269244670868,0.19113466143608093,0.2006068378686905,0.11696555465459824,0.06483452767133713,-0.027700800448656082,-0.05046984553337097,0.10054836422204971,0.2006068378686905,0.04098452255129814,0.012435371056199074
billion,0.2582297921180725,0.2103305459022522,0.16785979270935059,0.25739604234695435,0.19335569441318512,0.2162325382232666,0.20225955545902252,0.14849825203418732,0.16948947310447693,0.16557899117469788,0.15091213583946228,0.2162325382232666,0.18479765951633453,0.25791820883750916
years,0.21949264407157898,0.4551808536052704,0.3048669695854187,0.22341805696487427,0.2904134690761566,0.2912273406982422,0.3353780210018158,0.16024799644947052,0.2059382051229477,0.21100080013275146,0.2152649462223053,0.2912273406982422,0.18773065507411957,0.1914375126361847
for,0.3308170735836029,0.2211335301399231,0.33592689037323,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.16757676005363464,0.20388811826705933,0.23178832232952118,0.19707661867141724,0.36199691891670227,0.4739971458911896,0.2043032944202423,0.264628142118454
the,0.33890387415885925,0.31849798560142517,0.3906462490558624,0.4566698372364044,0.733189046382904,1.0,0.30836519598960876,0.23786304891109467,0.2069351226091385,0.3452354073524475,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
basaltic,0.15075214207172394,0.1921032816171646,0.2777710556983948,0.29548826813697815,0.290884792804718,0.3145388960838318,0.20107312500476837,0.3957964777946472,0.25013071298599243,0.2831667363643646,0.23077119886875153,0.3145388960838318,0.24769701063632965,0.06711030751466751
samples,0.29787811636924744,0.1398279219865799,0.2064536213874817,0.2630777060985565,0.19450756907463074,0.2069351226091385,0.10424243658781052,0.3065677583217621,1.0000001192092896,0.26458656787872314,0.19188322126865387,0.2069351226091385,0.3050103485584259,0.1777840405702591
derived,0.15047717094421387,0.20371992886066437,0.20440877974033356,0.24331973493099213,0.28474852442741394,0.26961472630500793,0.17551720142364502,0.17219872772693634,0.2858048379421234,0.15236736834049225,0.12176051735877991,0.26961472630500793,0.09335720539093018,0.1241099163889885
from,0.22939439117908478,0.26649054884910583,0.29991888999938965,0.35210713744163513,0.4249346852302551,0.40150508284568787,0.1716088354587555,0.22637957334518433,0.24089361727237701,0.15488772094249725,0.36926645040512085,0.40150508284568787,0.1715833693742752,0.19969791173934937
the,0.33890387415885925,0.31849798560142517,0.3906462490558624,0.4566698372364044,0.733189046382904,1.0,0.30836519598960876,0.23786304891109467,0.2069351226091385,0.3452354073524475,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
lunar,0.21081319451332092,0.14972451329231262,0.19600282609462738,0.18195542693138123,0.204553484916687,0.23309995234012604,0.16584692895412445,0.1880037933588028,0.2948051393032074,0.15646006166934967,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.1628302037715912
maria,0.08939111977815628,0.11574648320674896,0.1747012585401535,0.150547057390213,0.2167290449142456,0.15531538426876068,0.17457345128059387,0.2057959884405136,0.14418484270572662,0.0959227904677391,0.20156139135360718,0.15531538426876068,0.08616970479488373,0.16458186507225037
",",0.22659391164779663,0.26524028182029724,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.23638197779655457,0.2775712311267853,0.2364167869091034,0.27385151386260986,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.31091248989105225
to,0.44169697165489197,0.2412436157464981,0.31913647055625916,0.4636894166469574,0.41548454761505127,0.535392165184021,0.16884976625442505,0.22657817602157593,0.19206596910953522,0.25225648283958435,0.41031414270401,0.535392165184021,0.17707908153533936,0.29463258385658264
about,0.44264400005340576,0.2740228772163391,0.29814305901527405,0.42107653617858887,0.40939709544181824,0.37995871901512146,0.1865159273147583,0.18551352620124817,0.21771369874477386,0.2971428334712982,0.322975218296051,0.37995871901512146,0.17141024768352509,0.302409827709198
