,where,are,these,dams,located,?
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.29891788959503174,0.407527357339859,0.22068053483963013
largest,0.2018657773733139,0.23992078006267548,0.20405367016792297,0.3429769277572632,0.37509143352508545,0.12401245534420013
share,0.13674965500831604,0.3582197427749634,0.3329145312309265,0.14093327522277832,0.10368280857801437,0.1754547506570816
of,0.38066378235816956,0.39081433415412903,0.42684608697891235,0.2651751637458801,0.32520920038223267,0.1826142966747284
kenya,0.20705291628837585,0.1597108691930771,0.10835309326648712,0.2596224546432495,0.14901871979236603,0.17197901010513306
's,0.0007701900321990252,-0.008927806280553341,0.026068098843097687,0.05226697400212288,-0.031078986823558807,-0.023395681753754616
electricity,0.28470563888549805,0.22218459844589233,0.2817538380622864,0.45340481400489807,0.2154320776462555,0.17856204509735107
supply,0.2809525430202484,0.22798548638820648,0.26466092467308044,0.41105344891548157,0.2385411560535431,0.14298182725906372
comes,0.24599599838256836,0.28406092524528503,0.2070532590150833,0.12082477658987045,0.20424765348434448,0.15980161726474762
from,0.3713873624801636,0.2674213647842407,0.2928802967071533,0.20334741473197937,0.2290649116039276,0.19969791173934937
hydroelectric,0.22451792657375336,0.19812855124473572,0.22503075003623962,0.6274858713150024,0.3072679340839386,0.1409498006105423
stations,0.23675303161144257,0.28331783413887024,0.29956209659576416,0.32976818084716797,0.29452770948410034,0.13192185759544373
at,0.4402937591075897,0.2074895054101944,0.2638600766658783,0.11613766849040985,0.3688831031322479,0.21978627145290375
dams,0.20037931203842163,0.27254557609558105,0.269090861082077,0.9999999403953552,0.21138159930706024,0.09989771246910095
along,0.3530636131763458,0.28655800223350525,0.29171881079673767,0.22801977396011353,0.25649192929267883,0.17134909331798553
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.29891788959503174,0.407527357339859,0.22068053483963013
upper,0.23894330859184265,0.17645308375358582,0.24697716534137726,0.23834183812141418,0.2913903295993805,0.051342256367206573
tana,0.15561185777187347,0.109885573387146,0.11615462601184845,0.21159669756889343,0.2519664764404297,0.0840720608830452
river,0.1886204034090042,0.10382523387670517,0.13091784715652466,0.4241848886013031,0.29117700457572937,0.15390869975090027
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.24253904819488525,0.2678719460964203,0.31091248989105225
as,0.35409465432167053,0.3826591968536377,0.3802948296070099,0.23047111928462982,0.20928777754306793,0.27043893933296204
well,0.4122413992881775,0.44987359642982483,0.47953787446022034,0.2577645480632782,0.18824397027492523,0.24815571308135986
as,0.35409465432167053,0.3826591968536377,0.3802948296070099,0.23047111928462982,0.20928777754306793,0.27043893933296204
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.29891788959503174,0.407527357339859,0.22068053483963013
turkwel,0.21957862377166748,0.2222461849451065,0.23232212662696838,0.2777741253376007,0.25117143988609314,0.20123505592346191
gorge,0.26789888739585876,0.20622026920318604,0.21284042298793793,0.3381776809692383,0.22076892852783203,0.1263076812028885
dam,0.15216213464736938,0.07122485339641571,0.10028768330812454,0.6051568984985352,0.18746665120124817,0.08216840028762817
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.23740074038505554,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.29891788959503174,0.407527357339859,0.22068053483963013
west,0.22786299884319305,0.16996237635612488,0.1721837818622589,0.19989356398582458,0.3266756236553192,0.12088293582201004
.,0.41390106081962585,0.3452940285205841,0.3840779960155487,0.259218692779541,0.28226932883262634,0.4130953550338745
