,when,were,the,financial,interest,and,syndication,rules,repealed,?
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.23881284892559052,0.27232617139816284,0.4954058527946472,0.2597505450248718,0.2252369076013565,0.28142809867858887,0.20430970191955566
1993,0.006377574522048235,0.0011935140937566757,-0.03424737602472305,0.09121248871088028,0.14239279925823212,-0.03738993778824806,-0.06170171499252319,0.12440593540668488,0.06280076503753662,0.14008748531341553
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.25465908646583557,0.2741461396217346,0.6633074283599854,0.23775799572467804,0.23899291455745697,0.22140531241893768,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.3116218149662018,0.22068053483963013
fcc,0.21491053700447083,0.18723483383655548,0.24932202696800232,0.34610122442245483,0.20315110683441162,0.22326773405075073,0.3618549108505249,0.2813902497291565,0.3374055027961731,0.1708466112613678
repealed,0.264349102973938,0.31188973784446716,0.3116218149662018,0.28585755825042725,0.23466716706752777,0.2394207864999771,0.3156450688838959,0.2591082453727722,1.0,0.19301050901412964
the,0.5091903209686279,0.3906462490558624,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.3116218149662018,0.22068053483963013
financial,0.23070667684078217,0.15465547144412994,0.29952070116996765,1.0,0.2946193218231201,0.26681631803512573,0.25549209117889404,0.17992962896823883,0.28585755825042725,0.06444920599460602
interest,0.24956586956977844,0.16368816792964935,0.197127103805542,0.2946193218231201,1.0000001192092896,0.26105934381484985,0.20044954121112823,0.17514842748641968,0.23466716706752777,0.2411724328994751
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.26681631803512573,0.26105934381484985,1.0,0.2538338601589203,0.24352850019931793,0.2394207864999771,0.20544172823429108
syndication,0.2195785790681839,0.12852993607521057,0.3215782940387726,0.25549209117889404,0.20044954121112823,0.2538338601589203,0.9999998807907104,0.19882169365882874,0.3156450688838959,0.1681542545557022
rules,0.26242417097091675,0.24008037149906158,0.27022838592529297,0.17992962896823883,0.17514842748641968,0.24352850019931793,0.19882169365882874,0.9999998807907104,0.2591082453727722,0.22111085057258606
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.25465908646583557,0.2741461396217346,0.6633074283599854,0.23775799572467804,0.23899291455745697,0.22140531241893768,0.31091248989105225
once,0.6055812835693359,0.2887211740016937,0.4227895736694336,0.1807641088962555,0.18883074820041656,0.31971874833106995,0.20918521285057068,0.1541091799736023,0.25206324458122253,0.17750471830368042
again,0.5500401854515076,0.2806735932826996,0.4104243218898773,0.2126118689775467,0.20355473458766937,0.34503087401390076,0.2098999321460724,0.13265156745910645,0.3025924265384674,0.2679590880870819
allowing,0.3974039554595947,0.23251333832740784,0.3440283536911011,0.19955042004585266,0.20411068201065063,0.36344248056411743,0.19921988248825073,0.24477896094322205,0.3554748296737671,0.1434045135974884
networks,0.1901119351387024,0.18279117345809937,0.24705806374549866,0.2699117958545685,0.18058718740940094,0.27532249689102173,0.43318405747413635,0.19333964586257935,0.14371366798877716,0.17815114557743073
to,0.5423505902290344,0.31913647055625916,0.535392165184021,0.27715611457824707,0.29384326934814453,0.48971283435821533,0.2022804468870163,0.24270765483379364,0.2562170624732971,0.29463258385658264
hold,0.26868003606796265,0.276141494512558,0.3067915439605713,0.22894121706485748,0.13394437730312347,0.30117684602737427,0.08415808528661728,0.20135381817817688,0.20889584720134735,0.18586084246635437
interests,0.23232105374336243,0.19379092752933502,0.25045084953308105,0.3524376153945923,0.7872191071510315,0.3112897574901581,0.21578718721866608,0.2900237739086151,0.2697529196739197,0.21539683640003204
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.23881284892559052,0.27232617139816284,0.4954058527946472,0.2597505450248718,0.2252369076013565,0.28142809867858887,0.20430970191955566
television,0.19077982008457184,0.18070289492607117,0.24569597840309143,0.19310301542282104,0.19425572454929352,0.29514092206954956,0.5127848982810974,0.1729428470134735,0.2131427526473999,0.16825827956199646
production,0.16593417525291443,0.16264601051807404,0.2657334506511688,0.3092198371887207,0.19545650482177734,0.25569969415664673,0.34263870120048523,0.15071885287761688,0.2245340496301651,0.19318072497844696
studios,0.16445010900497437,0.15969081223011017,0.25030121207237244,0.20720021426677704,0.13840119540691376,0.18634970486164093,0.31145548820495605,0.16435721516609192,0.16948312520980835,0.16383133828639984
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.22828321158885956,0.2713910639286041,0.588965117931366,0.22826777398586273,0.27219346165657043,0.22210456430912018,0.4130953550338745
