,what,is,one,reason,a,patient,might,choose,an,internet,pharmacy,?
some,0.4491020441055298,0.3038453459739685,0.4537518322467804,0.3497675657272339,0.34539633989334106,0.2602582573890686,0.541539192199707,0.3382846713066101,0.2864145338535309,0.21682681143283844,0.19617655873298645,0.2562315762042999
customers,0.2209549993276596,0.20991463959217072,0.2958146929740906,0.20395435392856598,0.2641109228134155,0.25525927543640137,0.29448914527893066,0.2579095661640167,0.1730799376964569,0.3160148561000824,0.3150906562805176,0.203953355550766
consider,0.44261306524276733,0.32138293981552124,0.3219001591205597,0.32570651173591614,0.308129221200943,0.18095743656158447,0.47669804096221924,0.3365432620048523,0.319253146648407,0.2069225311279297,0.11147186160087585,0.37281370162963867
this,0.5489566326141357,0.480927973985672,0.4978463351726532,0.5541561245918274,0.5422310829162598,0.2639319896697998,0.46528568863868713,0.32791033387184143,0.41881775856018066,0.2686730921268463,0.1458742916584015,0.3155723512172699
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.3437597155570984,0.45503583550453186,0.2912805676460266,0.5153919458389282,0.38412243127822876,0.3138085603713989,0.21228709816932678,0.1824638396501541,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4154875874519348,0.3769439458847046,0.39883795380592346,0.2990906238555908,0.5260229706764221,0.38239046931266785,0.33041056990623474,0.22060172259807587,0.16073517501354218,0.3324260413646698
more,0.3484537899494171,0.2946030795574188,0.42017561197280884,0.3343133330345154,0.3452818691730499,0.24067845940589905,0.4014604389667511,0.28123241662979126,0.316240519285202,0.1880040317773819,0.1321602463722229,0.27894994616508484
convenient,0.2691744863986969,0.2889817953109741,0.28634464740753174,0.34480124711990356,0.32888802886009216,0.27788111567497253,0.36752793192863464,0.2521820664405823,0.20348364114761353,0.27533671259880066,0.3061683475971222,0.23617257177829742
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.26490068435668945,0.3739250600337982,0.24569113552570343,0.31685465574264526,0.2940208613872528,0.2838519215583801,0.2236168533563614,0.21655313670635223,0.20544172823429108
private,0.16778090596199036,0.1420905888080597,0.24056240916252136,0.16355431079864502,0.20346391201019287,0.19402951002120972,0.17467957735061646,0.21316680312156677,0.14829891920089722,0.2524593770503998,0.30055442452430725,0.14389030635356903
method,0.25476205348968506,0.21948537230491638,0.2033216655254364,0.29280608892440796,0.2613512873649597,0.2532217502593994,0.2184835970401764,0.27435702085494995,0.22589744627475739,0.19785083830356598,0.18020842969417572,0.2194802314043045
rather,0.3923804461956024,0.2886356711387634,0.32654035091400146,0.37578490376472473,0.4061340093612671,0.17245958745479584,0.5022300481796265,0.30573582649230957,0.26193132996559143,0.2041083574295044,0.06780646741390228,0.3053998053073883
than,0.29388150572776794,0.2839990258216858,0.43810948729515076,0.31443971395492554,0.3126874566078186,0.16202664375305176,0.3881576955318451,0.2547493278980255,0.2493579238653183,0.16563186049461365,0.09713412821292877,0.24917294085025787
traveling,0.22746403515338898,0.16917747259140015,0.29412752389907837,0.14865031838417053,0.26968079805374146,0.1660265475511551,0.1923747956752777,0.25052881240844727,0.17678745090961456,0.19952447712421417,0.18531201779842377,0.09575265645980835
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.3437597155570984,0.45503583550453186,0.2912805676460266,0.5153919458389282,0.38412243127822876,0.3138085603713989,0.21228709816932678,0.1824638396501541,0.29463258385658264
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.29122111201286316,1.0,0.2571181356906891,0.4210625886917114,0.2866401672363281,0.44552403688430786,0.2250564843416214,0.21975059807300568,0.23916715383529663
community,0.29032719135284424,0.26023760437965393,0.22219981253147125,0.18584199249744415,0.2694961726665497,0.2588886618614197,0.2045089155435562,0.20591963827610016,0.24982967972755432,0.15695159137248993,0.2025127112865448,0.2380419820547104
drugstore,0.21648773550987244,0.248087540268898,0.20642057061195374,0.16929495334625244,0.3054962754249573,0.2831469178199768,0.2151683270931244,0.23007386922836304,0.24189746379852295,0.2989097833633423,0.47975262999534607,0.1548532247543335
where,0.4457937180995941,0.3586711287498474,0.3907615840435028,0.25739631056785583,0.40997210144996643,0.20016412436962128,0.35553544759750366,0.3385690450668335,0.24824833869934082,0.1600390076637268,0.27826401591300964,0.24793872237205505
another,0.4190070629119873,0.41278526186943054,0.5444791913032532,0.4062199890613556,0.6191956996917725,0.23455005884170532,0.46996185183525085,0.3602960705757141,0.47266486287117004,0.22949521243572235,0.1733984351158142,0.295511931180954
customer,0.22827444970607758,0.22754371166229248,0.282665491104126,0.17750197649002075,0.3227086365222931,0.2553020417690277,0.28859543800354004,0.2529423236846924,0.20658674836158752,0.272543340921402,0.32170814275741577,0.19180448353290558
might,0.4838182032108307,0.37027186155319214,0.3444346785545349,0.3635166883468628,0.4210625886917114,0.2917565107345581,1.0000001192092896,0.3899463713169098,0.2780051529407501,0.2041737139225006,0.15637502074241638,0.41058459877967834
overhear,0.2924584150314331,0.15665337443351746,0.21493980288505554,0.23044422268867493,0.27476266026496887,0.34305259585380554,0.3329041600227356,0.233125701546669,0.15914659202098846,0.20075978338718414,0.10650886595249176,0.24714374542236328
about,0.47976887226104736,0.3532065451145172,0.35568177700042725,0.2876431345939636,0.34171196818351746,0.19865682721138,0.3429076075553894,0.20319761335849762,0.2700941264629364,0.19502751529216766,0.12857678532600403,0.302409827709198
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.29647648334503174,0.5829201340675354,0.2195289433002472,0.32504433393478394,0.34268760681152344,0.4207492768764496,0.2156122475862503,0.1938311904668808,0.22068053483963013
drugs,0.27091342210769653,0.13498282432556152,0.19424207508563995,0.2719622254371643,0.18365530669689178,0.3712905943393707,0.30921638011932373,0.2723774313926697,0.17272815108299255,0.2358766347169876,0.407574862241745,0.15436270833015442
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.462776243686676,0.47537946701049805,0.2760578989982605,0.5377011895179749,0.3452182114124298,0.365763783454895,0.2686203420162201,0.2027333825826645,0.32716336846351624
they,0.4431931674480438,0.330102801322937,0.4178827106952667,0.3302088975906372,0.3528250455856323,0.29686787724494934,0.44163188338279724,0.3661673665046692,0.2435421496629715,0.18609119951725006,0.22252966463565826,0.2753053903579712
take,0.3275112509727478,0.22669753432273865,0.3211195170879364,0.261981725692749,0.2789212465286255,0.22324615716934204,0.29814624786376953,0.4279137849807739,0.20120757818222046,0.10362329334020615,0.24625125527381897,0.21897350251674652
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.3219331204891205,0.50484299659729,0.22164101898670197,0.27493223547935486,0.283064067363739,0.3581749200820923,0.206785187125206,0.23916830122470856,0.4130953550338745
,what,is,one,reason,a,patient,might,choose,an,internet,pharmacy,?
internet,0.1770392656326294,0.19803281128406525,0.2532317042350769,0.2080068141222,0.2250564843416214,0.1218448206782341,0.2041737139225006,0.21870365738868713,0.20609398186206818,1.0,0.14739996194839478,0.23314887285232544
pharmacies,0.21324466168880463,0.1820123940706253,0.24642056226730347,0.1840011030435562,0.22259847819805145,0.29189857840538025,0.23810863494873047,0.3064345717430115,0.1326616257429123,0.18337510526180267,0.8590922355651855,0.13542459905147552
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.23291604220867157,0.3206180930137634,0.18049003183841705,0.22855740785598755,0.1831674575805664,0.286407470703125,0.1616535186767578,0.20144130289554596,0.40561532974243164
also,0.42747777700424194,0.5012649297714233,0.48437753319740295,0.3463713824748993,0.5149940252304077,0.2716696560382843,0.46752241253852844,0.2878676950931549,0.36835694313049316,0.23901571333408356,0.2587379217147827,0.21848613023757935
known,0.20381177961826324,0.41921812295913696,0.33883556723594666,0.17729663848876953,0.30882248282432556,0.1238451674580574,0.231086865067482,0.13064269721508026,0.3156754970550537,0.1980641484260559,0.08388493955135345,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.29302218556404114,0.39550232887268066,0.18784567713737488,0.3630484640598297,0.24828949570655823,0.37218472361564636,0.2209978699684143,0.16661235690116882,0.27043893933296204
online,0.14688250422477722,0.17776910960674286,0.19387929141521454,0.18674594163894653,0.20674628019332886,0.12636908888816833,0.19369253516197205,0.2564646303653717,0.19921766221523285,0.5128493905067444,0.2649811804294586,0.2474360167980194
pharmacies,0.21324466168880463,0.1820123940706253,0.24642056226730347,0.1840011030435562,0.22259847819805145,0.29189857840538025,0.23810863494873047,0.3064345717430115,0.1326616257429123,0.18337510526180267,0.8590922355651855,0.13542459905147552
