,in,the,2009,commission,v,italy,",",case,",",the,court,of,justice,held,that,an,italian,low,prohibiting,what,infringed,article,34,?
so,0.31275880336761475,0.4296516180038452,-0.26074010133743286,0.12006547302007675,0.1656496375799179,0.14207062125205994,0.3716299831867218,0.3860817551612854,0.3716299831867218,0.4296516180038452,0.16237559914588928,0.3184450566768646,0.11281578242778778,0.19573847949504852,0.6779842376708984,0.30126363039016724,0.15116821229457855,0.2759549021720886,0.25914978981018066,0.539469838142395,0.3246004581451416,0.3803296685218811,0.06990940123796463,0.43163934350013733
",",0.5201468467712402,0.4933079481124878,-0.3093184232711792,0.19528092443943024,0.22053663432598114,0.2497674822807312,1.0000001192092896,0.2977246046066284,1.0000001192092896,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.2880980372428894,0.4137537479400635,0.3581022024154663,0.2153971791267395,0.25131091475486755,0.2621118128299713,0.3087472915649414,0.2971166670322418,0.28605279326438904,0.028389768674969673,0.31091248989105225
in,1.0,0.6662389636039734,-0.28531888127326965,0.21326816082000732,0.15216681361198425,0.3334544897079468,0.5201468467712402,0.2190418541431427,0.5201468467712402,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.3127288818359375,0.435920387506485,0.2605783939361572,0.1941935271024704,0.21458278596401215,0.2121983766555786,0.30808621644973755,0.13211965560913086,0.26153311133384705,0.03443729504942894,0.20430970191955566
a,0.539380669593811,0.5829201340675354,-0.24348297715187073,0.18981990218162537,0.21861357986927032,0.1983879655599594,0.427140474319458,0.3104211390018463,0.427140474319458,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.22326228022575378,0.47537946701049805,0.44552403688430786,0.2020866572856903,0.24393533170223236,0.2089104950428009,0.3320399522781372,0.1834830641746521,0.30913418531417847,0.007357734255492687,0.23916715383529663
2009,-0.28531888127326965,-0.23935742676258087,1.0,-0.2569289207458496,-0.17017494142055511,-0.3383077085018158,-0.3093184232711792,-0.2572711408138275,-0.3093184232711792,-0.23935742676258087,-0.2020135372877121,-0.2637706398963928,-0.08023256808519363,-0.24196983873844147,-0.29959365725517273,-0.1718069165945053,-0.20644471049308777,-0.2025376707315445,-0.2370239645242691,-0.2519478499889374,-0.20420795679092407,-0.24199552834033966,-0.07065173238515854,-0.2287932187318802
case,0.2190418541431427,0.31022098660469055,-0.2572711408138275,0.1518445461988449,0.2666381299495697,0.1242690235376358,0.2977246046066284,1.0000001192092896,0.2977246046066284,0.31022098660469055,0.4225234091281891,0.24743439257144928,0.284448504447937,0.1021638736128807,0.4129708409309387,0.28771698474884033,0.12196917831897736,0.15334610641002655,0.33584991097450256,0.30770957469940186,0.36524900794029236,0.3292388916015625,0.04009174183011055,0.33232852816581726
",",0.5201468467712402,0.4933079481124878,-0.3093184232711792,0.19528092443943024,0.22053663432598114,0.2497674822807312,1.0000001192092896,0.2977246046066284,1.0000001192092896,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.2880980372428894,0.4137537479400635,0.3581022024154663,0.2153971791267395,0.25131091475486755,0.2621118128299713,0.3087472915649414,0.2971166670322418,0.28605279326438904,0.028389768674969673,0.31091248989105225
commission,0.21326816082000732,0.24418850243091583,-0.2569289207458496,0.9999998807907104,0.17029616236686707,0.2420009970664978,0.19528092443943024,0.1518445461988449,0.19528092443943024,0.24418850243091583,0.36450091004371643,0.2698368728160858,0.3890712857246399,0.22662730515003204,0.22035260498523712,0.19403649866580963,0.19379840791225433,0.18346138298511505,0.24793049693107605,0.22273972630500793,0.2459256798028946,0.2236960381269455,-0.014483577571809292,0.16231559216976166
v,0.15216681361198425,0.18580520153045654,-0.17017494142055511,0.17029616236686707,1.0,0.16059377789497375,0.22053663432598114,0.2666381299495697,0.22053663432598114,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.09840460121631622,0.14623945951461792,0.13768543303012848,0.09236983954906464,0.09922777861356735,0.17762379348278046,0.16628342866897583,0.2642514705657959,0.17136617004871368,0.014133197255432606,0.28677162528038025
italy,0.3334544897079468,0.2633645832538605,-0.3383077085018158,0.2420009970664978,0.16059377789497375,1.0,0.2497674822807312,0.1242690235376358,0.2497674822807312,0.2633645832538605,0.15383219718933105,0.2844046950340271,0.13768064975738525,0.20232822000980377,0.17940302193164825,0.1049756184220314,0.6474564671516418,0.1169544905424118,0.11693889647722244,0.16949890553951263,0.11329478770494461,0.13489410281181335,0.07744662463665009,0.11567100137472153
