,when,were,luther,and,his,prospective,bride,engaged,?
on,0.37706470489501953,0.2774328887462616,0.19090485572814941,0.4077630043029785,0.32064297795295715,0.26757973432540894,0.16550453007221222,0.24119389057159424,0.2714994251728058
13,0.03002290427684784,-0.020879270508885384,0.09493288397789001,0.05119633674621582,0.08245395123958588,0.02505858615040779,0.03613206744194031,0.011226081289350986,-0.11384815722703934
june,0.2469879388809204,0.1965353786945343,0.16906097531318665,0.2692793905735016,0.27253690361976624,0.25933191180229187,0.1817033886909485,0.16753344237804413,0.31416764855384827
1525,0.1290116310119629,0.25581657886505127,0.1513497233390808,0.09830541163682938,0.15527868270874023,0.20887726545333862,0.09606324136257172,0.18660515546798706,0.09607826918363571
",",0.36674630641937256,0.36755475401878357,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.28454166650772095,0.19507910311222076,0.2555214762687683,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.3381507396697998,0.2320173680782318,0.1527579128742218,0.22068053483963013
couple,0.302980899810791,0.27246615290641785,0.12875892221927643,0.292665034532547,0.28066161274909973,0.22225700318813324,0.24956628680229187,0.4086640179157257,0.27183201909065247
was,0.37326499819755554,0.590133786201477,0.19185513257980347,0.3740963041782379,0.4405253231525421,0.2466018795967102,0.26107779145240784,0.192078098654747,0.18412111699581146
engaged,0.17505048215389252,0.19892005622386932,0.018201572820544243,0.2443859726190567,0.28399041295051575,0.154555544257164,0.16885021328926086,1.0,0.09509497880935669
with,0.5075214505195618,0.3179011940956116,0.14705438911914825,0.5477725267410278,0.33836179971694946,0.2996477782726288,0.159287229180336,0.19716444611549377,0.2433311939239502
johannes,0.1503874659538269,0.18914669752120972,0.31875139474868774,0.17735277116298676,0.21790927648544312,0.08692759275436401,0.16096742451190948,0.10673148185014725,0.11330793052911758
bugenhagen,0.19002406299114227,0.16864965856075287,0.2773219048976898,0.25134140253067017,0.21374253928661346,0.1386595070362091,0.19785769283771515,0.1771296262741089,0.18383605778217316
",",0.36674630641937256,0.36755475401878357,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.28454166650772095,0.19507910311222076,0.2555214762687683,0.31091248989105225
justus,0.12250420451164246,0.15299174189567566,0.29541632533073425,0.1816820204257965,0.24949541687965393,0.1577501744031906,0.17103172838687897,0.14604628086090088,0.18760563433170319
jonas,0.13636718690395355,0.1491594910621643,0.25421175360679626,0.21835732460021973,0.19550949335098267,0.07662138342857361,0.09641765058040619,0.12485513091087341,0.2537094056606293
",",0.36674630641937256,0.36755475401878357,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.28454166650772095,0.19507910311222076,0.2555214762687683,0.31091248989105225
johannes,0.1503874659538269,0.18914669752120972,0.31875139474868774,0.17735277116298676,0.21790927648544312,0.08692759275436401,0.16096742451190948,0.10673148185014725,0.11330793052911758
apel,0.0594276487827301,0.09704189747571945,0.2994617223739624,0.17950116097927094,0.14229139685630798,0.043228261172771454,0.1969437301158905,0.126957967877388,0.0928681343793869
",",0.36674630641937256,0.36755475401878357,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.28454166650772095,0.19507910311222076,0.2555214762687683,0.31091248989105225
philipp,0.14996762573719025,0.16146183013916016,0.30913978815078735,0.1843326836824417,0.25102266669273376,0.18891403079032898,0.16935940086841583,0.23009514808654785,0.14114081859588623
melanchthon,0.07002962380647659,0.18545889854431152,0.30344337224960327,0.20103046298027039,0.22111137211322784,-0.0067751528695225716,0.247860848903656,0.1387844979763031,0.14275860786437988
and,0.4716290831565857,0.42175528407096863,0.20796556770801544,1.0,0.4234102666378021,0.32427260279655457,0.2191028743982315,0.2443859726190567,0.20544172823429108
lucas,0.10540064424276352,0.11763153225183487,0.2675076723098755,0.20024605095386505,0.2240268588066101,0.13238050043582916,0.2008223980665207,0.1502145677804947,0.10544870048761368
cranach,0.19972917437553406,0.2005641758441925,0.3252730071544647,0.30053937435150146,0.3085263967514038,0.1145411804318428,0.2099226862192154,0.1528339684009552,0.18026715517044067
the,0.5091903209686279,0.3906462490558624,0.1759674996137619,0.5171257257461548,0.4394008219242096,0.3381507396697998,0.2320173680782318,0.1527579128742218,0.22068053483963013
elder,0.21858707070350647,0.14185763895511627,0.17559224367141724,0.2513958811759949,0.327195942401886,0.10970226675271988,0.25038084387779236,0.19025196135044098,0.12362314015626907
and,0.4716290831565857,0.42175528407096863,0.20796556770801544,1.0,0.4234102666378021,0.32427260279655457,0.2191028743982315,0.2443859726190567,0.20544172823429108
his,0.37120407819747925,0.3142043352127075,0.27093374729156494,0.4234102666378021,0.9999998807907104,0.2130688726902008,0.33684298396110535,0.28399041295051575,0.18075084686279297
wife,0.2096073478460312,0.2650226056575775,0.22566832602024078,0.284628689289093,0.4532906115055084,0.12791043519973755,0.3224423825740814,0.3211226463317871,0.19987250864505768
as,0.4437963366508484,0.3025437891483307,0.20242992043495178,0.49487000703811646,0.3146366477012634,0.22231772541999817,0.2629629969596863,0.17091895639896393,0.27043893933296204
witnesses,0.26230502128601074,0.3165261745452881,0.2787018120288849,0.2118062824010849,0.2633829116821289,0.16478754580020905,0.24733015894889832,0.20693552494049072,0.19972872734069824
.,0.475719153881073,0.3378238379955292,0.24907569587230682,0.588965117931366,0.3119256794452667,0.28652721643447876,0.2091454714536667,0.18004369735717773,0.4130953550338745
