,who,ran,the,ball,twice,for,20,yards,on,this,drive,?
a,0.36608949303627014,0.26671481132507324,0.5829201340675354,0.23578347265720367,0.3332133889198303,0.44038116931915283,-0.014937898144125938,0.19167225062847137,0.3848365545272827,0.5422310829162598,0.24929353594779968,0.23916715383529663
pair,0.19750306010246277,0.13410748541355133,0.2643369734287262,0.2693389058113098,0.21100610494613647,0.186832994222641,0.056145619601011276,0.1445951908826828,0.1934850513935089,0.26131656765937805,0.10226010531187057,0.11695868521928787
of,0.2827862501144409,0.21351689100265503,0.733189046382904,0.15122076869010925,0.27436208724975586,0.4185989499092102,-0.0318976491689682,0.14466260373592377,0.3966929316520691,0.45148900151252747,0.17806991934776306,0.1826142966747284
carries,0.10692780464887619,0.21062897145748138,0.367861807346344,0.24360771477222443,0.17483451962471008,0.27086395025253296,-0.024093329906463623,0.2744651436805725,0.23543818295001984,0.2941044270992279,0.21054132282733917,0.13831257820129395
by,0.39727845788002014,0.17202824354171753,0.4408751428127289,0.1381615251302719,0.20376898348331451,0.3248702883720398,-0.023094383999705315,0.1708054542541504,0.33887791633605957,0.38438332080841064,0.12660659849643707,0.17966607213020325
c.,0.04752575606107712,-0.14641310274600983,-0.23451577126979828,-0.07904102653265,-0.14425420761108398,-0.10942672193050385,0.05378846079111099,-0.05748806148767471,-0.11945566534996033,-0.09457206726074219,-0.014632439240813255,0.019047532230615616
j.,-0.022884098812937737,-0.013835093937814236,0.03800997510552406,0.004581501241773367,0.04695501923561096,-0.07291736453771591,-0.02534199319779873,-0.12808485329151154,0.03498878702521324,-0.0404076911509037,-0.08694418519735336,0.004272869788110256
anderson,0.27154824137687683,0.21225875616073608,0.22428388893604279,0.18893100321292877,0.1043110340833664,0.23211809992790222,-0.04658783599734306,0.21779491007328033,0.19681623578071594,0.121365986764431,0.1446836143732071,0.1857001930475235
moved,0.17135502398014069,0.344917356967926,0.32031023502349854,0.168429896235466,0.24354621767997742,0.24037009477615356,0.009632669389247894,0.20887739956378937,0.27367034554481506,0.22792679071426392,0.20309120416641235,0.15112607181072235
the,0.3733934462070465,0.28357353806495667,1.0,0.18895584344863892,0.3638015687465668,0.4739971458911896,-0.06418957561254501,0.16070343554019928,0.5107308030128479,0.6274310946464539,0.2083187699317932,0.22068053483963013
ball,0.18419332802295685,0.17638421058654785,0.18895584344863892,1.0,0.2210426777601242,0.1708642989397049,-0.13523522019386292,0.31545811891555786,0.1605052351951599,0.19750352203845978,0.22436363995075226,0.1766241192817688
up,0.26056501269340515,0.22253790497779846,0.38423117995262146,0.19136162102222443,0.2544064521789551,0.342966228723526,-0.09411755949258804,0.2173794060945511,0.34194523096084595,0.37110671401023865,0.17436625063419342,0.1819818764925003
20,0.01726163923740387,-0.02102707326412201,-0.06418957561254501,-0.13523522019386292,-0.09356886148452759,-0.03344472870230675,1.0,-0.06242409721016884,-0.025147348642349243,-0.03199204429984093,-0.09029525518417358,0.11360422521829605
yards,0.13584628701210022,0.23304535448551178,0.16070343554019928,0.31545811891555786,0.2703695297241211,0.21746347844600677,-0.06242409721016884,1.0,0.15043845772743225,0.1410544514656067,0.2445821315050125,0.12453813850879669
to,0.42656609416007996,0.23770277202129364,0.535392165184021,0.2563202381134033,0.28163591027259827,0.4451248347759247,-0.018198585137724876,0.1612969934940338,0.41031414270401,0.5759071707725525,0.291306734085083,0.29463258385658264
the,0.3733934462070465,0.28357353806495667,1.0,0.18895584344863892,0.3638015687465668,0.4739971458911896,-0.06418957561254501,0.16070343554019928,0.5107308030128479,0.6274310946464539,0.2083187699317932,0.22068053483963013
panthers,0.2132880985736847,0.18530084192752838,0.2602776288986206,0.17961734533309937,0.2320474535226822,0.25358447432518005,-0.09594367444515228,0.33815330266952515,0.17721405625343323,0.18392351269721985,0.1978069394826889,0.16608978807926178
14-yard,0.280103474855423,0.24015016853809357,0.32324621081352234,0.2752631902694702,0.18908703327178955,0.26791152358055115,0.025361748412251472,0.5241416692733765,0.22107425332069397,0.29490888118743896,0.2544637620449066,0.1356058418750763
line,0.1774713397026062,0.2235708236694336,0.29789501428604126,0.2138069123029709,0.16609469056129456,0.2019100785255432,-0.048872288316488266,0.2396935075521469,0.2094266265630722,0.2371007651090622,0.23453757166862488,0.16271452605724335
",",0.3365725874900818,0.22539734840393066,0.4933079481124878,0.2170172780752182,0.32801246643066406,0.4464869201183319,0.02128993533551693,0.16944201290607452,0.49057599902153015,0.4316047728061676,0.17920437455177307,0.31091248989105225
but,0.4487357437610626,0.22173447906970978,0.4859698414802551,0.18901506066322327,0.3545103967189789,0.45162561535835266,-0.00248570810072124,0.16519498825073242,0.3584071099758148,0.6141145825386047,0.21591532230377197,0.27921953797340393
carolina,0.1409980058670044,0.15372374653816223,0.24749229848384857,0.11953222006559372,0.10439139604568481,0.17749637365341187,-0.04817769303917885,0.25781071186065674,0.19547675549983978,0.19915926456451416,0.10420341044664383,0.11847445368766785
's,0.05599616840481758,0.055423226207494736,-0.01540423184633255,-0.028031641617417336,-0.08582408726215363,-0.07241261005401611,-0.016651324927806854,0.0408332459628582,0.0026888418942689896,0.02106832154095173,0.051911450922489166,-0.023395681753754616
defense,0.19970577955245972,0.15089617669582367,0.2604767382144928,0.20379072427749634,0.1681891679763794,0.2780293822288513,-0.03421885892748833,0.2856094241142273,0.1953054964542389,0.2316983938217163,0.1540837585926056,0.21935760974884033
dug,0.1602952629327774,0.27463462948799133,0.2580382227897644,0.23705005645751953,0.1742165982723236,0.16833606362342834,-0.0061751906760036945,0.30759042501449585,0.1832510083913803,0.23239070177078247,0.13320708274841309,0.15702664852142334
in,0.2792111933231354,0.2376149296760559,0.6662389636039734,0.1472199559211731,0.2796696126461029,0.4322226941585541,-0.022708838805556297,0.14206624031066895,0.46853652596473694,0.45205554366111755,0.16816924512386322,0.20430970191955566
over,0.316001296043396,0.23621708154678345,0.39856547117233276,0.15063749253749847,0.26329267024993896,0.3419422209262848,-0.02065853215754032,0.23306070268154144,0.39810362458229065,0.3688461482524872,0.21235741674900055,0.25742942094802856
