,how,many,bits,are,often,in,the,primes,used,for,rsa,public,key,cryptography,algorithms,?
several,0.28568220138549805,0.7239733338356018,0.22184982895851135,0.4241659343242645,0.44179144501686096,0.39405709505081177,0.40559855103492737,0.14210693538188934,0.3182496428489685,0.3891045153141022,0.17086215317249298,0.2679426074028015,0.20785662531852722,0.19455116987228394,0.17505820095539093,0.15595775842666626
public-key,0.1997671276330948,0.19548504054546356,0.18105070292949677,0.15688703954219818,0.23409461975097656,0.2214099019765854,0.206658735871315,0.1677933633327484,0.16037426888942719,0.28692826628685,0.32283300161361694,0.7154428362846375,0.37470465898513794,0.30664920806884766,0.24735072255134583,0.2988153398036957
cryptography,0.19532489776611328,0.1945059597492218,0.39514973759651184,0.2141665369272232,0.2740761339664459,0.14669755101203918,0.15003959834575653,0.3143845498561859,0.2809755802154541,0.25359827280044556,0.5119518041610718,0.3215377926826477,0.5296820402145386,1.0000001192092896,0.682952344417572,0.16897879540920258
algorithms,0.26876819133758545,0.20716683566570282,0.4442308247089386,0.2718161344528198,0.26996198296546936,0.19189399480819702,0.167828768491745,0.4177032709121704,0.28042757511138916,0.25604015588760376,0.4818285405635834,0.2730552554130554,0.44287964701652527,0.682952344417572,0.9999999403953552,0.186949223279953
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.24139221012592316,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.3120402991771698,0.4464869201183319,0.22157862782478333,0.2588968276977539,0.20467913150787354,0.19954098761081696,0.22988320887088776,0.31091248989105225
such,0.307365357875824,0.5649948120117188,0.22943195700645447,0.4654397666454315,0.4611203372478485,0.2704046070575714,0.3575236201286316,0.22065632045269012,0.4262988865375519,0.36098620295524597,0.23022373020648956,0.21115711331367493,0.22554749250411987,0.2628841698169708,0.2650546431541443,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.18109476566314697,0.3826591968536377,0.405699223279953,0.3887844979763031,0.48381632566452026,0.23833559453487396,0.35160550475120544,0.44774648547172546,0.16943196952342987,0.2423635572195053,0.1981334537267685,0.22466234862804413,0.19219911098480225,0.27043893933296204
rsa,0.18883496522903442,0.16782987117767334,0.21113906800746918,0.18413212895393372,0.24215184152126312,0.16345453262329102,0.18751341104507446,0.21858444809913635,0.25175875425338745,0.2253197580575943,0.9999999403953552,0.3306620121002197,0.36462634801864624,0.5119518041610718,0.4818285405635834,0.1906125843524933
and,0.33647966384887695,0.5296266674995422,0.2434743493795395,0.48576638102531433,0.42465832829475403,0.4954058527946472,0.5171257257461548,0.24551862478256226,0.3150506615638733,0.5064792633056641,0.19112084805965424,0.3227643668651581,0.21098192036151886,0.13288335502147675,0.13509784638881683,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.18586325645446777,0.40399202704429626,0.38004449009895325,0.6662389636039734,1.0,0.22359657287597656,0.3718377649784088,0.4739971458911896,0.18751341104507446,0.22857438027858734,0.2260027974843979,0.15003959834575653,0.167828768491745,0.22068053483963013
diffie–hellman,0.30802300572395325,0.25539538264274597,0.2850218713283539,0.2309054434299469,0.31375953555107117,0.23025526106357574,0.2675749659538269,0.2532923221588135,0.24684695899486542,0.3143383264541626,0.45865193009376526,0.3207013010978699,0.49888813495635986,0.5496421456336975,0.4570735692977905,0.2117975354194641
key,0.1603579819202423,0.178392693400383,0.3180822730064392,0.18694549798965454,0.2085123211145401,0.21450091898441315,0.2260027974843979,0.19834928214550018,0.2001657783985138,0.23655444383621216,0.36462634801864624,0.30769291520118713,1.0000001192092896,0.5296820402145386,0.44287964701652527,0.18782930076122284
exchange,0.19227394461631775,0.1653306484222412,0.19037467241287231,0.18657633662223816,0.1523229330778122,0.21970009803771973,0.2543705105781555,0.12698104977607727,0.10964935272932053,0.22285395860671997,0.2324502170085907,0.2624013423919678,0.23549538850784302,0.2809910178184509,0.19715681672096252,0.048212938010692596
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.24139221012592316,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.3120402991771698,0.4464869201183319,0.22157862782478333,0.2588968276977539,0.20467913150787354,0.19954098761081696,0.22988320887088776,0.31091248989105225
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.5443448424339294,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3322218656539917,0.3895993232727051,0.18413212895393372,0.18111367523670197,0.18694549798965454,0.2141665369272232,0.2718161344528198,0.24591213464736938
based,0.29692843556404114,0.29395660758018494,0.21070627868175507,0.3002447783946991,0.24628451466560364,0.3070422410964966,0.29860720038414,0.11321622878313065,0.3212050795555115,0.2761107087135315,0.1182759627699852,0.13805143535137177,0.17800477147102356,0.1915564090013504,0.21194912493228912,0.134929820895195
on,0.32655060291290283,0.32520127296447754,0.2229526787996292,0.268924742937088,0.24822035431861877,0.46853652596473694,0.5107308030128479,0.16345685720443726,0.24785758554935455,0.36199691891670227,0.10476700216531754,0.25951382517814636,0.18956105411052704,0.13265405595302582,0.15475624799728394,0.2714994251728058
large,0.21342547237873077,0.42789679765701294,0.2479989230632782,0.3467932939529419,0.4083803594112396,0.2841601073741913,0.3828733265399933,0.17346440255641937,0.3057393729686737,0.22967137396335602,0.14438997209072113,0.16098429262638092,0.19160804152488708,0.2039400339126587,0.1859096884727478,0.1355665624141693
prime,0.0754077360033989,0.12904198467731476,0.12376495450735092,0.12279369682073593,0.10932537168264389,0.18097394704818726,0.19960100948810577,0.7104739546775818,0.1468653529882431,0.17833133041858673,0.2354068160057068,0.11502552032470703,0.16455316543579102,0.23121178150177002,0.20285841822624207,0.11276303976774216
numbers,0.26623308658599854,0.3370567262172699,0.2889682948589325,0.37760815024375916,0.32195964455604553,0.23087690770626068,0.293011337518692,0.47689586877822876,0.30476072430610657,0.2885598838329315,0.20783960819244385,0.19135786592960358,0.22910012304782867,0.3133319914340973,0.427986741065979,0.19297972321510315
