,of,what,was,the,diet,of,worms,an,assembly,?
this,0.45148900151252747,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.18844573199748993,0.45148900151252747,0.2098177671432495,0.41881775856018066,0.18542645871639252,0.3155723512172699
was,0.4069072902202606,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.11115091294050217,0.4069072902202606,0.12460984289646149,0.3694365322589874,0.2233278602361679,0.18412111699581146
a,0.5052502155303955,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2057834267616272,0.5052502155303955,0.24081920087337494,0.44552403688430786,0.21305732429027557,0.23916715383529663
general,0.28352999687194824,0.24928055703639984,0.2445744127035141,0.28634732961654663,0.17311246693134308,0.28352999687194824,0.0833284929394722,0.16276395320892334,0.31136584281921387,0.1972234547138214
assembly,0.2946469783782959,0.21462371945381165,0.2233278602361679,0.2524827718734741,0.2545144259929657,0.2946469783782959,0.12168870866298676,0.13443148136138916,1.0000001192092896,0.1488889455795288
of,1.0,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22600968182086945,1.0,0.18906788527965546,0.32280945777893066,0.2946469783782959,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.48711544275283813,1.0,0.2280237376689911,0.733189046382904,0.22492028772830963,0.4207492768764496,0.2524827718734741,0.22068053483963013
estates,0.28992918133735657,0.1297435462474823,0.28188496828079224,0.3029049336910248,0.17590808868408203,0.28992918133735657,0.16821233928203583,0.12933817505836487,0.22176562249660492,0.11513683199882507
of,1.0,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22600968182086945,1.0,0.18906788527965546,0.32280945777893066,0.2946469783782959,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.48711544275283813,1.0,0.2280237376689911,0.733189046382904,0.22492028772830963,0.4207492768764496,0.2524827718734741,0.22068053483963013
holy,0.32529065012931824,0.21269184350967407,0.19543759524822235,0.2778179347515106,0.1194007471203804,0.32529065012931824,0.3108409643173218,0.15334735810756683,0.18789711594581604,0.18148104846477509
roman,0.31028008460998535,0.17852471768856049,0.23496849834918976,0.2862859070301056,0.18670426309108734,0.31028008460998535,0.2235386073589325,0.16005748510360718,0.15196900069713593,0.1663191318511963
empire,0.30522286891937256,0.21723191440105438,0.30602675676345825,0.32532164454460144,0.13339871168136597,0.30522286891937256,0.18951541185379028,0.16588738560676575,0.1570548266172409,0.14909450709819794
that,0.41498205065727234,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.23690956830978394,0.41498205065727234,0.24541397392749786,0.365763783454895,0.18815302848815918,0.32716336846351624
took,0.2766268849372864,0.1316593885421753,0.48213186860084534,0.31657639145851135,0.10232381522655487,0.2766268849372864,0.09141729027032852,0.1708475798368454,0.17873097956180573,0.14109265804290771
place,0.2685627043247223,0.2689766585826874,0.26867109537124634,0.4179787337779999,0.09798389673233032,0.2685627043247223,0.12166711688041687,0.20706063508987427,0.15938082337379456,0.2455766350030899
in,0.5696388483047485,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19314610958099365,0.5696388483047485,0.17941118776798248,0.2605783939361572,0.2425609529018402,0.20430970191955566
worms,0.18906788527965546,0.18072600662708282,0.12460984289646149,0.22492028772830963,0.30078601837158203,0.18906788527965546,1.0,0.10635863989591599,0.12168870866298676,0.18053190410137177
",",0.4946078956127167,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.16744621098041534,0.4946078956127167,0.25400060415267944,0.3581022024154663,0.21222424507141113,0.31091248989105225
a,0.5052502155303955,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2057834267616272,0.5052502155303955,0.24081920087337494,0.44552403688430786,0.21305732429027557,0.23916715383529663
town,0.26585668325424194,0.19713185727596283,0.26823142170906067,0.2974243760108948,0.09727035462856293,0.26585668325424194,0.1232895702123642,0.15183128416538239,0.16485436260700226,0.09902279824018478
on,0.3966929316520691,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.19876515865325928,0.3966929316520691,0.21352466940879822,0.3192969560623169,0.18981821835041046,0.2714994251728058
the,0.733189046382904,0.42745697498321533,0.48711544275283813,1.0,0.2280237376689911,0.733189046382904,0.22492028772830963,0.4207492768764496,0.2524827718734741,0.22068053483963013
rhine,0.2548927664756775,0.16475653648376465,0.18681856989860535,0.30735138058662415,0.20940729975700378,0.2548927664756775,0.29185405373573303,0.07200640439987183,0.15648934245109558,0.13754533231258392
.,0.5352458953857422,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.21237871050834656,0.5352458953857422,0.24195295572280884,0.3581749200820923,0.21666362881660461,0.4130953550338745
