,when,did,the,deal,between,peck,",",brown,and,westinghouse,take,place,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23030675947666168,0.41100412607192993,0.2105751633644104,0.5201468467712402,0.20236437022686005,0.4954058527946472,0.2579890191555023,0.21975718438625336,0.38128477334976196,0.20430970191955566
july,0.24211758375167847,0.25485745072364807,0.2371699959039688,0.21659526228904724,0.14840999245643616,0.16158249974250793,0.4269406795501709,0.08437549322843552,0.258785605430603,0.16943876445293427,0.1570691615343094,0.2022133618593216,0.2897891402244568
1888,0.19610907137393951,0.08121363818645477,0.2002750039100647,0.0644935816526413,0.24324312806129456,0.12512972950935364,0.12918877601623535,0.1264459490776062,0.1184256449341774,0.05404873937368393,0.18336914479732513,0.08463147282600403,0.07625395059585571
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2716866135597229,0.27714940905570984,0.26360607147216797,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.277236670255661,0.2881867289543152,0.34068408608436584,0.31091248989105225
brown,0.2699376940727234,0.11021304875612259,0.2198052853345871,0.13755160570144653,0.14106132090091705,0.2998613715171814,0.2983597218990326,1.0000001192092896,0.28234389424324036,0.23409830033779144,0.1599610447883606,0.07471829652786255,0.18920691311359406
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2461770474910736,0.40645647048950195,0.2566913664340973,0.6633074283599854,0.28234389424324036,1.0,0.2865493595600128,0.296702116727829,0.2813849449157715,0.20544172823429108
peck,0.27662724256515503,0.2018258273601532,0.2147165983915329,0.09490125626325607,0.049416057765483856,0.9999999403953552,0.26360607147216797,0.2998613715171814,0.2566913664340973,0.29347383975982666,0.17906777560710907,0.06292500346899033,0.22361880540847778
negotiated,0.23328764736652374,0.280305415391922,0.2594250440597534,0.38475310802459717,0.342637836933136,0.09695938974618912,0.20660267770290375,0.14169804751873016,0.23920446634292603,0.25125110149383545,0.24468055367469788,0.1929137259721756,0.09223373234272003
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2528302073478699,0.29385313391685486,0.24783697724342346,0.427140474319458,0.21047969162464142,0.3739250600337982,0.25513118505477905,0.2789212465286255,0.3079278767108917,0.23916715383529663
licensing,0.18448807299137115,0.2698881924152374,0.24331648647785187,0.31717780232429504,0.18699465692043304,0.1430799961090088,0.21640142798423767,0.08199632912874222,0.23155921697616577,0.3373691439628601,0.22888034582138062,0.15167787671089172,0.23048727214336395
deal,0.24298062920570374,0.2367614358663559,0.23069973289966583,1.0000001192092896,0.22716596722602844,0.09490125626325607,0.2716866135597229,0.13755160570144653,0.2461770474910736,0.2078220248222351,0.28458651900291443,0.17537781596183777,0.2513751685619354
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.4295210540294647,0.3829993009567261,0.1687469631433487,0.4120737314224243,0.2833166718482971,0.5477725267410278,0.22273582220077515,0.21222369372844696,0.18794342875480652,0.2433311939239502
george,0.174343079328537,0.238631471991539,0.2510760426521301,0.13249680399894714,0.08159974962472916,0.3143405318260193,0.24972979724407196,0.1661669909954071,0.22245058417320251,0.3706516921520233,0.05764712393283844,0.05863683670759201,0.1479024887084961
westinghouse,0.19033551216125488,0.1608617752790451,0.3101098835468292,0.2078220248222351,0.18826159834861755,0.29347383975982666,0.277236670255661,0.23409830033779144,0.2865493595600128,0.9999999403953552,0.13874728977680206,0.20564815402030945,0.17307911813259125
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.2706057131290436,0.24671313166618347,0.21819545328617096,0.4464869201183319,0.15957298874855042,0.5064792633056641,0.25690075755119324,0.33445194363594055,0.3033463954925537,0.264628142118454
tesla,0.1504557579755783,0.09757418930530548,0.1324402391910553,0.15370967984199524,0.13727053999900818,0.09895811975002289,0.20599327981472015,0.07134627550840378,0.19560420513153076,0.35764777660369873,0.11447508633136749,0.10752473026514053,0.10250775516033173
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,-0.023377999663352966,0.006096371449530125,-0.07934148609638214,-0.0016132977325469255,0.0031092315912246704,0.06895173341035843,-0.008012998849153519,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
polyphase,0.2759799659252167,0.13229048252105713,0.2849670350551605,0.14869876205921173,0.25871601700782776,0.1408422738313675,0.1618252396583557,0.1351686716079712,0.20064346492290497,0.18242128193378448,0.1968836635351181,0.23166777193546295,0.13757970929145813
