,what,lake,connects,the,rhine,to,lake,constance,?
lake,0.17778855562210083,1.0000001192092896,0.19181957840919495,0.24325428903102875,0.22246339917182922,0.16680742800235748,1.0000001192092896,0.30982735753059387,0.07226386666297913
constance,0.143944650888443,0.30982735753059387,0.10362458974123001,0.23177717626094818,0.33406126499176025,0.22332163155078888,0.30982735753059387,1.0,0.1427515298128128
consists,0.11367427557706833,0.15443487465381622,0.3027993440628052,0.3362659811973572,0.15320084989070892,0.18391861021518707,0.15443487465381622,0.10435338318347931,-0.004641483072191477
of,0.33290785551071167,0.23993153870105743,0.26901975274086,0.733189046382904,0.2548927664756775,0.41548454761505127,0.23993153870105743,0.28979653120040894,0.1826142966747284
three,0.24888746440410614,0.18416474759578705,0.18916474282741547,0.43452659249305725,0.19711986184120178,0.3043823838233948,0.18416474759578705,0.20030133426189423,0.20928427577018738
bodies,0.1688588559627533,0.23625212907791138,0.09330150485038757,0.2745959758758545,0.10697438567876816,0.2779117226600647,0.23625212907791138,0.18462640047073364,0.18285469710826874
of,0.33290785551071167,0.23993153870105743,0.26901975274086,0.733189046382904,0.2548927664756775,0.41548454761505127,0.23993153870105743,0.28979653120040894,0.1826142966747284
water,0.17456887662410736,0.40283486247062683,0.20781712234020233,0.297396719455719,0.18943050503730774,0.27858173847198486,0.40283486247062683,0.18924762308597565,0.14731885492801666
:,-0.12022944539785385,-0.03787848725914955,-0.08746688812971115,-0.03403344005346298,0.011925304308533669,-0.09243495017290115,-0.03787848725914955,-0.02749963290989399,-0.07156077772378922
the,0.42745697498321533,0.24325428903102875,0.3196312189102173,1.0,0.30735138058662415,0.535392165184021,0.24325428903102875,0.23177717626094818,0.22068053483963013
obersee,0.19437503814697266,0.31011664867401123,0.16641481220722198,0.33349665999412537,0.46100935339927673,0.24895335733890533,0.31011664867401123,0.36415746808052063,0.15832701325416565
(,0.2411840260028839,0.14248812198638916,0.16334407031536102,0.33289089798927307,0.12381801009178162,0.30882009863853455,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,0.008517155423760414,-0.05009271577000618,0.06210063025355339,0.029072100296616554,0.031863048672676086,0.06720756739377975,-0.05009271577000618,0.12680700421333313,0.0685480609536171
upper,0.1592642068862915,0.24166253209114075,0.3003910481929779,0.35289278626441956,0.27324220538139343,0.21445727348327637,0.24166253209114075,0.17422443628311157,0.051342256367206573
lake,0.17778855562210083,1.0000001192092896,0.19181957840919495,0.24325428903102875,0.22246339917182922,0.16680742800235748,1.0000001192092896,0.30982735753059387,0.07226386666297913
'',0.08143015950918198,-0.009126919321715832,0.03648391738533974,0.041273195296525955,-0.003653771709650755,-0.009905828163027763,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.26259949803352356,0.16115246713161469,0.1847226321697235,0.3456730246543884,0.12686386704444885,0.31236231327056885,0.16115246713161469,0.2760099470615387,0.42300865054130554
",",0.3087472915649414,0.2802521586418152,0.2184714376926422,0.4933079481124878,0.167837992310524,0.44245919585227966,0.2802521586418152,0.3135715425014496,0.31091248989105225
the,0.42745697498321533,0.24325428903102875,0.3196312189102173,1.0,0.30735138058662415,0.535392165184021,0.24325428903102875,0.23177717626094818,0.22068053483963013
untersee,0.15786564350128174,0.26288169622421265,0.24459727108478546,0.3217643201351166,0.4472404420375824,0.21968115866184235,0.26288169622421265,0.2725397050380707,0.10625222325325012
(,0.2411840260028839,0.14248812198638916,0.16334407031536102,0.33289089798927307,0.12381801009178162,0.30882009863853455,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,0.008517155423760414,-0.05009271577000618,0.06210063025355339,0.029072100296616554,0.031863048672676086,0.06720756739377975,-0.05009271577000618,0.12680700421333313,0.0685480609536171
lower,0.20079238712787628,0.1320067048072815,0.2833549380302429,0.3463275134563446,0.28043457865715027,0.233318492770195,0.1320067048072815,0.1367899775505066,0.08471795171499252
lake,0.17778855562210083,1.0000001192092896,0.19181957840919495,0.24325428903102875,0.22246339917182922,0.16680742800235748,1.0000001192092896,0.30982735753059387,0.07226386666297913
'',0.08143015950918198,-0.009126919321715832,0.03648391738533974,0.041273195296525955,-0.003653771709650755,-0.009905828163027763,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.26259949803352356,0.16115246713161469,0.1847226321697235,0.3456730246543884,0.12686386704444885,0.31236231327056885,0.16115246713161469,0.2760099470615387,0.42300865054130554
",",0.3087472915649414,0.2802521586418152,0.2184714376926422,0.4933079481124878,0.167837992310524,0.44245919585227966,0.2802521586418152,0.3135715425014496,0.31091248989105225
and,0.31309178471565247,0.234501451253891,0.2507225573062897,0.5171257257461548,0.22029656171798706,0.48971283435821533,0.234501451253891,0.30396533012390137,0.20544172823429108
a,0.3320399522781372,0.20924630761146545,0.22206568717956543,0.5829201340675354,0.1823403388261795,0.45503583550453186,0.20924630761146545,0.23229745030403137,0.23916715383529663
connecting,0.2097303718328476,0.1874820739030838,0.8366389870643616,0.36355212330818176,0.2158898562192917,0.24113371968269348,0.1874820739030838,0.13812336325645447,0.0780353918671608
stretch,0.24601683020591736,0.2773781418800354,0.3370925784111023,0.2665952444076538,0.1771329641342163,0.3235291838645935,0.2773781418800354,0.2214502990245819,0.13738147914409637
of,0.33290785551071167,0.23993153870105743,0.26901975274086,0.733189046382904,0.2548927664756775,0.41548454761505127,0.23993153870105743,0.28979653120040894,0.1826142966747284
the,0.42745697498321533,0.24325428903102875,0.3196312189102173,1.0,0.30735138058662415,0.535392165184021,0.24325428903102875,0.23177717626094818,0.22068053483963013
rhine,0.16475653648376465,0.22246339917182922,0.18825723230838776,0.30735138058662415,1.0,0.1736302673816681,0.22246339917182922,0.33406126499176025,0.13754533231258392
",",0.3087472915649414,0.2802521586418152,0.2184714376926422,0.4933079481124878,0.167837992310524,0.44245919585227966,0.2802521586418152,0.3135715425014496,0.31091248989105225
called,0.3235960602760315,0.15459707379341125,0.30728811025619507,0.489897221326828,0.14562174677848816,0.2987143397331238,0.15459707379341125,0.11693708598613739,0.18963319063186646
the,0.42745697498321533,0.24325428903102875,0.3196312189102173,1.0,0.30735138058662415,0.535392165184021,0.24325428903102875,0.23177717626094818,0.22068053483963013
seerhein,0.17807209491729736,0.29226627945899963,0.2449125200510025,0.33448413014411926,0.5486988425254822,0.22747519612312317,0.29226627945899963,0.37816211581230164,0.19828423857688904
(,0.2411840260028839,0.14248812198638916,0.16334407031536102,0.33289089798927307,0.12381801009178162,0.30882009863853455,0.14248812198638916,0.26763612031936646,0.40561532974243164
``,0.008517155423760414,-0.05009271577000618,0.06210063025355339,0.029072100296616554,0.031863048672676086,0.06720756739377975,-0.05009271577000618,0.12680700421333313,0.0685480609536171
lake,0.17778855562210083,1.0000001192092896,0.19181957840919495,0.24325428903102875,0.22246339917182922,0.16680742800235748,1.0000001192092896,0.30982735753059387,0.07226386666297913
rhine,0.16475653648376465,0.22246339917182922,0.18825723230838776,0.30735138058662415,1.0,0.1736302673816681,0.22246339917182922,0.33406126499176025,0.13754533231258392
'',0.08143015950918198,-0.009126919321715832,0.03648391738533974,0.041273195296525955,-0.003653771709650755,-0.009905828163027763,-0.009126919321715832,-0.07142005115747452,0.018684765323996544
),0.26259949803352356,0.16115246713161469,0.1847226321697235,0.3456730246543884,0.12686386704444885,0.31236231327056885,0.16115246713161469,0.2760099470615387,0.42300865054130554
