,what,was,the,name,of,the,first,doctor,who,story,released,as,an,lp,?
ten,0.1616830825805664,0.27622097730636597,0.3256247341632843,0.12137619405984879,0.2743614614009857,0.3256247341632843,0.2795242965221405,0.10588882118463516,0.23325704038143158,0.1701056957244873,0.15371757745742798,0.24323910474777222,0.15947604179382324,0.11813714355230331,0.14471080899238586
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.19448696076869965,0.2904134690761566,0.2912273406982422,0.2958037853240967,0.1280619502067566,0.29867154359817505,0.20349712669849396,0.17769335210323334,0.234328031539917,0.17872706055641174,0.16037365794181824,0.1914375126361847
later,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.2509414553642273,0.3458743393421173,0.4060266613960266,0.48412203788757324,0.21110832691192627,0.35185644030570984,0.3015500009059906,0.3072899580001831,0.38482072949409485,0.17057275772094727,0.22244574129581451,0.1417175978422165
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.20667347311973572,0.2775750756263733,0.48816442489624023,0.3581022024154663,0.1744316816329956,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2915393114089966,0.24578391015529633,0.48381632566452026,0.4207492768764496,0.17972303926944733,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.27244147658348083,0.39065709710121155,0.29524773359298706,0.33788758516311646,0.33842000365257263,0.29757723212242126,0.28360652923583984,0.18701928853988647
original,0.24651947617530823,0.32203906774520874,0.4037000238895416,0.29879865050315857,0.30228546261787415,0.4037000238895416,0.3307017385959625,0.13737785816192627,0.1785319596529007,0.28778135776519775,0.23272334039211273,0.2790030837059021,0.21953903138637543,0.17114169895648956,0.17256900668144226
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.24003900587558746,0.16010989248752594,0.17422905564308167,0.1790127456188202,0.10616420954465866,0.1462511420249939
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.39065709710121155,0.3504868149757385,0.9999998807907104,0.3106299340724945,0.15033993124961853,0.3923053741455078,0.2848317325115204,0.06184577941894531,0.26220351457595825
audio,0.1803951859474182,0.12714031338691711,0.19614098966121674,0.08850059658288956,0.17128776013851166,0.19614098966121674,0.1623791754245758,0.20159323513507843,0.14178435504436493,0.2723100185394287,0.24554280936717987,0.19524280726909637,0.183404803276062,0.31607574224472046,0.14977853000164032
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.3318818509578705,0.2837624251842499,0.32720035314559937,0.3677520453929901,0.3694365322589874,0.20961594581604004,0.18412111699581146
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.16281646490097046,0.17721395194530487,0.24578391015529633,0.33788758516311646,0.16010989248752594,0.15033993124961853,0.2649247944355011,1.0,0.21291524171829224,0.15115685760974884,0.4830228388309479,0.20329579710960388
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.1636410653591156,0.2340552806854248,0.20766423642635345,0.31313204765319824,0.36047765612602234,0.3192969560623169,0.13778595626354218,0.2714994251728058
lp,0.16029290854930878,0.20961594581604004,0.17972303926944733,0.07425706088542938,0.1588287651538849,0.17972303926944733,0.28360652923583984,0.10616420954465866,0.06184577941894531,0.14568284153938293,0.4830228388309479,0.17055007815361023,0.07464875280857086,0.9999999403953552,0.15901853144168854
record,0.1772487461566925,0.2787264287471771,0.23569516837596893,0.16916072368621826,0.19289259612560272,0.23569516837596893,0.32575827836990356,0.12760968506336212,0.24139603972434998,0.14221981167793274,0.24604319036006927,0.16795684397220612,0.23345981538295746,0.3072179853916168,0.14407116174697876
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.07760433852672577,0.03465403988957405,0.007937713526189327,0.03611880913376808,0.08775733411312103,0.05586666986346245,-0.0424368716776371,-0.00045928877079859376,0.10349778085947037
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.24003900587558746,0.16010989248752594,0.17422905564308167,0.1790127456188202,0.10616420954465866,0.1462511420249939
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.39065709710121155,0.3504868149757385,0.9999998807907104,0.3106299340724945,0.15033993124961853,0.3923053741455078,0.2848317325115204,0.06184577941894531,0.26220351457595825
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.41279885172843933,0.22456516325473785,0.2706851661205292,0.49487000703811646,0.2838519215583801,0.17058436572551727,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2915393114089966,0.24578391015529633,0.48381632566452026,0.4207492768764496,0.17972303926944733,0.22068053483963013
pescatons,0.20261800289154053,0.21647611260414124,0.27924415469169617,0.17895852029323578,0.29477599263191223,0.27924415469169617,0.17210440337657928,0.14083325862884521,0.1576559990644455,0.1671512871980667,0.19286836683750153,0.2726878225803375,0.1406947374343872,0.2066115289926529,0.19068525731563568
featuring,0.18412666022777557,0.16899792850017548,0.21340800821781158,0.11368697136640549,0.1792638599872589,0.21340800821781158,0.17436198890209198,0.1270301192998886,0.19577710330486298,0.2498100996017456,0.3894035816192627,0.2508063018321991,0.11431387066841125,0.25981229543685913,0.24838131666183472
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2915393114089966,0.24578391015529633,0.48381632566452026,0.4207492768764496,0.17972303926944733,0.22068053483963013
fourth,0.137417271733284,0.35251522064208984,0.40804702043533325,0.18362802267074585,0.30335766077041626,0.40804702043533325,0.5567235350608826,0.21519136428833008,0.16443325579166412,0.20407119393348694,0.30622661113739014,0.18366172909736633,0.2161245197057724,0.28309041261672974,0.13791213929653168
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.3504868149757385,0.24003900587558746,0.16010989248752594,0.17422905564308167,0.1790127456188202,0.10616420954465866,0.1462511420249939
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.24893946945667267,0.298698753118515,0.515582263469696,0.3581749200820923,0.19951912760734558,0.4130953550338745
