,what,did,the,mongol,army,throw,in,their,catapults,?
after,0.21973377466201782,0.30330467224121094,0.4565047025680542,0.20212414860725403,0.2654078006744385,0.17076875269412994,0.44050168991088867,0.30973172187805176,0.2342945635318756,0.16608688235282898
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.15921570360660553,0.20244213938713074,0.32970285415649414,0.539380669593811,0.29698723554611206,0.31041884422302246,0.23916715383529663
protracted,0.2054167240858078,0.22678637504577637,0.2607971727848053,0.188865527510643,0.15764839947223663,0.21392983198165894,0.20124632120132446,0.3020806908607483,0.3831287622451782,0.15076343715190887
siege,0.12691979110240936,0.09595377743244171,0.26454421877861023,0.341903954744339,0.3624343276023865,0.18949288129806519,0.23684100806713104,0.12614044547080994,0.4083767533302307,0.07257505506277084
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2229510098695755,0.230897456407547,0.18939918279647827,0.5201468467712402,0.3045167922973633,0.24840712547302246,0.31091248989105225
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.1848519742488861,0.3011053502559662,0.11671995371580124,0.4627237319946289,0.3022443354129791,0.3206203281879425,0.1325719803571701
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.22227831184864044,0.14114242792129517,0.2762235403060913,0.4840516746044159,0.4582767188549042,0.39477217197418213,0.25814583897590637
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
mongol,0.15870186686515808,0.17534953355789185,0.2924198508262634,1.0000001192092896,0.27053940296173096,0.1524781584739685,0.16958336532115936,0.2211313098669052,0.28827965259552,0.12849251925945282
army,0.1698741316795349,0.21148359775543213,0.31011611223220825,0.27053940296173096,1.0000001192092896,0.14043070375919342,0.25258398056030273,0.19182993471622467,0.27489471435546875,0.180583193898201
under,0.20154598355293274,0.20815621316432953,0.3348022699356079,0.22559615969657898,0.19670718908309937,0.08984661102294922,0.2535393238067627,0.24656233191490173,0.19852465391159058,0.18233340978622437
jani,0.09515806287527084,0.14335249364376068,0.13501887023448944,0.17987877130508423,0.16310660541057587,0.17275525629520416,0.12102961540222168,0.12688393890857697,0.08724405616521835,0.15729539096355438
beg,0.37084776163101196,0.3217836916446686,0.1971018761396408,0.22937534749507904,0.19278649985790253,0.17746223509311676,0.16515767574310303,0.23166301846504211,0.15145327150821686,0.2536768615245819
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.17204789817333221,0.30177709460258484,0.13368454575538635,0.45514053106307983,0.2396296262741089,0.17784325778484344,0.18412111699581146
suffering,0.2904309332370758,0.2510739862918854,0.2523275911808014,0.23175182938575745,0.18870268762111664,0.15211719274520874,0.266154944896698,0.29095107316970825,0.26213112473487854,0.12642043828964233
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.2123146951198578,0.2187274545431137,0.22252841293811798,0.4274188280105591,0.3038119673728943,0.24969233572483063,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
disease,0.2391042411327362,0.18150202929973602,0.22720423340797424,0.19956786930561066,0.17983891069889069,0.08643875271081924,0.2769028842449188,0.1593298763036728,0.24259459972381592,0.16159942746162415
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2229510098695755,0.230897456407547,0.18939918279647827,0.5201468467712402,0.3045167922973633,0.24840712547302246,0.31091248989105225
