,where,did,luther,explain,his,idea,of,justification,?
he,0.3705328106880188,0.3292143940925598,0.2454872578382492,0.225673645734787,0.7171558737754822,0.26744645833969116,0.38706058263778687,0.16459999978542328,0.2089974731206894
explained,0.27896547317504883,0.324842244386673,0.16663973033428192,0.77627032995224,0.2412126213312149,0.4231269657611847,0.24962453544139862,0.3227880299091339,0.31240519881248474
his,0.29880598187446594,0.3546801507472992,0.27093374729156494,0.21168261766433716,0.9999998807907104,0.23131534457206726,0.38364991545677185,0.2045544981956482,0.18075084686279297
concept,0.1802423745393753,0.2316831350326538,0.10068824887275696,0.3642212450504303,0.18100163340568542,0.5623390674591064,0.24082158505916595,0.41107696294784546,0.17160645127296448
of,0.38066378235816956,0.2513895630836487,0.1719115972518921,0.20952273905277252,0.38364991545677185,0.2342950403690338,1.0,0.2991276681423187,0.1826142966747284
``,0.020612511783838272,-0.029888948425650597,-0.013964727520942688,0.040340814739465714,0.008275155909359455,0.08469878882169724,0.06780257821083069,0.10230232030153275,0.0685480609536171
justification,0.24187906086444855,0.2430143803358078,0.27747613191604614,0.35727283358573914,0.2045544981956482,0.4388730823993683,0.2991276681423187,1.0,0.4005378186702728
'',0.016034942120313644,0.01978493109345436,-0.04572787508368492,0.033503223210573196,0.016508836299180984,-0.04294922947883606,0.13035868108272552,-0.021568341180682182,0.018684765323996544
in,0.5344807505607605,0.2593238651752472,0.20523880422115326,0.206684410572052,0.3598145842552185,0.20288406312465668,0.5696388483047485,0.18786969780921936,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.1759674996137619,0.24376994371414185,0.4394008219242096,0.2839161455631256,0.733189046382904,0.26831284165382385,0.22068053483963013
smalcald,0.23225009441375732,0.22563108801841736,0.27937763929367065,0.26178106665611267,0.2769451439380646,0.20641201734542847,0.3713586628437042,0.2731536626815796,0.2847345769405365
articles,0.23070643842220306,0.23725460469722748,0.1518269032239914,0.3003763258457184,0.18692603707313538,0.314714252948761,0.24931834638118744,0.36299237608909607,0.44680753350257874
:,-0.012972540222108364,-0.05305134505033493,-0.0567622147500515,-0.13561592996120453,-0.010826457291841507,-0.049959514290094376,-0.08807745575904846,-0.12659627199172974,-0.07156077772378922
