,any,subcontractor,has,a,direct,contractual,relationship,with,who,?
there,0.4219859838485718,0.17411530017852783,0.42909398674964905,0.4214206337928772,0.22613242268562317,0.20529933273792267,0.16667471826076508,0.37390366196632385,0.2844357192516327,0.29405656456947327
are,0.40178635716438293,0.15038281679153442,0.4313911199569702,0.265255331993103,0.18297041952610016,0.13694307208061218,0.13166306912899017,0.38996943831443787,0.27294138073921204,0.24591213464736938
direct,0.299310564994812,0.2054959088563919,0.15923023223876953,0.27544090151786804,1.0,0.2120143473148346,0.18698430061340332,0.19408144056797028,0.20854562520980835,0.18476411700248718
contractual,0.33246704936027527,0.6315867900848389,0.19756712019443512,0.2768342196941376,0.2120143473148346,1.0,0.34459877014160156,0.2931744158267975,0.24444451928138733,0.15407921373844147
links,0.3548063635826111,0.18104790151119232,0.24418629705905914,0.25159019231796265,0.26494160294532776,0.22194069623947144,0.1636406034231186,0.21748127043247223,0.17493046820163727,0.3222293555736542
between,0.2304823100566864,0.22260507941246033,0.2653839886188507,0.29385313391685486,0.2785438895225525,0.32970941066741943,0.3674123287200928,0.3829993009567261,0.20718061923980713,0.12887074053287506
the,0.4525727927684784,0.2645164132118225,0.4177538752555847,0.5829201340675354,0.3262479901313782,0.28600773215293884,0.21018025279045105,0.4223487675189972,0.3733934462070465,0.22068053483963013
architect,0.057848069816827774,0.2948651611804962,0.11776646971702576,0.15499725937843323,0.05660845711827278,0.19537729024887085,0.12113276869058609,0.09419280290603638,0.23530325293540955,0.11996878683567047
's,0.09017360955476761,-0.04832053929567337,-0.040683966130018234,0.04866964742541313,0.05696379393339157,-0.08170171827077866,-0.04484357684850693,-0.04624466598033905,0.05599616840481758,-0.023395681753754616
client,0.26837995648384094,0.2668384313583374,0.10361204296350479,0.2345588207244873,0.22060078382492065,0.27714189887046814,0.2195095717906952,0.16699977219104767,0.2563980221748352,0.20958182215690613
and,0.3363793194293976,0.23819831013679504,0.43716782331466675,0.3739250600337982,0.25874996185302734,0.23995111882686615,0.3086830675601959,0.5477725267410278,0.41279885172843933,0.20544172823429108
the,0.4525727927684784,0.2645164132118225,0.4177538752555847,0.5829201340675354,0.3262479901313782,0.28600773215293884,0.21018025279045105,0.4223487675189972,0.3733934462070465,0.22068053483963013
main,0.26311081647872925,0.15632814168930054,0.26405781507492065,0.27217230200767517,0.22425764799118042,0.10367386788129807,0.10951242595911026,0.1962798684835434,0.18417203426361084,0.1665669083595276
contractor,0.19614748656749725,0.7707169651985168,0.1291802078485489,0.24873769283294678,0.17532946169376373,0.8038034439086914,0.2685442268848419,0.21588647365570068,0.2322247177362442,0.07686037570238113
.,0.39295488595962524,0.2308184802532196,0.4105546176433563,0.50484299659729,0.27250880002975464,0.1807543784379959,0.22535671293735504,0.4446153938770294,0.3541337847709656,0.4130953550338745
,any,subcontractor,has,a,direct,contractual,relationship,with,who,?
any,1.0,0.2108166664838791,0.3449929356575012,0.45031747221946716,0.299310564994812,0.33246704936027527,0.2039283961057663,0.34412381052970886,0.29236510396003723,0.4113408327102661
subcontractor,0.2108166664838791,0.9999999403953552,0.17602230608463287,0.3052777051925659,0.2054959088563919,0.6315867900848389,0.2569657266139984,0.24258451163768768,0.23493501543998718,0.12285691499710083
has,0.3449929356575012,0.17602230608463287,1.0,0.4670248031616211,0.15923023223876953,0.19756712019443512,0.21809683740139008,0.44092974066734314,0.2558172643184662,0.15994466841220856
a,0.45031747221946716,0.3052777051925659,0.4670248031616211,1.0,0.27544090151786804,0.2768342196941376,0.25691166520118713,0.3783375024795532,0.36608949303627014,0.23916715383529663
direct,0.299310564994812,0.2054959088563919,0.15923023223876953,0.27544090151786804,1.0,0.2120143473148346,0.18698430061340332,0.19408144056797028,0.20854562520980835,0.18476411700248718
contractual,0.33246704936027527,0.6315867900848389,0.19756712019443512,0.2768342196941376,0.2120143473148346,1.0,0.34459877014160156,0.2931744158267975,0.24444451928138733,0.15407921373844147
relationship,0.2039283961057663,0.2569657266139984,0.21809683740139008,0.25691166520118713,0.18698430061340332,0.34459877014160156,1.0,0.3188934326171875,0.2678191661834717,0.11361731588840485
with,0.34412381052970886,0.24258451163768768,0.44092974066734314,0.3783375024795532,0.19408144056797028,0.2931744158267975,0.3188934326171875,0.9999999403953552,0.3282766342163086,0.2433311939239502
the,0.4525727927684784,0.2645164132118225,0.4177538752555847,0.5829201340675354,0.3262479901313782,0.28600773215293884,0.21018025279045105,0.4223487675189972,0.3733934462070465,0.22068053483963013
main,0.26311081647872925,0.15632814168930054,0.26405781507492065,0.27217230200767517,0.22425764799118042,0.10367386788129807,0.10951242595911026,0.1962798684835434,0.18417203426361084,0.1665669083595276
contractor,0.19614748656749725,0.7707169651985168,0.1291802078485489,0.24873769283294678,0.17532946169376373,0.8038034439086914,0.2685442268848419,0.21588647365570068,0.2322247177362442,0.07686037570238113
.,0.39295488595962524,0.2308184802532196,0.4105546176433563,0.50484299659729,0.27250880002975464,0.1807543784379959,0.22535671293735504,0.4446153938770294,0.3541337847709656,0.4130953550338745
