,whose,plan,called,for,the,mongolian,army,to,split,in,two,after,the,khwarezmian,conquest,?
under,0.21045733988285065,0.25114691257476807,0.22955714166164398,0.2930702269077301,0.3348022699356079,0.22247473895549774,0.19670718908309937,0.27177539467811584,0.10501265525817871,0.2535393238067627,0.17014911770820618,0.2883138358592987,0.3348022699356079,0.22707970440387726,0.21331743896007538,0.18233340978622437
the,0.38253846764564514,0.2852855324745178,0.489897221326828,0.4739971458911896,1.0,0.2657795250415802,0.31011611223220825,0.535392165184021,0.2967630624771118,0.6662389636039734,0.43858039379119873,0.4565047025680542,1.0,0.3120568096637726,0.3181619346141815,0.22068053483963013
suggestion,0.2283981889486313,0.3911058008670807,0.1823403686285019,0.3143264353275299,0.2641429305076599,0.1782267987728119,0.1464267373085022,0.3860657513141632,0.10833784937858582,0.23042023181915283,0.23977862298488617,0.22652341425418854,0.2641429305076599,0.2282279133796692,0.19711925089359283,0.4631749987602234
of,0.37058958411216736,0.2742128372192383,0.4222904443740845,0.4185989499092102,0.733189046382904,0.22608324885368347,0.2669098675251007,0.41548454761505127,0.2359420210123062,0.5696388483047485,0.37726253271102905,0.3867455720901489,0.733189046382904,0.2820981740951538,0.27723097801208496,0.1826142966747284
subutai,0.19590574502944946,0.17960120737552643,0.3227328658103943,0.18210144340991974,0.33055391907691956,0.3638042211532593,0.23728635907173157,0.1789546012878418,0.2663244605064392,0.3149537444114685,0.2510770559310913,0.26031050086021423,0.33055391907691956,0.4294832944869995,0.25246959924697876,0.1578579694032669
",",0.25601375102996826,0.21265573799610138,0.26549121737480164,0.4464869201183319,0.4933079481124878,0.22636307775974274,0.230897456407547,0.44245919585227966,0.26985031366348267,0.5201468467712402,0.35859420895576477,0.38860568404197693,0.4933079481124878,0.30490750074386597,0.2487315982580185,0.31091248989105225
the,0.38253846764564514,0.2852855324745178,0.489897221326828,0.4739971458911896,1.0,0.2657795250415802,0.31011611223220825,0.535392165184021,0.2967630624771118,0.6662389636039734,0.43858039379119873,0.4565047025680542,1.0,0.3120568096637726,0.3181619346141815,0.22068053483963013
mongol,0.16072016954421997,0.159338116645813,0.16997669637203217,0.1556200236082077,0.2924198508262634,0.7993404865264893,0.27053940296173096,0.2125127911567688,0.15956895053386688,0.16958336532115936,0.161006897687912,0.20212414860725403,0.2924198508262634,0.5239636301994324,0.4303639233112335,0.12849251925945282
army,0.10774852335453033,0.26396986842155457,0.1467820703983307,0.17493335902690887,0.31011611223220825,0.16826550662517548,1.0000001192092896,0.22938482463359833,0.09665250033140182,0.25258398056030273,0.13596199452877045,0.2654078006744385,0.31011611223220825,0.26909568905830383,0.32731422781944275,0.180583193898201
was,0.2162860482931137,0.2407723069190979,0.33927658200263977,0.3863949179649353,0.48711544275283813,0.11424200981855392,0.30177709460258484,0.3636345863342285,0.17593012750148773,0.45514053106307983,0.27166637778282166,0.49306565523147583,0.48711544275283813,0.2895364761352539,0.26261669397354126,0.18412111699581146
split,0.07176622003316879,0.053178250789642334,0.27760520577430725,0.15463681519031525,0.2967630624771118,0.165959432721138,0.09665250033140182,0.17915946245193481,1.0,0.24171817302703857,0.4164069890975952,0.22763468325138092,0.2967630624771118,0.22407490015029907,0.17097435891628265,0.16133880615234375
into,0.154140904545784,0.19205522537231445,0.3495192527770996,0.231735959649086,0.39493247866630554,0.1260862946510315,0.17944656312465668,0.38810545206069946,0.43188852071762085,0.38021373748779297,0.34175926446914673,0.36954155564308167,0.39493247866630554,0.2344055026769638,0.19702257215976715,0.15662476420402527
two,0.292228102684021,0.13124367594718933,0.3555888831615448,0.34734001755714417,0.43858039379119873,0.12841090559959412,0.13596199452877045,0.3343428373336792,0.4164069890975952,0.36463531851768494,1.0000001192092896,0.3276641070842743,0.43858039379119873,0.2380492240190506,0.15246722102165222,0.19645625352859497
forces,0.1689506322145462,0.2501567304134369,0.17645898461341858,0.14048048853874207,0.3134811818599701,0.165625661611557,0.6373161673545837,0.2581802308559418,0.15887415409088135,0.2565164566040039,0.20150142908096313,0.2831678092479706,0.3134811818599701,0.21531309187412262,0.3276912271976471,0.16984491050243378
.,0.2718997597694397,0.2966235876083374,0.300344854593277,0.4726039469242096,0.5934505462646484,0.18073968589305878,0.28860729932785034,0.4645031690597534,0.26228174567222595,0.5591574311256409,0.3524959683418274,0.35870397090911865,0.5934505462646484,0.24834071099758148,0.19387131929397583,0.4130953550338745
