,what,historical,figure,was,jacksonville,named,after,?
a,0.3320399522781372,0.25390249490737915,0.2584710121154785,0.4508470594882965,0.28008249402046204,0.3292267918586731,0.3831600844860077,0.23916715383529663
platted,0.189926877617836,0.10580017417669296,0.20584629476070404,0.254856139421463,0.25488874316215515,0.20001515746116638,0.2507133185863495,0.1936854124069214
town,0.19713185727596283,0.2541215121746063,0.10943201184272766,0.26823142170906067,0.20888616144657135,0.21398939192295074,0.24902865290641785,0.09902279824018478
was,0.22111038863658905,0.18540561199188232,0.2638653516769409,1.0000001192092896,0.2742757201194763,0.37528327107429504,0.49306565523147583,0.18412111699581146
established,0.14869536459445953,0.24475839734077454,0.1279997080564499,0.26515325903892517,0.0518689826130867,0.2978200316429138,0.25570741295814514,0.15917523205280304
there,0.35085538029670715,0.2913641333580017,0.16608703136444092,0.24909798800945282,0.23102617263793945,0.21535170078277588,0.28266575932502747,0.29405656456947327
in,0.30808621644973755,0.30350539088249207,0.17097173631191254,0.45514053106307983,0.22147351503372192,0.28130269050598145,0.44050168991088867,0.20430970191955566
1822,0.20047305524349213,0.037474509328603745,0.129343643784523,0.09580187499523163,0.022842057049274445,0.1570003181695938,0.11122555285692215,0.26865553855895996
",",0.3087472915649414,0.2461894154548645,0.2352312207221985,0.45456063747406006,0.2837527096271515,0.2530003488063812,0.38860568404197693,0.31091248989105225
a,0.3320399522781372,0.25390249490737915,0.2584710121154785,0.4508470594882965,0.28008249402046204,0.3292267918586731,0.3831600844860077,0.23916715383529663
year,0.15184831619262695,0.15582066774368286,0.1302063912153244,0.3209837079048157,0.21323628723621368,0.28151315450668335,0.336445689201355,0.18315006792545319
after,0.21973377466201782,0.16820628941059113,0.16684812307357788,0.49306565523147583,0.20310255885124207,0.4528660774230957,1.0,0.16608688235282898
the,0.42745697498321533,0.30835282802581787,0.24786046147346497,0.48711544275283813,0.2176690250635147,0.3521348536014557,0.4565047025680542,0.22068053483963013
united,0.20036718249320984,0.16945473849773407,0.11374575644731522,0.31727492809295654,0.303199827671051,0.15465673804283142,0.23208022117614746,0.17266890406608582
states,0.21526020765304565,0.1651833951473236,0.14956584572792053,0.2847922146320343,0.31034567952156067,0.15758274495601654,0.20801226794719696,0.16272737085819244
gained,0.15457381308078766,0.2079923450946808,0.12891297042369843,0.3571169674396515,0.13963961601257324,0.16034655272960663,0.28177154064178467,0.11261032521724701
florida,0.14450381696224213,0.12500600516796112,0.10177656263113022,0.23693005740642548,0.568950355052948,0.18032369017601013,0.22783660888671875,0.13469882309436798
from,0.2737620174884796,0.22481153905391693,0.17242518067359924,0.31171464920043945,0.20407649874687195,0.1969364881515503,0.4051513373851776,0.19969791173934937
spain,0.17150506377220154,0.23730431497097015,0.1198902428150177,0.21705155074596405,0.18608365952968597,0.10963200032711029,0.2004108875989914,0.16814002394676208
;,0.10986888408660889,0.1319541186094284,0.0132302762940526,0.0754367932677269,0.021351194009184837,0.034511178731918335,-0.01834123209118843,0.10349778085947037
it,0.45803478360176086,0.26236990094184875,0.23280033469200134,0.4577186405658722,0.17523133754730225,0.27125322818756104,0.36872005462646484,0.25732165575027466
was,0.22111038863658905,0.18540561199188232,0.2638653516769409,1.0000001192092896,0.2742757201194763,0.37528327107429504,0.49306565523147583,0.18412111699581146
named,0.1525408923625946,0.14506278932094574,0.11865974962711334,0.37528327107429504,0.20949479937553406,1.0,0.4528660774230957,0.1297498345375061
after,0.21973377466201782,0.16820628941059113,0.16684812307357788,0.49306565523147583,0.20310255885124207,0.4528660774230957,1.0,0.16608688235282898
andrew,0.16871996223926544,0.12172697484493256,0.134577214717865,0.3215606212615967,0.2860320508480072,0.18915845453739166,0.1846538633108139,0.13208141922950745
jackson,0.09466453641653061,0.0870814397931099,0.07491742819547653,0.28426221013069153,0.589971661567688,0.14531414210796356,0.15258565545082092,0.10996206849813461
",",0.3087472915649414,0.2461894154548645,0.2352312207221985,0.45456063747406006,0.2837527096271515,0.2530003488063812,0.38860568404197693,0.31091248989105225
the,0.42745697498321533,0.30835282802581787,0.24786046147346497,0.48711544275283813,0.2176690250635147,0.3521348536014557,0.4565047025680542,0.22068053483963013
first,0.28086137771606445,0.1561516970396042,0.16186882555484772,0.5022147297859192,0.2168712168931961,0.35798725485801697,0.42302387952804565,0.18701928853988647
military,0.18809624016284943,0.2658507525920868,0.18880631029605865,0.24704936146736145,0.21605069935321808,0.1175958514213562,0.22835171222686768,0.1890317052602768
governor,0.21184112131595612,0.2058878391981125,0.1259351372718811,0.25802454352378845,0.2060924619436264,0.1497168093919754,0.21476203203201294,0.135940283536911
of,0.33290785551071167,0.3218611776828766,0.21327486634254456,0.4069072902202606,0.23084138333797455,0.2820465862751007,0.3867455720901489,0.1826142966747284
the,0.42745697498321533,0.30835282802581787,0.24786046147346497,0.48711544275283813,0.2176690250635147,0.3521348536014557,0.4565047025680542,0.22068053483963013
florida,0.14450381696224213,0.12500600516796112,0.10177656263113022,0.23693005740642548,0.568950355052948,0.18032369017601013,0.22783660888671875,0.13469882309436798
territory,0.21338070929050446,0.2184194177389145,0.10561185330152512,0.20208659768104553,0.16938872635364532,0.18613116443157196,0.24827559292316437,0.09435105323791504
and,0.31309178471565247,0.21805961430072784,0.2347109168767929,0.3740963041782379,0.2603762745857239,0.23097854852676392,0.3765919506549835,0.20544172823429108
seventh,0.1368705779314041,0.10395030677318573,0.1587371677160263,0.3499458432197571,0.22367006540298462,0.22544163465499878,0.3049860894680023,0.10981480032205582
president,0.1870913952589035,0.13543657958507538,0.1770927459001541,0.2505730390548706,0.2091674655675888,0.15809892117977142,0.25286588072776794,0.14148259162902832
of,0.33290785551071167,0.3218611776828766,0.21327486634254456,0.4069072902202606,0.23084138333797455,0.2820465862751007,0.3867455720901489,0.1826142966747284
the,0.42745697498321533,0.30835282802581787,0.24786046147346497,0.48711544275283813,0.2176690250635147,0.3521348536014557,0.4565047025680542,0.22068053483963013
united,0.20036718249320984,0.16945473849773407,0.11374575644731522,0.31727492809295654,0.303199827671051,0.15465673804283142,0.23208022117614746,0.17266890406608582
states,0.21526020765304565,0.1651833951473236,0.14956584572792053,0.2847922146320343,0.31034567952156067,0.15758274495601654,0.20801226794719696,0.16272737085819244
.,0.3567904531955719,0.21067677438259125,0.24939633905887604,0.40146201848983765,0.2843366861343384,0.24760639667510986,0.35870397090911865,0.4130953550338745
