,what,were,the,first,local,stations,to,offer,streams,of,their,programming,on,watch,abc,?
similar,0.30608364939689636,0.28374379873275757,0.2963123023509979,0.2847648859024048,0.16193200647830963,0.13688808679580688,0.2888135313987732,0.23714375495910645,0.2015383392572403,0.2911645472049713,0.2997264862060547,0.24341365694999695,0.23418132960796356,0.15888962149620056,0.118557870388031,0.23309361934661865
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3792489171028137,0.2207600325345993,0.21700026094913483,1.0,0.34615713357925415,0.23461183905601501,0.41548454761505127,0.44619059562683105,0.1961597204208374,0.41031414270401,0.2955072224140167,0.1762417107820511,0.29463258385658264
sister,0.1249556615948677,0.18091163039207458,0.1446198970079422,0.18835660815238953,0.10088372230529785,0.1594211757183075,0.2273593544960022,0.12791095674037933,0.06991113722324371,0.14279574155807495,0.1538708209991455,0.10322674363851547,0.15579074621200562,0.1103452667593956,0.17810118198394775,0.15028199553489685
network,0.16917307674884796,0.14680062234401703,0.27187061309814453,0.2069581300020218,0.21265535056591034,0.4009798467159271,0.25940340757369995,0.18383778631687164,0.2366960346698761,0.21800683438777924,0.2149965912103653,0.38232916593551636,0.30190837383270264,0.2115340530872345,0.4295894205570221,0.17853789031505585
espn,0.20291002094745636,0.07392363250255585,0.19345609843730927,0.15144038200378418,0.13351735472679138,0.2713492512702942,0.21040675044059753,0.19627785682678223,0.1840934306383133,0.12878696620464325,0.18165291845798492,0.32874631881713867,0.24292799830436707,0.25118619203567505,0.42660194635391235,0.1709517240524292
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,-0.014458609744906425,0.027985693886876106,0.029389679431915283,0.03782717138528824,0.08889953792095184,0.08717510104179382,-0.03817026689648628,-0.005530759692192078,0.011488005518913269,0.0026888418942689896,0.06111160293221474,0.06670809537172318,-0.023395681753754616
watchespn,0.2674243748188019,0.1911676526069641,0.2754616141319275,0.2651645839214325,0.22013451159000397,0.3029276728630066,0.26416680216789246,0.22293075919151306,0.19815373420715332,0.2005094438791275,0.20984627306461334,0.3067130446434021,0.3258534371852875,0.693037211894989,0.41689005494117737,0.2603048086166382
service,0.16857224702835083,0.15802285075187683,0.22661015391349792,0.23815037310123444,0.22239521145820618,0.33265575766563416,0.24411341547966003,0.2830371558666229,0.24829673767089844,0.18425606191158295,0.1622014343738556,0.17188701033592224,0.21384719014167786,0.1689300537109375,0.22076331079006195,0.1676298975944519
(,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.2450505793094635,0.18996672332286835,0.1346510946750641,0.30882009863853455,0.17126749455928802,0.1427065134048462,0.35032153129577637,0.15721023082733154,0.19239555299282074,0.28656116127967834,0.14697280526161194,0.183883935213089,0.40561532974243164
which,0.5261979103088379,0.2807837128639221,0.6521818041801453,0.3828166127204895,0.24027122557163239,0.25455939769744873,0.5345056653022766,0.25176212191581726,0.2939537465572357,0.5011631846427917,0.4582767188549042,0.317421019077301,0.4245251417160034,0.2638746500015259,0.1991286277770996,0.25814583897590637
originated,0.17986609041690826,0.2621508240699768,0.3238855004310608,0.32409000396728516,0.10551667958498001,0.13502846658229828,0.2391701340675354,0.12550866603851318,0.219854474067688,0.27252769470214844,0.1867942065000534,0.16705138981342316,0.1378099024295807,0.1293024718761444,0.15549536049365997,0.11205674707889557
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.2130540907382965,0.24762700498104095,0.535392165184021,0.21118608117103577,0.260405570268631,0.733189046382904,0.516537070274353,0.17869283258914948,0.5107308030128479,0.24077482521533966,0.2068762183189392,0.22068053483963013
``,0.008517155423760414,0.006090171169489622,0.029072100296616554,0.006519378628581762,0.0925687924027443,-0.09476577490568161,0.06720756739377975,-0.04611703380942345,0.005469292867928743,0.06780257821083069,0.05465886741876602,-0.03942643105983734,-0.03274054825305939,-0.10261975973844528,-0.04806871339678764,0.0685480609536171
watch,0.2853691279888153,0.2170925736427307,0.24077482521533966,0.17308510839939117,0.17277303338050842,0.22830422222614288,0.2955072224140167,0.248478502035141,0.1981705129146576,0.19463703036308289,0.24225130677223206,0.1873900443315506,0.26631927490234375,1.0,0.20378684997558594,0.2568144202232361
'',0.08143015950918198,0.007215402089059353,0.041273195296525955,-0.03874251991510391,0.04436459019780159,0.06606116890907288,-0.009905828163027763,0.00034824403701350093,-0.13422225415706635,0.13035868108272552,0.011550518684089184,-0.024113938212394714,0.04238596186041832,-0.006904433947056532,-0.05768610164523125,0.018684765323996544
brand,0.18316686153411865,0.15914946794509888,0.18590734899044037,0.22927528619766235,0.10899963974952698,0.223001629114151,0.2430490255355835,0.23784011602401733,0.1262049525976181,0.13266319036483765,0.2283676415681839,0.2668326199054718,0.1868440955877304,0.2531368136405945,0.19499699771404266,0.14453907310962677
used,0.27546408772468567,0.27636459469795227,0.3718377649784088,0.2984957695007324,0.13996946811676025,0.24202688038349152,0.40058770775794983,0.21635769307613373,0.2054000347852707,0.3075267970561981,0.3259406089782715,0.23505161702632904,0.24785758554935455,0.1857793927192688,0.16642345488071442,0.22430120408535004
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.3877052962779999,0.17162570357322693,0.20435920357704163,0.33534231781959534,0.15273679792881012,0.16884806752204895,0.3646814823150635,0.3242124021053314,0.19613991677761078,0.33887791633605957,0.19258670508861542,0.17600902915000916,0.17966607213020325
the,0.42745697498321533,0.3906462490558624,1.0,0.49448907375335693,0.2130540907382965,0.24762700498104095,0.535392165184021,0.21118608117103577,0.260405570268631,0.733189046382904,0.516537070274353,0.17869283258914948,0.5107308030128479,0.24077482521533966,0.2068762183189392,0.22068053483963013
streaming,0.21690556406974792,0.13763010501861572,0.25890758633613586,0.221695214509964,0.24455487728118896,0.37398770451545715,0.27191177010536194,0.277479350566864,0.64640212059021,0.2159390151500702,0.2478855699300766,0.3700701892375946,0.320134699344635,0.268684446811676,0.3399188816547394,0.19690081477165222
services,0.16048473119735718,0.19147804379463196,0.2381475418806076,0.21689589321613312,0.27144643664360046,0.44054195284843445,0.27867045998573303,0.36470821499824524,0.2671278119087219,0.23787347972393036,0.2087407410144806,0.27755051851272583,0.22515536844730377,0.20018570125102997,0.20619745552539825,0.1328447163105011
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.3536086082458496,0.20668989419937134,0.20414425432682037,0.41548454761505127,0.19393298029899597,0.24870352447032928,1.0,0.4329940676689148,0.14286333322525024,0.3966929316520691,0.19463703036308289,0.14607268571853638,0.1826142966747284
disney,0.19632026553153992,0.13509954512119293,0.24980762600898743,0.21060588955879211,0.12469538301229477,0.19382423162460327,0.23984374105930328,0.14077584445476532,0.13704819977283478,0.19926400482654572,0.18227198719978333,0.22714197635650635,0.1984206587076187,0.20849260687828064,0.37895750999450684,0.22150784730911255
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,-0.014458609744906425,0.027985693886876106,0.029389679431915283,0.03782717138528824,0.08889953792095184,0.08717510104179382,-0.03817026689648628,-0.005530759692192078,0.011488005518913269,0.0026888418942689896,0.06111160293221474,0.06670809537172318,-0.023395681753754616
television,0.19838058948516846,0.18070289492607117,0.24569597840309143,0.2787016034126282,0.18328188359737396,0.3494590222835541,0.1933557242155075,0.15996047854423523,0.1483701914548874,0.21995750069618225,0.1628105640411377,0.34514227509498596,0.2825660705566406,0.27474769949913025,0.46871840953826904,0.16825827956199646
networks,0.18279550969600677,0.18279117345809937,0.24705806374549866,0.16512027382850647,0.25312551856040955,0.4317968785762787,0.23877078294754028,0.2312365621328354,0.24533377587795258,0.17763681709766388,0.2079067975282669,0.3551848232746124,0.26789405941963196,0.23910683393478394,0.350273072719574,0.17815114557743073
),0.26259949803352356,0.1566188633441925,0.3456730246543884,0.27228695154190063,0.18753306567668915,0.1451086699962616,0.31236231327056885,0.18990080058574677,0.14682181179523468,0.3680361211299896,0.1549641638994217,0.18464556336402893,0.29937487840652466,0.17728851735591888,0.18381085991859436,0.42300865054130554
