,from,whom,did,genghis,khan,learn,seige,warfare,?
he,0.3314535319805145,0.3327956199645996,0.3292143940925598,0.28288567066192627,0.24136358499526978,0.26953357458114624,0.20107120275497437,0.21763694286346436,0.2089974731206894
seemed,0.11498410254716873,0.20753122866153717,0.4443226754665375,0.2118295133113861,0.15515373647212982,0.2506577968597412,0.16248516738414764,0.23023498058319092,0.2128053456544876
to,0.4069952368736267,0.3108522593975067,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.3487244248390198,0.15279485285282135,0.17279815673828125,0.29463258385658264
be,0.3107333183288574,0.21567033231258392,0.22657383978366852,0.16810378432273865,0.19255778193473816,0.2889748215675354,0.14374402165412903,0.1869751662015915,0.3324260413646698
a,0.322764128446579,0.21455949544906616,0.2552328109741211,0.194350928068161,0.1743650734424591,0.2111419141292572,0.19245709478855133,0.2538663148880005,0.23916715383529663
quick,0.13644975423812866,0.16995775699615479,0.2360430210828781,0.13597814738750458,0.148708775639534,0.23136650025844574,0.1884528547525406,0.1788281500339508,0.29684531688690186
student,0.14416815340518951,0.20934414863586426,0.17656166851520538,0.20054824650287628,0.1810874491930008,0.3862043023109436,0.1594943404197693,0.15600022673606873,0.13282090425491333
",",0.39760664105415344,0.25587570667266846,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.21191197633743286,0.26183339953422546,0.20575781166553497,0.31091248989105225
adopting,0.17741186916828156,0.28308939933776855,0.2504394054412842,0.19021646678447723,0.135462686419487,0.2791203558444977,0.11258102208375931,0.24608758091926575,0.21285787224769592
new,0.3360432982444763,0.1495581567287445,0.227974995970726,0.1094365268945694,0.08042891323566437,0.21866315603256226,0.17365144193172455,0.15063947439193726,0.14782847464084625
technologies,0.17600060999393463,0.13631784915924072,0.0914803221821785,0.1589016616344452,0.14338213205337524,0.20907212793827057,0.1675693392753601,0.311653196811676,0.1638062298297882
and,0.3601827025413513,0.3148667514324188,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.266887903213501,0.22025300562381744,0.2182304859161377,0.20544172823429108
ideas,0.25340476632118225,0.26558345556259155,0.3357154428958893,0.18231232464313507,0.11806735396385193,0.37019139528274536,0.1447679102420807,0.2865036427974701,0.2857283353805542
that,0.3477667272090912,0.3278515338897705,0.47518548369407654,0.21352417767047882,0.14077997207641602,0.3043385446071625,0.15155765414237976,0.23079130053520203,0.32716336846351624
he,0.3314535319805145,0.3327956199645996,0.3292143940925598,0.28288567066192627,0.24136358499526978,0.26953357458114624,0.20107120275497437,0.21763694286346436,0.2089974731206894
encountered,0.17803794145584106,0.3297090530395508,0.24190115928649902,0.19458125531673431,0.12041681259870529,0.2507196068763733,0.13403654098510742,0.31466153264045715,0.12880854308605194
",",0.39760664105415344,0.25587570667266846,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.21191197633743286,0.26183339953422546,0.20575781166553497,0.31091248989105225
such,0.24813218414783478,0.13612067699432373,0.24497397243976593,0.14482241868972778,0.14670294523239136,0.21103675663471222,0.10607826709747314,0.21142396330833435,0.17851735651493073
as,0.3251767158508301,0.31695985794067383,0.3596470057964325,0.17543354630470276,0.22500167787075043,0.19375549256801605,0.18891771137714386,0.2400927096605301,0.27043893933296204
siege,0.18843412399291992,0.15787436068058014,0.09595377743244171,0.3503280282020569,0.170835480093956,0.15804626047611237,0.2832290828227997,0.3305301368236542,0.07257505506277084
warfare,0.04045228287577629,0.15881113708019257,0.18637101352214813,0.2661464214324951,0.1404484361410141,0.1697714477777481,0.1971491128206253,1.0,0.1583555042743683
from,1.0,0.19855497777462006,0.20248863101005554,0.19071364402770996,0.10581372678279877,0.1891779601573944,0.13114608824253082,0.04045228287577629,0.19969791173934937
the,0.40150508284568787,0.23752936720848083,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2269158810377121,0.2491910606622696,0.257932186126709,0.22068053483963013
chinese,0.2034907042980194,0.19086508452892303,0.19065357744693756,0.37333089113235474,0.2961319386959076,0.26168709993362427,0.289132297039032,0.16295988857746124,0.20843194425106049
.,0.41536515951156616,0.26115289330482483,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.2426602691411972,0.2040351778268814,0.22986048460006714,0.4130953550338745
