,what,did,cbs,provide,of,the,super,bowl,50,broadcast,for,its,website,",",some,apps,and,media,players,?
cbs,0.1950361132621765,0.15259867906570435,1.0,0.10569320619106293,0.16151919960975647,0.2283918708562851,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.5521507263183594,0.20941372215747833,0.18914800882339478,0.19977201521396637,0.18569420278072357,0.18317221105098724,0.15470454096794128,0.2054297775030136,0.30053117871284485,0.215696319937706,0.14594407379627228
provided,0.2206064909696579,0.2778315246105194,0.14336982369422913,0.7498367428779602,0.272808313369751,0.304488867521286,0.09278950095176697,0.11037559062242508,-0.038702115416526794,0.2696555554866791,0.38938868045806885,0.22010774910449982,0.1480952799320221,0.27036961913108826,0.3045835494995117,0.18829403817653656,0.35591721534729004,0.1983412504196167,0.1069585531949997,0.16893617808818817
digital,0.1757969856262207,0.10377924144268036,0.24499118328094482,0.20227859914302826,0.20011478662490845,0.18361380696296692,0.16536913812160492,0.1176709309220314,-0.005269418004900217,0.3613227903842926,0.1780148148536682,0.13031713664531708,0.10577093809843063,0.17865565419197083,0.19114495813846588,0.24225381016731262,0.20433840155601501,0.40665924549102783,0.13657532632350922,0.12982943654060364
streams,0.12328469753265381,0.1004127711057663,0.15178711712360382,0.2806881070137024,0.24870352447032928,0.260405570268631,0.17685462534427643,0.20358839631080627,-0.06141979247331619,0.18737934529781342,0.20315690338611603,0.24334903061389923,0.10014883428812027,0.28180238604545593,0.2651009261608124,0.24988903105258942,0.3020942509174347,0.21177078783512115,0.18993084132671356,0.1508319228887558
of,0.33290785551071167,0.2513895630836487,0.16151919960975647,0.27198103070259094,1.0,0.733189046382904,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.20155203342437744,0.4185989499092102,0.48690423369407654,0.215549036860466,0.4946078956127167,0.4300730526447296,0.137797549366951,0.5116966962814331,0.19700391590595245,0.20305874943733215,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2283918708562851,0.26373472809791565,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2713715434074402,0.4739971458911896,0.559237003326416,0.2647613286972046,0.4933079481124878,0.4566698372364044,0.17520254850387573,0.5171257257461548,0.19221965968608856,0.2647981345653534,0.22068053483963013
game,0.2246788740158081,0.19789010286331177,0.3367152214050293,0.13305369019508362,0.2298848181962967,0.285271555185318,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.2862359285354614,0.2608485519886017,0.18175193667411804,0.18137481808662415,0.2653886377811432,0.20052722096443176,0.32520419359207153,0.25192898511886597,0.24786706268787384,0.4889407455921173,0.1829071193933487
via,0.16736915707588196,0.04282603785395622,0.08311855792999268,0.29733186960220337,0.1293322592973709,0.23979412019252777,0.15354342758655548,0.11781672388315201,-0.06380389630794525,0.18366225063800812,0.1971353143453598,0.05037503316998482,0.11916951090097427,0.26232874393463135,0.19301074743270874,0.14693962037563324,0.20018906891345978,0.24098104238510132,0.0663963034749031,0.19443516433238983
cbssports.com,0.23111073672771454,0.18448859453201294,0.5466516017913818,0.2392711341381073,0.21857066452503204,0.23132777214050293,0.2597278356552124,0.2080201506614685,-0.06788251549005508,0.43378451466560364,0.3344786465167999,0.17887090146541595,0.3199232816696167,0.3022953271865845,0.18742062151432037,0.22658483684062958,0.23706717789173126,0.3756285607814789,0.3335486650466919,0.24396127462387085
",",0.3087472915649414,0.3015086054801941,0.18569420278072357,0.20966707170009613,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.24917922914028168,0.4464869201183319,0.33157986402511597,0.12864577770233154,1.0000001192092896,0.42400437593460083,0.16936150193214417,0.6633074283599854,0.23135341703891754,0.21334654092788696,0.31091248989105225
