,what,were,later,yuan,emperors,disinterested,in,?
uninterested,0.39263615012168884,0.21614237129688263,0.21977262198925018,0.13632149994373322,0.18041440844535828,0.7768717408180237,0.2778684198856354,0.3025064468383789
in,0.30808621644973755,0.3815755248069763,0.40857815742492676,0.14850552380084991,0.2514701783657074,0.3155180513858795,1.0,0.20430970191955566
administration,0.2483910471200943,0.19474460184574127,0.20293402671813965,0.23424610495567322,0.21035291254520416,0.19389475882053375,0.25846216082572937,0.14283715188503265
",",0.3087472915649414,0.36755475401878357,0.35016918182373047,0.20958951115608215,0.24660007655620575,0.34209200739860535,0.5201468467712402,0.31091248989105225
they,0.4431931674480438,0.5580583214759827,0.370341420173645,0.16464252769947052,0.27823787927627563,0.3332248330116272,0.4330179989337921,0.2753053903579712
were,0.22298263013362885,1.0000001192092896,0.46195727586746216,0.19657303392887115,0.32265302538871765,0.2861267328262329,0.3815755248069763,0.17890112102031708
separated,0.18778635561466217,0.27522769570350647,0.22682268917560577,0.034823257476091385,0.1776525229215622,0.1536189764738083,0.26304155588150024,0.0923643484711647
from,0.2737620174884796,0.29991888999938965,0.34398579597473145,0.09845740348100662,0.19567647576332092,0.2512105405330658,0.4274188280105591,0.19969791173934937
both,0.3361809551715851,0.4254525601863861,0.3317738473415375,0.10960843414068222,0.17084401845932007,0.2468106895685196,0.3960166871547699,0.19455738365650177
the,0.42745697498321533,0.3906462490558624,0.4060266613960266,0.2548272907733917,0.3175390362739563,0.2967418134212494,0.6662389636039734,0.22068053483963013
army,0.1698741316795349,0.2540908753871918,0.31001994013786316,0.20079098641872406,0.23671859502792358,0.22332344949245453,0.25258398056030273,0.180583193898201
and,0.31309178471565247,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.31497350335121155,0.4954058527946472,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,0.4060266613960266,0.2548272907733917,0.3175390362739563,0.2967418134212494,0.6662389636039734,0.22068053483963013
populace,0.23344634473323822,0.22294414043426514,0.17314574122428894,0.1444096714258194,0.24817949533462524,0.2801584005355835,0.25381335616111755,0.2383187860250473
",",0.3087472915649414,0.36755475401878357,0.35016918182373047,0.20958951115608215,0.24660007655620575,0.34209200739860535,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.31497350335121155,0.4954058527946472,0.20544172823429108
china,0.13832437992095947,0.2312094271183014,0.22728987038135529,0.5794417262077332,0.3638975918292999,0.26850393414497375,0.267821341753006,0.18007943034172058
was,0.22111038863658905,0.590133786201477,0.5684447288513184,0.19482262432575226,0.23466189205646515,0.2899082899093628,0.45514053106307983,0.18412111699581146
torn,0.21371328830718994,0.26587361097335815,0.24132214486598969,0.01575911045074463,0.13941439986228943,0.21267209947109222,0.24918708205223083,0.13564015924930573
by,0.2455483376979828,0.4406847059726715,0.3747883439064026,0.19831176102161407,0.20061898231506348,0.26361674070358276,0.370934396982193,0.17966607213020325
dissension,0.3585538864135742,0.21610723435878754,0.22261695563793182,0.12602807581424713,0.19316472113132477,0.30374065041542053,0.23049403727054596,0.25822630524635315
and,0.31309178471565247,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.31497350335121155,0.4954058527946472,0.20544172823429108
unrest,0.15532222390174866,0.21922685205936432,0.19198478758335114,0.18887807428836823,0.23652921617031097,0.3028184175491333,0.26387542486190796,0.08488935232162476
.,0.3567904531955719,0.3378238379955292,0.3488861322402954,0.17233723402023315,0.2601882815361023,0.3604438602924347,0.5591574311256409,0.4130953550338745
