,what,did,priestley,name,the,gas,his,experiment,produced,?
in,0.30808621644973755,0.2593238651752472,0.20879624783992767,0.2459065467119217,0.6662389636039734,0.20770272612571716,0.3598145842552185,0.1938578486442566,0.2542861998081207,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.21773852407932281,0.3171212375164032,1.0,0.2339978665113449,0.4394008219242096,0.168198361992836,0.22045251727104187,0.22068053483963013
meantime,0.3833208978176117,0.3968838155269623,0.18342579901218414,0.19045209884643555,0.3265787363052368,0.2359737604856491,0.34748151898384094,0.2026149481534958,0.1515304446220398,0.37067949771881104
",",0.3087472915649414,0.3015086054801941,0.31705740094184875,0.28145334124565125,0.4933079481124878,0.22298859059810638,0.3378419280052185,0.19933569431304932,0.22260788083076477,0.31091248989105225
on,0.34226128458976746,0.2670976221561432,0.16624125838279724,0.17627742886543274,0.5107308030128479,0.14262238144874573,0.32064297795295715,0.21772995591163635,0.18712371587753296,0.2714994251728058
august,0.2305731326341629,0.26378265023231506,0.18892528116703033,0.15716980397701263,0.22689028084278107,0.15002496540546417,0.2511364817619324,0.1677023321390152,0.1424046903848648,0.3006744682788849
1,-0.21266892552375793,-0.2815930247306824,-0.26235589385032654,-0.18995489180088043,-0.1554475575685501,-0.08334062993526459,-0.325827419757843,-0.20475248992443085,-0.21285033226013184,-0.249979168176651
",",0.3087472915649414,0.3015086054801941,0.31705740094184875,0.28145334124565125,0.4933079481124878,0.22298859059810638,0.3378419280052185,0.19933569431304932,0.22260788083076477,0.31091248989105225
1774,0.04774466156959534,0.006837746128439903,0.06343577802181244,0.19424515962600708,0.11766370385885239,0.08772944658994675,-0.05895806476473808,0.023591533303260803,0.05394313484430313,0.07276970893144608
",",0.3087472915649414,0.3015086054801941,0.31705740094184875,0.28145334124565125,0.4933079481124878,0.22298859059810638,0.3378419280052185,0.19933569431304932,0.22260788083076477,0.31091248989105225
an,0.2821882665157318,0.22598257660865784,0.17629167437553406,0.22033736109733582,0.4207492768764496,0.15387937426567078,0.24025635421276093,0.23928724229335785,0.16673175990581512,0.19793890416622162
experiment,0.29811543226242065,0.23614230751991272,0.20731225609779358,0.09103851765394211,0.168198361992836,0.1838647872209549,0.21297486126422882,1.0000001192092896,0.21754220128059387,0.14968745410442352
conducted,0.13546347618103027,0.2465403974056244,0.2608822286128998,0.06256745010614395,0.25795331597328186,0.11722707748413086,0.2909303307533264,0.31307336688041687,0.2778899669647217,0.1105341762304306
by,0.2455483376979828,0.18574509024620056,0.23467956483364105,0.25480157136917114,0.4408751428127289,0.1669413298368454,0.3107621967792511,0.24362899363040924,0.4647648334503174,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.21773852407932281,0.3171212375164032,1.0,0.2339978665113449,0.4394008219242096,0.168198361992836,0.22045251727104187,0.22068053483963013
british,0.19255435466766357,0.2039594054222107,0.24694404006004333,0.12175101041793823,0.28973397612571716,0.11553224176168442,0.2021821290254593,0.12086044996976852,0.18991915881633759,0.09711728990077972
