,what,variable,is,associated,with,all,problems,solved,within,logarithmic,space,?
similarly,0.2804308831691742,0.33786001801490784,0.34101489186286926,0.39669474959373474,0.3550291955471039,0.35394975543022156,0.20243246853351593,0.18164955079555511,0.26595476269721985,0.34870052337646484,0.20412106812000275,0.23036029934883118
",",0.3087472915649414,0.18179240822792053,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.425624817609787,0.2596952021121979,0.25483599305152893,0.2513136863708496,0.22325852513313293,0.2285580337047577,0.31091248989105225
it,0.45803478360176086,0.2574029266834259,0.6328473687171936,0.141479954123497,0.3369046747684479,0.36125609278678894,0.23306451737880707,0.18477100133895874,0.31596240401268005,0.17120403051376343,0.1662190854549408,0.25732165575027466
is,0.28837618231773376,0.2842993140220642,1.0,0.2300606518983841,0.3250955045223236,0.2553904056549072,0.16985496878623962,0.16888999938964844,0.30135563015937805,0.20164749026298523,0.18578536808490753,0.22961433231830597
not,0.5449194312095642,0.24550969898700714,0.3776007890701294,0.26507848501205444,0.3409014642238617,0.4974499046802521,0.3441416919231415,0.21357275545597076,0.33411741256713867,0.20534172654151917,0.2228187918663025,0.41942933201789856
known,0.20381177961826324,0.1853388100862503,0.41921812295913696,0.3094818592071533,0.23440474271774292,0.13808979094028473,0.14510442316532135,0.1911596655845642,0.14964622259140015,0.1865960657596588,0.07084759324789047,0.18314571678638458
if,0.5277165174484253,0.36626648902893066,0.30927813053131104,0.1513124704360962,0.34021785855293274,0.40880489349365234,0.3437747657299042,0.2864813804626465,0.3103365898132324,0.3087192177772522,0.2755201756954193,0.4441644251346588
l,0.053181253373622894,0.11899896711111069,0.18223042786121368,0.09131625294685364,0.14226987957954407,0.16879071295261383,0.10165426135063171,0.1327025443315506,0.08250986784696579,0.15284618735313416,0.16587825119495392,0.10803938657045364
(,0.2411840260028839,0.1934523731470108,0.35393038392066956,0.22233878076076508,0.29503780603408813,0.28167209029197693,0.1654568463563919,0.19445101916790009,0.21063244342803955,0.19259512424468994,0.23673366010189056,0.40561532974243164
the,0.42745697498321533,0.18287865817546844,0.5823672413825989,0.2742886245250702,0.4223487675189972,0.4860881567001343,0.2659202516078949,0.21140827238559723,0.39827480912208557,0.19849702715873718,0.24495907127857208,0.22068053483963013
set,0.28954121470451355,0.24609680473804474,0.21148966252803802,0.1322539746761322,0.19515010714530945,0.2930283844470978,0.17702552676200867,0.22059224545955658,0.2636004388332367,0.23129902780056,0.22689752280712128,0.1698019951581955
of,0.33290785551071167,0.1980873942375183,0.4854315221309662,0.3077163100242615,0.41827285289764404,0.42798417806625366,0.2450421154499054,0.17960071563720703,0.39594778418540955,0.24869036674499512,0.21300287544727325,0.1826142966747284
all,0.41981086134910583,0.22241288423538208,0.2553904056549072,0.23636801540851593,0.3876307010650635,1.0000001192092896,0.27523931860923767,0.2519701421260834,0.31964385509490967,0.20332477986812592,0.20075727999210358,0.29575422406196594
problems,0.3306994140148163,0.1727292388677597,0.16985496878623962,0.2496960163116455,0.3139011859893799,0.27523931860923767,1.0,0.4872119128704071,0.15260569751262665,0.238428995013237,0.23476585745811462,0.2638136148452759
that,0.6297725439071655,0.2777203917503357,0.3995479643344879,0.2675568461418152,0.4154358208179474,0.53305584192276,0.3758413791656494,0.32926955819129944,0.33798906207084656,0.27547046542167664,0.2368461638689041,0.32716336846351624
can,0.34502777457237244,0.3406181037425995,0.44256699085235596,0.23185616731643677,0.3572797477245331,0.3574998378753662,0.326987624168396,0.21544745564460754,0.27913734316825867,0.3213803768157959,0.2952559292316437,0.3226337134838104
be,0.3929833769798279,0.31950026750564575,0.4819129705429077,0.23537606000900269,0.36101722717285156,0.42151448130607605,0.2817195653915405,0.26658907532691956,0.29054832458496094,0.2580795884132385,0.21281394362449646,0.3324260413646698
solved,0.247396320104599,0.3282182514667511,0.16888999938964844,0.1618545949459076,0.2131630778312683,0.2519701421260834,0.4872119128704071,1.0,0.15531101822853088,0.33142542839050293,0.21055617928504944,0.2692696750164032
in,0.30808621644973755,0.1535988301038742,0.5394441485404968,0.23328746855258942,0.4080928862094879,0.3335905969142914,0.21061907708644867,0.17707815766334534,0.40576374530792236,0.16665425896644592,0.17648501694202423,0.20430970191955566
logarithmic,0.23448531329631805,0.4751024544239044,0.20164749026298523,0.11821405589580536,0.20514148473739624,0.20332477986812592,0.238428995013237,0.33142542839050293,0.22057850658893585,1.0,0.2291456162929535,0.2397754192352295
space,0.20525942742824554,0.19811657071113586,0.18578536808490753,0.09825167059898376,0.1992894560098648,0.20075727999210358,0.23476585745811462,0.21055617928504944,0.24413608014583588,0.2291456162929535,1.0000001192092896,0.1885536164045334
),0.26259949803352356,0.17337962985038757,0.37732169032096863,0.22068600356578827,0.3069596290588379,0.283302903175354,0.17140987515449524,0.20984742045402527,0.2227933555841446,0.19746169447898865,0.24192531406879425,0.42300865054130554
is,0.28837618231773376,0.2842993140220642,1.0,0.2300606518983841,0.3250955045223236,0.2553904056549072,0.16985496878623962,0.16888999938964844,0.30135563015937805,0.20164749026298523,0.18578536808490753,0.22961433231830597
strictly,0.2703031599521637,0.22819116711616516,0.25468918681144714,0.2128693014383316,0.23533816635608673,0.30494654178619385,0.14467714726924896,0.14513444900512695,0.2994191646575928,0.2510656416416168,0.16435343027114868,0.20292048156261444
contained,0.18997789919376373,0.21944767236709595,0.3143906593322754,0.26283717155456543,0.33570194244384766,0.31648850440979004,0.10931218415498734,0.13960513472557068,0.3890313506126404,0.20569254457950592,0.16570129990577698,0.171995609998703
in,0.30808621644973755,0.1535988301038742,0.5394441485404968,0.23328746855258942,0.4080928862094879,0.3335905969142914,0.21061907708644867,0.17707815766334534,0.40576374530792236,0.16665425896644592,0.17648501694202423,0.20430970191955566
p,0.18586504459381104,0.20913150906562805,0.11757151037454605,0.06584957987070084,0.11020636558532715,0.1652599275112152,0.1230422630906105,0.18734224140644073,0.12945125997066498,0.18974214792251587,0.17297589778900146,0.20840544998645782
or,0.33867141604423523,0.3462861180305481,0.41870999336242676,0.3577948808670044,0.38158315420150757,0.3321593105792999,0.24577723443508148,0.1662384569644928,0.33908307552337646,0.2605073153972626,0.28110602498054504,0.32389625906944275
equal,0.2397335022687912,0.31828293204307556,0.20287640392780304,0.17112013697624207,0.21992500126361847,0.28499260544776917,0.19165484607219696,0.1831313520669937,0.1854768842458725,0.39500153064727783,0.14768895506858826,0.15421567857265472
to,0.455847829580307,0.20649605989456177,0.42745086550712585,0.2648659348487854,0.4239959120750427,0.42520734667778015,0.28989166021347046,0.1576203852891922,0.34980177879333496,0.19613678753376007,0.22712917625904083,0.29463258385658264
p.,0.07387562096118927,0.1405096799135208,-0.03573467582464218,0.10487867146730423,0.08985846489667892,0.08568928390741348,0.22100798785686493,0.1534465253353119,0.07619910687208176,0.1781637966632843,0.05977616831660271,0.11662347614765167
again,0.3921525180339813,0.1592545211315155,0.2348884791135788,0.11254613101482391,0.33511000871658325,0.34781765937805176,0.2152670919895172,0.24541069567203522,0.17435607314109802,0.09870228916406631,0.15286079049110413,0.2679590880870819
",",0.3087472915649414,0.18179240822792053,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.425624817609787,0.2596952021121979,0.25483599305152893,0.2513136863708496,0.22325852513313293,0.2285580337047577,0.31091248989105225
there,0.35085538029670715,0.25727418065071106,0.3904260993003845,0.24317580461502075,0.37390366196632385,0.38885584473609924,0.3197254538536072,0.29899343848228455,0.31177809834480286,0.217626690864563,0.2094677835702896,0.29405656456947327
are,0.29724663496017456,0.2730688452720642,0.5330929756164551,0.28055059909820557,0.38996943831443787,0.5343062281608582,0.2565869987010956,0.17527443170547485,0.3069663643836975,0.2443259358406067,0.18112362921237946,0.24591213464736938
many,0.36131182312965393,0.16437771916389465,0.2649032473564148,0.2743540108203888,0.35744401812553406,0.5443700551986694,0.33828115463256836,0.23390275239944458,0.2613624930381775,0.21062980592250824,0.15485332906246185,0.2124512493610382
complexity,0.33747240900993347,0.40565627813339233,0.2541271150112152,0.25809261202812195,0.2387731969356537,0.29204535484313965,0.45911696553230286,0.4075605869293213,0.2452552616596222,0.4725891053676605,0.2585889995098114,0.23062916100025177
classes,0.20746955275535583,0.27166882157325745,0.13611210882663727,0.16556590795516968,0.19796571135520935,0.31225159764289856,0.2519468665122986,0.2010076940059662,0.22242958843708038,0.2682410478591919,0.12879815697669983,0.14397528767585754
between,0.2462156116962433,0.22150953114032745,0.26809602975845337,0.16095246374607086,0.3829993009567261,0.22774523496627808,0.2324794977903366,0.22921574115753174,0.38694965839385986,0.23633833229541779,0.17911486327648163,0.12887074053287506
the,0.42745697498321533,0.18287865817546844,0.5823672413825989,0.2742886245250702,0.4223487675189972,0.4860881567001343,0.2659202516078949,0.21140827238559723,0.39827480912208557,0.19849702715873718,0.24495907127857208,0.22068053483963013
two,0.23363454639911652,0.2094476819038391,0.2315155267715454,0.17506015300750732,0.4333336651325226,0.4553687274456024,0.22893044352531433,0.2926200032234192,0.29626569151878357,0.29293954372406006,0.20972752571105957,0.19645625352859497
",",0.3087472915649414,0.18179240822792053,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.425624817609787,0.2596952021121979,0.25483599305152893,0.2513136863708496,0.22325852513313293,0.2285580337047577,0.31091248989105225
such,0.23989605903625488,0.2656421959400177,0.23545363545417786,0.3407617509365082,0.3346101939678192,0.38558536767959595,0.27856141328811646,0.23043136298656464,0.24077613651752472,0.2641751170158386,0.14706631004810333,0.17851735651493073
as,0.31749409437179565,0.22872738540172577,0.43216490745544434,0.2813912034034729,0.40387406945228577,0.33195313811302185,0.22810567915439606,0.18338219821453094,0.2626299560070038,0.22695499658584595,0.1954064816236496,0.27043893933296204
nl,0.22163839638233185,0.14298123121261597,0.14661051332950592,0.0683361291885376,0.11647264659404755,0.15638428926467896,0.1261531412601471,0.12985488772392273,0.05933578312397003,0.16269797086715698,0.17181770503520966,0.2914738655090332
and,0.31309178471565247,0.1734716147184372,0.3859752118587494,0.30157923698425293,0.5477725267410278,0.4542157053947449,0.285793662071228,0.20209883153438568,0.35049548745155334,0.17867621779441833,0.22901733219623566,0.20544172823429108
nc,0.15436547994613647,0.15856873989105225,0.10941392183303833,0.1632889211177826,0.06544919312000275,0.19833756983280182,0.13480190932750702,0.052492957562208176,0.09750489890575409,0.1289370059967041,0.1527906209230423,0.1283540427684784
",",0.3087472915649414,0.18179240822792053,0.4691906273365021,0.27184680104255676,0.4120737314224243,0.425624817609787,0.2596952021121979,0.25483599305152893,0.2513136863708496,0.22325852513313293,0.2285580337047577,0.31091248989105225
and,0.31309178471565247,0.1734716147184372,0.3859752118587494,0.30157923698425293,0.5477725267410278,0.4542157053947449,0.285793662071228,0.20209883153438568,0.35049548745155334,0.17867621779441833,0.22901733219623566,0.20544172823429108
it,0.45803478360176086,0.2574029266834259,0.6328473687171936,0.141479954123497,0.3369046747684479,0.36125609278678894,0.23306451737880707,0.18477100133895874,0.31596240401268005,0.17120403051376343,0.1662190854549408,0.25732165575027466
is,0.28837618231773376,0.2842993140220642,1.0,0.2300606518983841,0.3250955045223236,0.2553904056549072,0.16985496878623962,0.16888999938964844,0.30135563015937805,0.20164749026298523,0.18578536808490753,0.22961433231830597
not,0.5449194312095642,0.24550969898700714,0.3776007890701294,0.26507848501205444,0.3409014642238617,0.4974499046802521,0.3441416919231415,0.21357275545597076,0.33411741256713867,0.20534172654151917,0.2228187918663025,0.41942933201789856
