,how,many,broadcast,television,partners,does,the,nfl,have,?
in,0.2601168751716614,0.41474202275276184,0.26723843812942505,0.2689782977104187,0.20128825306892395,0.214483380317688,0.6662389636039734,0.12599408626556396,0.36843645572662354,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2713715434074402,0.24569597840309143,0.13242726027965546,0.35928019881248474,1.0,0.15305201709270477,0.40389683842658997,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.2690603733062744,0.23613357543945312,0.14357465505599976,0.1650896966457367,0.34367692470550537,0.20913691818714142,0.17950676381587982,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.2695137560367584,0.22540400922298431,0.1421555131673813,0.18093830347061157,0.3463578522205353,0.19746074080467224,0.20162390172481537,0.16272737085819244
",",0.22659391164779663,0.40610817074775696,0.24917922914028168,0.27995240688323975,0.2323409467935562,0.28617382049560547,0.4933079481124878,0.18939071893692017,0.3541618287563324,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2713715434074402,0.24569597840309143,0.13242726027965546,0.35928019881248474,1.0,0.15305201709270477,0.40389683842658997,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.2862359285354614,0.3236095905303955,0.1653314083814621,0.15644396841526031,0.285271555185318,0.3143478333950043,0.2211744487285614,0.1829071193933487
was,0.16678167879581451,0.260356068611145,0.24068336188793182,0.2516675293445587,0.1373923420906067,0.19302551448345184,0.48711544275283813,0.20145657658576965,0.2863433063030243,0.18412111699581146
televised,0.20968028903007507,0.2613069713115692,0.6128001809120178,0.7145999670028687,0.18608149886131287,0.16252484917640686,0.32855433225631714,0.22658388316631317,0.22803039848804474,0.12888526916503906
by,0.34370526671409607,0.3409687578678131,0.22584840655326843,0.23368048667907715,0.2076435685157776,0.143477201461792,0.4408751428127289,0.12338410317897797,0.3359639644622803,0.17966607213020325
cbs,0.2092750519514084,0.1890554130077362,0.5521507263183594,0.5213743448257446,0.16971208155155182,0.14415527880191803,0.2283918708562851,0.4192144572734833,0.16809751093387604,0.14594407379627228
",",0.22659391164779663,0.40610817074775696,0.24917922914028168,0.27995240688323975,0.2323409467935562,0.28617382049560547,0.4933079481124878,0.18939071893692017,0.3541618287563324,0.31091248989105225
as,0.33782753348350525,0.4070141911506653,0.19535446166992188,0.25070273876190186,0.22904761135578156,0.31202155351638794,0.48381632566452026,0.18464252352714539,0.37788212299346924,0.27043893933296204
part,0.218691885471344,0.2827394902706146,0.21969471871852875,0.1663149893283844,0.11930442601442337,0.26684749126434326,0.527681291103363,0.14112962782382965,0.25547030568122864,0.08557961881160736
of,0.2480744868516922,0.37253960967063904,0.20155203342437744,0.21995750069618225,0.1523641049861908,0.3119818866252899,0.733189046382904,0.1524115800857544,0.3802283704280853,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.2046348601579666,0.22552843391895294,0.15446726977825165,0.38201746344566345,0.5829201340675354,0.1210956797003746,0.338716596364975,0.23916715383529663
cycle,0.24716903269290924,0.20147281885147095,0.16756945848464966,0.16481110453605652,0.11468812823295593,0.186013326048851,0.2701641917228699,0.07121109217405319,0.14663341641426086,0.07156776636838913
between,0.2747800648212433,0.29423660039901733,0.16344931721687317,0.14901204407215118,0.23590955138206482,0.16966454684734344,0.39067012071609497,0.0223811287432909,0.3203330636024475,0.12887074053287506
the,0.33890387415885925,0.4335206151008606,0.2713715434074402,0.24569597840309143,0.13242726027965546,0.35928019881248474,1.0,0.15305201709270477,0.40389683842658997,0.22068053483963013
three,0.23807744681835175,0.4501400589942932,0.2180454581975937,0.2175305187702179,0.15942122042179108,0.1872161626815796,0.43452659249305725,0.13591039180755615,0.3712083399295807,0.20928427577018738
main,0.1668178290128708,0.27179279923439026,0.1733674705028534,0.1630113422870636,0.07749895006418228,0.245339035987854,0.38631999492645264,0.06873493641614914,0.2209363877773285,0.1665669083595276
broadcast,0.17885947227478027,0.1890401542186737,1.0,0.6160560846328735,0.15330234169960022,0.1793109029531479,0.2713715434074402,0.26023104786872864,0.1174817755818367,0.15760008990764618
television,0.20427560806274414,0.23433995246887207,0.6160560846328735,1.0000001192092896,0.20087167620658875,0.1469985842704773,0.24569597840309143,0.2618465721607208,0.1811555027961731,0.16825827956199646
partners,0.15874885022640228,0.20208625495433807,0.15330234169960022,0.20087167620658875,1.0,0.1488717645406723,0.13242726027965546,0.13060657680034637,0.23308707773685455,0.10955255478620529
of,0.2480744868516922,0.37253960967063904,0.20155203342437744,0.21995750069618225,0.1523641049861908,0.3119818866252899,0.733189046382904,0.1524115800857544,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2713715434074402,0.24569597840309143,0.13242726027965546,0.35928019881248474,1.0,0.15305201709270477,0.40389683842658997,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.26023104786872864,0.2618465721607208,0.13060657680034637,0.16303054988384247,0.15305201709270477,1.0,0.18029768764972687,0.10610254108905792
.,0.3287222981452942,0.3974229395389557,0.2280997633934021,0.2806251645088196,0.2235448807477951,0.3022993505001068,0.5934505462646484,0.1964210718870163,0.41614407300949097,0.4130953550338745
