,strictly,speaking,who,was,included,in,datanet,1
strictly,1.0,0.3120354413986206,0.22950582206249237,0.16157039999961853,0.2216077446937561,0.18136976659297943,0.18956425786018372,-0.25474730134010315
speaking,0.3120354413986206,1.0,0.26571694016456604,0.21738967299461365,0.18933989107608795,0.2803732752799988,0.19449524581432343,-0.21919012069702148
datanet,0.18956425786018372,0.19449524581432343,0.1577603965997696,0.14156921207904816,0.15893752872943878,0.18924565613269806,1.0000001192092896,-0.2418050467967987
1,-0.25474730134010315,-0.21919012069702148,-0.35742413997650146,-0.2275921255350113,-0.21177932620048523,-0.10660158097743988,-0.2418050467967987,1.0
only,0.3398977816104889,0.2670963406562805,0.4202229380607605,0.36249664425849915,0.3318852186203003,0.42992329597473145,0.22978202998638153,-0.28475064039230347
referred,0.25824934244155884,0.2602265477180481,0.1539032906293869,0.2664481997489929,0.3689834177494049,0.24766652286052704,0.14455081522464752,-0.12970823049545288
to,0.281207412481308,0.2276923805475235,0.42656609416007996,0.3636345863342285,0.2322428971529007,0.45010748505592346,0.21068289875984192,-0.2769182622432709
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
network,0.14839790761470795,0.14623203873634338,0.16999904811382294,0.1994880586862564,0.06529462337493896,0.19496823847293854,0.2996833324432373,-0.1875540018081665
and,0.2713325321674347,0.2943672239780426,0.41279885172843933,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.23677074909210205,-0.20516018569469452
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
connected,0.11836574226617813,0.18920616805553436,0.16466940939426422,0.17375674843788147,0.18441063165664673,0.28792381286621094,0.24439787864685059,-0.035843923687934875
users,0.2187357395887375,0.2139035314321518,0.31358474493026733,0.20560753345489502,0.18977941572666168,0.16513867676258087,0.323796808719635,-0.3272162675857544
via,0.14965485036373138,0.1808968186378479,0.12545354664325714,0.1762484461069107,0.13450120389461517,0.19981135427951813,0.24845251441001892,-0.15801052749156952
leased,0.23760727047920227,0.1679440289735794,0.2915711998939514,0.37823230028152466,0.27725130319595337,0.273445188999176,0.12676386535167694,-0.17507143318653107
lines,0.1463659256696701,0.16047297418117523,0.14507316052913666,0.18911539018154144,0.1457257866859436,0.22601547837257385,0.15506570041179657,-0.08071421831846237
(,0.15924102067947388,0.18572279810905457,0.2443375140428543,0.2980341613292694,0.20944266021251678,0.3087427020072937,0.30435308814048767,-0.15974698960781097
using,0.18859829008579254,0.23334945738315582,0.24094825983047485,0.18766598403453827,0.17339929938316345,0.2717311978340149,0.3098842203617096,-0.2998640835285187
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
x.121,0.12590909004211426,-0.011140435002744198,-0.030685260891914368,-0.04999981448054314,0.03124619461596012,0.014626421965658665,0.05861440300941467,-0.13155415654182434
dnic,0.10522375255823135,0.2712668180465698,0.1587960422039032,0.10886452347040176,0.12461414188146591,0.28279951214790344,0.2609190344810486,0.024947047233581543
2041,0.20131222903728485,0.089114248752594,0.01132234837859869,0.03280707821249962,0.07855522632598877,-0.03608774393796921,0.25092771649360657,-0.08862148970365524
),0.16062428057193756,0.20581494271755219,0.2457384318113327,0.3267642855644226,0.20644870400428772,0.3326910734176636,0.2951156497001648,-0.14927540719509125
",",0.2523971199989319,0.2840890884399414,0.3365725874900818,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.26065418124198914,-0.15742997825145721
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
name,0.12598136067390442,0.2014784961938858,0.2027527540922165,0.2646567225456238,0.17476937174797058,0.2459065467119217,0.18790414929389954,-0.18995489180088043
also,0.3346220552921295,0.33191701769828796,0.47919341921806335,0.4032125174999237,0.3562854826450348,0.5073733329772949,0.15937785804271698,-0.2842343747615814
referred,0.25824934244155884,0.2602265477180481,0.1539032906293869,0.2664481997489929,0.3689834177494049,0.24766652286052704,0.14455081522464752,-0.12970823049545288
to,0.281207412481308,0.2276923805475235,0.42656609416007996,0.3636345863342285,0.2322428971529007,0.45010748505592346,0.21068289875984192,-0.2769182622432709
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
public,0.2519395351409912,0.22320735454559326,0.18950407207012177,0.2513592839241028,0.19066013395786285,0.29074716567993164,0.18607768416404724,-0.15729455649852753
pad,0.10705120116472244,0.02555960789322853,0.14023457467556,0.11828822642564774,0.11576855927705765,0.12771014869213104,0.26183733344078064,-0.14128448069095612
service,0.2066372036933899,0.11787455528974533,0.21098247170448303,0.22689001262187958,0.17900964617729187,0.1740635335445404,0.2231702208518982,-0.12019693851470947
telepad,0.1394841969013214,0.24804635345935822,0.2904222309589386,0.15513911843299866,0.12594591081142426,0.24946142733097076,0.4326642155647278,-0.3455961346626282
(,0.15924102067947388,0.18572279810905457,0.2443375140428543,0.2980341613292694,0.20944266021251678,0.3087427020072937,0.30435308814048767,-0.15974698960781097
using,0.18859829008579254,0.23334945738315582,0.24094825983047485,0.18766598403453827,0.17339929938316345,0.2717311978340149,0.3098842203617096,-0.2998640835285187
the,0.24418626725673676,0.34174251556396484,0.3733934462070465,0.48711544275283813,0.3825419843196869,0.6662389636039734,0.22514942288398743,-0.1554475575685501
dnic,0.10522375255823135,0.2712668180465698,0.1587960422039032,0.10886452347040176,0.12461414188146591,0.28279951214790344,0.2609190344810486,0.024947047233581543
2049,0.0994117259979248,0.02378120645880699,0.1479053795337677,0.09806345403194427,0.07666542381048203,0.012458269484341145,0.26875826716423035,-0.10201383382081985
),0.16062428057193756,0.20581494271755219,0.2457384318113327,0.3267642855644226,0.20644870400428772,0.3326910734176636,0.2951156497001648,-0.14927540719509125
.,0.21418900787830353,0.28463831543922424,0.3541337847709656,0.40146201848983765,0.25865867733955383,0.5591574311256409,0.3119592070579529,-0.15870751440525055
